k,n,logidx,halflogcov,logl1,logl2,skew,incone,logcone,rho,rho2,logq,jhi,mrg,ok,cflen,cfmax,cfidx,cfkind,cfpq,logh11,h22,logsinth,pqnext,cvkind,cvidx,cvt
23.9000,47,28.192706,-0.745101,-0.746178,-0.743158,1.152484,0,-0.739040,1.398622,1.152484,14.204893,3,8.104 e-4,1,974,56287,515,0,0,27.907713,656512,-0.040696,2,0,516,0
22.4000,48,27.269250,-0.168540,-0.190956,-0.146103,8.610214,1,-0.184794,1.344178,1.000000,14.738447,2,1.086 e-3,1,985,1172,486,0,0,27.038446,64768,-0.001030,20,0,486,0
23.0000,48,27.688026,-0.377928,-0.381141,-0.374715,1.361295,0,-0.367809,1.896318,1.361295,14.559672,3,1.747 e-4,1,1050,5725,527,0,0,27.457223,64768,-0.000011,1,0,526,0
23.9000,48,28.308970,-0.688400,-0.689521,-0.686768,1.141287,1,-0.682362,1.410075,1.000000,14.250668,3,1.022 e-3,1,1055,977,508,0,0,28.078167,64768,-0.024560,1,0,508,0
22.4000,49,27.145983,-0.224465,-0.238773,-0.210047,4.086092,1,-0.236316,1.127959,1.000000,14.666978,2,1.940 e-3,1,1010,5391,552,0,0,27.018670,512,-0.005373,29,0,552,0
23.0000,49,27.570359,-0.436653,-0.439778,-0.433080,1.388513,1,-0.434063,1.323180,1.000000,14.504575,2,8.556 e-5,1,1021,26974,532,0,0,27.443046,512,-0.021920,3,0,532,0
23.9000,49,28.192777,-0.747862,-0.775482,-0.720240,14.982008,0,-0.719464,15.562111,14.982008,14.160064,3,9.252 e-4,1,1042,1314,559,0,0,28.065464,512,-0.000096,583,0,558,0
22.4000,50,27.149217,-0.231222,-0.234195,-0.228249,1.346209,0,-0.221939,1.845542,1.346209,14.722721,3,2.182 e-3,1,1034,1711,541,0,0,26.965561,9728,-0.000074,2,0,542,0
23.0000,50,27.565105,-0.439167,-0.441848,-0.435399,1.380477,0,-0.429937,1.813964,1.380477,14.489789,3,6.518 e-3,1,1067,4071,567,0,0,27.381450,9728,-0.054328,1,0,566,0
23.9000,50,28.188937,-0.751083,-0.761689,-0.740442,2.893134,1,-0.756988,1.264987,1.000000,14.161850,2,1.983 e-3,1,1054,1928,562,0,0,28.005282,9728,-0.001731,9,0,562,0
22.4000,51,26.902293,-0.349132,-0.349872,-0.347737,1.115001,0,-0.347245,1.143359,1.115001,14.599109,3,8.077 e-4,1,1034,1237,529,0,0,26.793564,256,-0.033363,3,0,530,0
23.0000,51,27.323617,-0.559794,-0.561473,-0.557275,1.238735,1,-0.554938,1.395508,1.000000,14.374805,3,7.573 e-6,1,1085,132056,594,0,0,27.214888,256,-0.042872,2,0,594,0
23.9000,51,27.935218,-0.865594,-0.869130,-0.860999,1.513848,0,-0.854848,2.071732,1.524139,14.071776,3,1.293 e-3,1,1104,836,559,0,0,27.826489,256,-0.054000,8,0,558,0
22.4000,52,26.940179,-0.324842,-0.336078,-0.313444,3.244523,0,-0.309823,3.916856,3.269657,14.633349,3,1.346 e-5,1,1091,74266,555,0,0,26.820211,512,-0.008374,69,0,556,0
23.0000,52,27.366731,-0.538118,-0.538360,-0.537750,1.032220,1,-0.534239,1.239010,1.000000,14.407999,3,1.326 e-3,1,1100,754,566,0,0,27.246763,512,-0.006513,3,0,566,0
23.9000,52,27.979900,-0.844702,-0.856196,-0.833124,3.319301,1,-0.849607,1.408664,1.000000,14.085837,2,5.094 e-4,1,1115,1963,566,0,0,27.859932,512,-0.004411,6,0,566,0
22.4000,53,27.316335,-0.144690,-0.145646,-0.143717,1.107667,1,-0.141169,1.267791,1.000000,14.780297,3,5.786 e-5,1,1071,17282,564,0,0,27.185552,1024,-0.000902,3,0,564,0
23.0000,53,27.734839,-0.353942,-0.353878,-0.351919,1.109409,0,-0.349635,1.252173,1.109409,14.558162,3,2.055 e-3,1,1103,1139,595,0,0,27.604056,1024,-0.110651,1,0,594,0
23.9000,53,28.349516,-0.661281,-0.680298,-0.642262,7.507456,1,-0.675509,1.288911,1.000000,14.265852,2,7.430 e-4,1,1130,2865,612,0,0,28.218734,1024,-0.000117,21,0,612,0
22.4000,54,27.095343,-0.249976,-0.258718,-0.241197,2.575784,0,-0.237466,3.150789,2.575784,14.705843,3,1.756 e-3,1,1149,17613,629,0,0,27.005490,128,-0.001995,12,0,630,0
23.0000,54,27.518933,-0.461771,-0.482956,-0.440586,9.855024,1,-0.482771,1.010012,1.000000,14.379551,2,8.308 e-5,1,1109,12037,572,0,0,27.429080,128,-0.000037,979,0,572,0
23.9000,54,28.135064,-0.769837,-0.785784,-0.753885,5.598748,1,-0.785726,1.003125,1.000000,14.161888,2,2.221 e-3,1,1148,1787,628,0,0,28.045211,128,-0.000233,1787,0,628,0
22.4000,55,26.902737,-0.353855,-0.359137,-0.348072,1.837829,0,-0.342474,2.500346,1.837829,14.586779,3,7.756 e-4,1,1167,43119,605,0,0,26.814518,128,-0.027639,5,0,604,0
23.0000,55,27.318625,-0.561800,-0.565939,-0.557649,1.577707,0,-0.555549,1.770829,1.577707,14.390119,3,8.837 e-4,1,1163,1130,595,0,0,27.230406,128,-0.000611,9,0,596,0
23.9000,55,27.936156,-0.870565,-0.874956,-0.866052,1.631835,1,-0.868833,1.400402,1.000000,14.068885,2,1.631 e-3,1,1189,613,624,0,0,27.847937,128,-0.006749,2,0,624,0
22.4000,56,26.850874,-0.374709,-0.393542,-0.355875,8.243273,1,-0.387373,1.412639,1.000000,14.547554,2,2.153 e-3,1,1129,3083,604,0,0,26.751853,256,-0.000018,16,0,604,0
23.0000,56,27.271714,-0.585128,-0.597028,-0.573226,3.792060,1,-0.596691,1.019062,1.000000,14.351138,2,9.302 e-5,1,1237,10750,612,0,0,27.172693,256,-0.000116,196,0,612,0
23.9000,56,27.890595,-0.894569,-0.895125,-0.893837,1.074765,0,-0.889583,1.363838,1.074765,13.942470,3,8.752 e-4,1,1214,1141,631,0,0,27.791574,256,-0.009877,2,0,630,0
22.4000,57,26.856639,-0.366921,-0.381420,-0.352413,5.224625,1,-0.376240,1.343465,1.000000,14.553011,2,2.170 e-3,1,1168,459,624,0,0,26.657831,83456,-0.000512,12,0,624,0
23.0000,57,27.282256,-0.579729,-0.589089,-0.570366,2.907204,1,-0.584473,1.300966,1.000000,14.358000,2,4.068 e-4,1,1195,5726,640,0,0,27.083448,83456,-0.000147,8,0,640,0
23.9000,57,27.902440,-0.889821,-0.891705,-0.887711,1.255668,0,-0.879136,2.047107,1.475203,14.053270,3,7.804 e-4,1,1247,1445,653,0,0,27.703632,83456,-0.012879,66,0,652,0
22.4000,58,26.937264,-0.333818,-0.335011,-0.331210,1.246614,0,-0.327799,1.519321,1.246614,14.616863,3,1.807 e-4,1,1160,5534,595,0,0,26.829706,512,-0.082065,1,0,596,0
23.0000,58,27.355542,-0.542957,-0.542077,-0.541652,1.024944,0,-0.539725,1.146154,1.024944,14.406842,3,1.368 e-4,1,1209,7310,613,0,0,27.247985,512,-0.126737,1,0,614,0
23.9000,58,27.976985,-0.853678,-0.855204,-0.850956,1.279415,1,-0.851397,1.247110,1.000000,14.092670,3,1.801 e-4,1,1238,5553,628,0,0,27.869427,512,-0.069376,3,0,628,0
22.4000,59,27.136502,-0.229410,-0.231180,-0.226473,1.320094,0,-0.221352,1.785716,1.320094,14.709586,3,1.393 e-3,1,1236,716,671,0,0,27.054264,128,-0.068913,9,0,670,0
23.0000,59,27.559439,-0.440879,-0.442830,-0.438307,1.305843,0,-0.437634,1.358754,1.305843,14.510530,3,2.199 e-4,1,1285,4547,677,0,0,27.477201,128,-0.036598,4,0,678,0
23.9000,59,28.182097,-0.752208,-0.761184,-0.742994,2.924772,1,-0.756623,1.308805,1.000000,14.171557,2,8.493 e-4,1,1335,2165,722,0,0,28.099859,128,-0.013965,7,0,722,0
22.4000,60,27.091425,-0.258868,-0.267671,-0.249851,2.913099,0,-0.247330,3.388851,2.913099,14.701081,3,5.354 e-4,1,1260,1867,649,0,0,26.999005,256,-0.012782,6,0,650,0
23.0000,60,27.507313,-0.466812,-0.468356,-0.464423,1.266085,0,-0.457687,1.896721,1.347943,14.478060,3,9.552 e-4,1,1265,1195,663,0,0,27.414894,256,-0.050660,4,0,662,0
23.9000,60,28.131146,-0.778728,-0.786401,-0.771002,2.519140,0,-0.766215,3.357262,2.519140,14.181390,3,1.597 e-3,1,1343,1198,691,0,0,28.038726,256,-0.003213,4,0,692,0
22.4000,61,26.992927,-0.303441,-0.311956,-0.294741,2.857844,1,-0.306331,1.409314,1.000000,14.632890,2,1.263 e-3,1,1221,791,612,0,0,26.890660,512,-0.011288,4,0,612,0
23.0000,61,27.413361,-0.513658,-0.528350,-0.498965,6.004559,0,-0.497630,6.513877,6.004559,14.410605,3,4.823 e-5,1,1275,20735,659,0,0,27.311093,512,-0.000017,72,0,658,0
23.9000,61,28.026966,-0.820461,-0.821781,-0.819073,1.179665,1,-0.817566,1.293192,1.000000,14.110758,3,1.229 e-3,1,1303,5456,666,0,0,27.924699,512,-0.004107,3,0,666,0
22.4000,62,26.918868,-0.335942,-0.336222,-0.334390,1.120250,1,-0.335724,1.031312,1.000000,14.613240,2,1.926 e-3,1,1242,3856,636,0,0,26.738148,73472,-0.078825,32,0,636,0
23.0000,62,27.343700,-0.548358,-0.561320,-0.535360,5.000324,1,-0.557820,1.242330,1.000000,14.367806,2,2.510 e-3,1,1326,2554,706,0,0,27.162980,73472,-0.002155,17,0,706,0
23.9000,62,27.958589,-0.855802,-0.856210,-0.855115,1.070209,1,-0.855318,1.056875,1.000000,14.047499,3,9.000 e-4,1,1308,8742,684,0,0,27.777868,73472,-0.017273,17,0,684,0
22.4000,63,26.988396,-0.307791,-0.320576,-0.294964,5.020753,1,-0.315098,1.412207,1.000000,14.622692,2,1.240 e-4,1,1286,20518,658,0,0,26.841431,10496,-0.002599,9,0,658,0
23.0000,63,27.406484,-0.516835,-0.531664,-0.501980,6.488864,1,-0.527833,1.273021,1.000000,14.400329,2,9.270 e-4,1,1281,1078,652,0,0,27.259520,10496,-0.001611,19,0,652,0
23.9000,63,28.022615,-0.824900,-0.841269,-0.808527,7.867210,0,-0.803800,10.596585,7.867210,14.100456,3,2.487 e-4,1,1313,14867,691,0,0,27.875651,10496,-0.000291,15,0,690,0
22.4000,64,27.222798,-0.186161,-0.187545,-0.184055,1.250288,0,-0.178705,1.760757,1.250288,14.761686,3,1.086 e-3,1,1294,1198,659,0,0,27.067300,20992,-0.046213,2,0,660,0
23.0000,64,27.645185,-0.397354,-0.399993,-0.394563,1.415571,1,-0.394804,1.393924,1.000000,14.546684,2,1.271 e-4,1,1382,7867,706,0,0,27.489687,20992,-0.009752,2,0,706,0
23.9000,64,28.262519,-0.706022,-0.709970,-0.701591,1.709629,1,-0.705130,1.363167,1.000000,14.228838,2,1.691 e-4,1,1429,5911,724,0,0,28.107021,20992,-0.030819,3,0,724,0
22.4000,65,27.287933,-0.159962,-0.160161,-0.159550,1.040486,1,-0.157738,1.170561,1.000000,14.764196,3,1.885 e-5,1,1346,53037,688,0,0,27.124163,41984,-0.013896,5,0,688,0
23.0000,65,27.703821,-0.367906,-0.381448,-0.354311,5.835298,1,-0.376741,1.357930,1.000000,14.566553,2,6.078 e-4,1,1390,5759,714,0,0,27.540051,41984,-0.003471,13,0,714,0
23.9000,65,28.322322,-0.677157,-0.678749,-0.675219,1.257944,1,-0.674862,1.287484,1.000000,14.255181,3,7.266 e-4,1,1416,5599,740,0,0,28.158552,41984,-0.022428,3,0,740,0
22.4000,66,27.062601,-0.268298,-0.272152,-0.264201,1.690076,1,-0.267801,1.332675,1.000000,14.665255,2,5.520 e-6,1,1362,181169,688,0,0,26.901312,41984,-0.015961,3,0,688,0
23.0000,66,27.482690,-0.478342,-0.481372,-0.475027,1.520057,1,-0.476324,1.395346,1.000000,14.465692,2,1.381 e-3,1,1402,1079,710,0,0,27.321402,41984,-0.018820,2,0,710,0
23.9000,66,28.102322,-0.788158,-0.797430,-0.778870,3.403957,0,-0.777284,3.779691,3.403957,14.171717,3,3.890 e-3,1,1464,12662,783,0,0,27.941033,41984,-0.001088,10,0,784,0
22.4000,67,27.158019,-0.216384,-0.217433,-0.215321,1.151969,0,-0.212387,1.402271,1.151969,14.734577,3,3.176 e-3,1,1397,604,717,0,0,27.009484,20992,-0.000908,5,0,718,0
23.0000,67,27.582184,-0.428466,-0.429870,-0.425941,1.301137,1,-0.428390,1.104231,1.000000,14.487607,2,9.830 e-5,1,1415,10172,712,0,0,27.433648,20992,-0.075146,10,0,712,0
23.9000,67,28.202913,-0.738831,-0.738550,-0.737861,1.047220,1,-0.738453,1.006522,1.000000,14.211825,3,1.063 e-3,1,1434,3311,762,0,0,28.054377,20992,-0.083754,146,0,762,0
22.4000,68,27.062066,-0.270470,-0.298146,-0.242793,43.121287,0,-0.241413,47.363268,43.121287,14.649176,3,1.621 e-4,1,1369,6169,711,0,0,26.905521,41984,-0.000047,118,0,710,0
23.0000,68,27.479993,-0.479433,-0.480185,-0.478670,1.108506,1,-0.475871,1.340974,1.000000,14.458477,3,4.149 e-4,1,1429,174578,728,0,0,27.323448,41984,-0.000741,2,0,728,0
23.9000,68,28.101786,-0.790330,-0.795741,-0.784909,2.088690,0,-0.782825,2.406824,2.088690,14.124575,3,1.254 e-3,1,1526,1553,771,0,0,27.945242,41984,-0.000675,5,0,770,0
22.4000,69,27.091442,-0.251665,-0.259387,-0.243888,2.913522,1,-0.256785,1.196633,1.000000,14.669467,2,3.414 e-4,1,1388,3894,764,0,0,26.869755,4397056,-0.003748,13,0,764,0
23.0000,69,27.513358,-0.462623,-0.481271,-0.443970,13.115331,0,-0.441216,15.859464,13.115331,14.509181,3,3.929 e-4,1,1455,92157,771,0,0,27.291670,4397056,-0.000320,28,0,772,0
23.9000,69,28.136186,-0.774036,-0.789077,-0.758974,7.981394,0,-0.758044,8.510164,7.981394,14.136464,3,1.523 e-4,1,1503,6567,755,0,0,27.914498,4397056,-0.001562,26,0,754,0
22.4000,70,27.124485,-0.241043,-0.240760,-0.239733,1.074554,1,-0.238009,1.212428,1.000000,14.711264,3,4.144 e-4,1,1463,28265,772,0,0,27.035366,512,-0.111518,1,0,774,0
23.0000,70,27.540373,-0.448988,-0.449749,-0.448189,1.115341,1,-0.445270,1.368186,1.000000,14.491352,3,3.728 e-4,1,1445,2682,752,0,0,27.451254,512,-0.002589,1,0,752,0
23.9000,70,28.164206,-0.760904,-0.766781,-0.754712,2.327704,1,-0.762331,1.365501,1.000000,14.174138,2,7.740 e-4,1,1503,23313,788,0,0,28.075087,512,-0.022000,4,0,788,0
22.4000,71,27.107918,-0.245295,-0.247134,-0.243193,1.322900,1,-0.243464,1.297659,1.000000,14.689784,2,1.303 e-4,1,1446,9358,782,0,0,27.020054,512,-0.018744,3,0,782,0
23.0000,71,27.527711,-0.455192,-0.458579,-0.451214,1.686889,1,-0.457966,1.044479,1.000000,14.448913,2,2.219 e-3,1,1525,575,790,0,0,27.439847,512,-0.041997,35,0,790,0
23.9000,71,28.142757,-0.762715,-0.769132,-0.756190,2.506589,1,-0.764446,1.394760,1.000000,14.174216,2,5.415 e-5,1,1517,18467,794,0,0,28.054893,512,-0.007685,4,0,794,0
22.4000,72,27.140598,-0.225033,-0.230956,-0.219079,2.351629,1,-0.226262,1.402036,1.000000,14.716989,2,6.975 e-4,1,1500,129446,802,0,0,27.011023,11264,-0.002209,4,0,802,0
23.0000,72,27.564188,-0.436828,-0.439082,-0.433937,1.448411,1,-0.434403,1.400594,1.000000,14.508943,3,2.834 e-3,1,1513,409,806,0,0,27.434613,11264,-0.045805,2,0,806,0
23.9000,72,28.180319,-0.744893,-0.745377,-0.744162,1.091395,0,-0.739986,1.474234,1.091395,14.196388,3,6.878 e-5,1,1562,14538,811,0,0,28.050744,11264,-0.017786,1,0,810,0
22.4000,73,27.125034,-0.238492,-0.241621,-0.235240,1.593322,1,-0.237936,1.308694,1.000000,14.696649,2,3.083 e-4,1,1459,3243,756,0,0,26.987739,22528,-0.008989,3,0,756,0
23.0000,73,27.542821,-0.447386,-0.453284,-0.441280,2.402075,0,-0.438069,3.036443,2.402075,14.493187,3,6.597 e-4,1,1516,6587,807,0,0,27.405526,22528,-0.015183,4,0,806,0
23.9000,73,28.160007,-0.755979,-0.757379,-0.754578,1.226870,0,-0.750127,1.697871,1.226870,14.188439,3,4.635 e-4,1,1544,2157,827,0,0,28.022712,22528,-0.000034,1,0,826,0
22.4000,74,27.261283,-0.166522,-0.177441,-0.155582,5.040860,0,-0.152763,6.210126,5.040860,14.752647,3,5.332 e-4,1,1506,1874,823,0,0,27.158248,2048,-0.001548,10,0,822,0
23.0000,74,27.682791,-0.377277,-0.385186,-0.369292,3.241814,0,-0.365993,4.138277,3.241814,14.584919,3,9.960 e-5,1,1558,10038,817,0,0,27.579756,2048,-0.005518,6,0,818,0
23.9000,74,28.301004,-0.686383,-0.692759,-0.679973,2.575781,1,-0.688852,1.335262,1.000000,14.247420,2,1.306 e-3,1,1574,10048,836,0,0,28.197968,2048,-0.002472,6,0,836,0
22.4000,75,27.218318,-0.193502,-0.208999,-0.177997,10.228749,0,-0.177005,11.018268,10.228749,14.734453,3,1.029 e-3,1,1546,1535,817,0,0,27.144382,256,-0.000571,38,0,816,0
23.0000,75,27.634206,-0.401446,-0.417687,-0.385202,11.431991,0,-0.384029,12.482781,11.431991,14.567044,3,1.431 e-3,1,1580,5674,821,0,0,27.560270,256,-0.000221,34,0,822,0
23.9000,75,28.253417,-0.711052,-0.720978,-0.701047,4.458477,0,-0.698902,5.236690,4.458477,14.251081,3,1.767 e-4,1,1625,5659,839,0,0,28.179482,256,-0.005884,10,0,840,0
22.4000,76,27.164800,-0.216490,-0.226795,-0.206120,4.812864,0,-0.205629,4.995919,4.812864,14.745576,3,4.441 e-4,1,1536,15137,813,0,0,27.082717,512,-0.004926,34,0,814,0
23.0000,76,27.584336,-0.426258,-0.430332,-0.422067,1.874094,0,-0.419132,2.342403,1.874094,14.491910,3,3.787 e-4,1,1598,2836,831,0,0,27.502253,512,-0.008913,3,0,830,0
23.9000,76,28.204521,-0.736350,-0.736481,-0.736158,1.024849,0,-0.732089,1.396212,1.024849,14.206201,3,2.690 e-4,1,1662,3716,839,0,0,28.122438,512,-0.004748,1,0,838,0
22.4000,77,27.301438,-0.144496,-0.147823,-0.141161,1.670251,0,-0.137242,2.258521,1.670251,14.812203,3,1.485 e-5,1,1617,67344,847,0,0,27.211419,1024,-0.000594,2,0,848,0
23.0000,77,27.724528,-0.356041,-0.361207,-0.350813,2.226450,1,-0.356780,1.406215,1.000000,14.584585,2,2.235 e-4,1,1638,169962,858,0,0,27.634509,1024,-0.004753,4,0,858,0
23.9000,77,28.345660,-0.666607,-0.673246,-0.659920,2.790158,0,-0.656817,3.543264,2.790158,14.270821,3,8.299 e-6,1,1620,120499,855,0,0,28.255641,1024,-0.003681,5,0,854,0
22.4000,78,27.479672,-0.060683,-0.072252,-0.049093,6.088431,0,-0.045468,8.077694,6.088431,14.869080,3,2.659 e-3,1,1620,1697,849,0,0,27.399693,512,-0.001646,11,0,848,0
23.0000,78,27.897337,-0.269516,-0.269260,-0.268266,1.080579,1,-0.264925,1.402281,1.000000,14.676352,3,3.083 e-4,1,1608,4705,822,0,0,27.817359,512,-0.117459,1,0,822,0
23.9000,78,28.519393,-0.580543,-0.584511,-0.576174,1.916179,0,-0.573724,2.319648,1.916179,14.357475,3,1.415 e-3,1,1733,1474,911,0,0,28.439414,512,-0.031352,3,0,910,0
22.4000,79,27.282676,-0.155574,-0.160094,-0.151039,2.044949,1,-0.156326,1.346734,1.000000,14.782091,2,6.369 e-5,1,1639,15700,860,0,0,27.203710,512,-0.001158,4,0,860,0
23.0000,79,27.703829,-0.366150,-0.369882,-0.362413,1.804101,1,-0.367708,1.187298,1.000000,14.581916,2,3.952 e-4,1,1675,4259,868,0,0,27.624863,512,-0.000519,8,0,868,0
23.9000,79,28.326784,-0.677628,-0.679296,-0.675368,1.363839,1,-0.674943,1.410430,1.000000,14.267401,3,1.063 e-4,1,1732,9403,880,0,0,28.247818,512,-0.046726,1,0,880,0
22.4000,80,27.319936,-0.142090,-0.148754,-0.135407,2.909015,1,-0.145905,1.255995,1.000000,14.802845,2,1.817 e-3,1,1693,550,888,0,0,27.190368,31744,-0.001551,9,0,888,0
23.0000,80,27.735824,-0.350034,-0.354825,-0.345243,2.152300,0,-0.342145,2.757563,2.152300,14.608052,3,1.273 e-3,1,1704,785,891,0,0,27.606256,31744,-0.000075,4,0,892,0
23.9000,80,28.359657,-0.661950,-0.670117,-0.653720,3.712673,0,-0.651353,4.486632,3.712673,14.275481,3,7.688 e-4,1,1752,1300,915,0,0,28.230089,31744,-0.005130,8,0,914,0
22.4000,81,27.095441,-0.250797,-0.251463,-0.250052,1.121107,0,-0.246324,1.516278,1.121107,14.700728,3,1.270 e-3,1,1720,787,889,0,0,26.962600,47104,-0.006462,2,0,890,0
23.0000,81,27.514752,-0.460453,-0.460829,-0.460064,1.063948,0,-0.457035,1.359714,1.063948,14.491513,3,1.148 e-3,1,1793,2184,927,0,0,27.381911,47104,-0.001041,2,0,928,0
23.9000,81,28.130883,-0.768518,-0.769842,-0.767033,1.255516,0,-0.766480,1.313000,1.255516,14.147506,3,4.967 e-4,1,1733,2013,927,0,0,27.998042,47104,-0.013109,6,0,926,0
22.4000,82,27.320383,-0.134870,-0.135769,-0.133966,1.159363,0,-0.132585,1.298290,1.159363,14.818364,3,1.395 e-3,1,1702,9247,871,0,0,27.189162,47104,-0.000444,7,0,872,0
23.0000,82,27.743034,-0.346195,-0.346011,-0.345294,1.060586,1,-0.344888,1.096424,1.000000,14.607130,3,9.044 e-4,1,1768,1105,906,0,0,27.611813,47104,-0.089046,1,0,908,0
23.9000,82,28.360104,-0.654730,-0.656872,-0.652496,1.431611,1,-0.655207,1.146307,1.000000,14.273137,2,8.608 e-4,1,1780,9850,930,0,0,28.228883,47104,-0.007608,8,0,930,0
22.4000,83,27.198392,-0.200842,-0.211212,-0.190463,5.596660,1,-0.207968,1.309042,1.000000,14.729889,2,1.374 e-3,1,1762,1908,934,0,0,27.077104,23552,-0.000691,15,0,934,0
23.0000,83,27.615951,-0.409621,-0.417630,-0.401612,3.779353,0,-0.400324,4.205573,3.779353,14.525385,3,8.379 e-4,1,1781,4252,923,0,0,27.494662,23552,-0.000037,33,0,922,0
23.9000,83,28.233937,-0.718615,-0.721651,-0.715424,1.676714,1,-0.718660,1.281820,1.000000,14.230140,2,1.825 e-3,1,1814,660,926,0,0,28.112649,23552,-0.012759,4,0,926,0
22.4000,84,27.337255,-0.128015,-0.129138,-0.126685,1.228792,1,-0.127896,1.109945,1.000000,14.797947,2,1.709 e-3,1,1795,585,942,0,0,27.209158,47104,-0.017411,10,0,942,0
23.0000,84,27.758094,-0.338435,-0.341410,-0.335436,1.651735,1,-0.339081,1.216140,1.000000,14.594600,2,7.929 e-4,1,1809,1261,940,0,0,27.629998,47104,-0.002018,6,0,940,0
23.9000,84,28.376976,-0.647876,-0.658428,-0.637319,5.889472,1,-0.655100,1.322586,1.000000,14.293120,2,1.339 e-4,1,1817,7467,942,0,0,28.248879,47104,-0.000361,14,0,942,0
22.4000,85,27.299134,-0.151913,-0.165739,-0.138078,10.498355,0,-0.137307,11.209266,10.498355,14.814648,3,5.622 e-5,1,1758,17787,907,0,0,27.201278,4096,-0.000773,95,0,908,0
23.0000,85,27.715023,-0.359857,-0.361105,-0.358503,1.247540,1,-0.360131,1.086368,1.000000,14.563382,2,1.743 e-4,1,1728,72244,920,0,0,27.617167,4096,-0.009014,12,0,920,0
23.9000,85,28.334778,-0.669735,-0.689975,-0.649494,31.214739,0,-0.648669,33.482438,31.214739,14.303934,3,4.460 e-5,1,1827,22422,941,0,0,28.236922,4096,-0.000007,96,0,942,0
22.4000,86,27.285770,-0.151229,-0.160554,-0.141869,4.987307,1,-0.156544,1.411775,1.000000,14.787550,2,1.169 e-4,1,1800,8552,918,0,0,27.229351,128,-0.003034,9,0,918,0
23.0000,86,27.704883,-0.360785,-0.378889,-0.342681,22.507990,1,-0.377725,1.105275,1.000000,14.548462,2,9.761 e-4,1,1836,2372,956,0,0,27.648464,128,-0.000016,202,0,956,0
23.9000,86,28.325491,-0.671089,-0.671185,-0.670598,1.051777,1,-0.667248,1.402922,1.000000,14.275969,3,2.785 e-4,1,1933,8082,996,0,0,28.269072,128,-0.034073,2,0,996,0
22.4000,87,27.275295,-0.153252,-0.165832,-0.140671,8.925690,0,-0.136956,12.331787,8.925690,14.773675,3,5.682 e-4,1,1859,1759,981,0,0,27.219525,128,-0.000022,17,0,980,0
23.0000,87,27.697557,-0.364383,-0.370481,-0.358280,2.890853,0,-0.356208,3.461638,2.890853,14.594387,3,8.557 e-4,1,1864,2382,953,0,0,27.641787,128,-0.000389,11,0,954,0
23.9000,87,28.319000,-0.675104,-0.674573,-0.674300,1.023998,0,-0.672050,1.245433,1.023998,14.278296,3,2.635 e-4,1,1960,3793,1021,0,0,28.263229,128,-0.116143,1,0,1022,0
22.4000,88,27.285157,-0.153054,-0.156940,-0.148969,2.016554,1,-0.153091,1.403044,1.000000,14.793442,2,1.265 e-3,1,1878,20183,964,0,0,27.144932,228608,-0.017575,3,0,964,0
23.0000,88,27.702620,-0.361786,-0.364060,-0.359497,1.494140,0,-0.356456,1.952498,1.494140,14.571391,3,1.145 e-4,1,1862,8735,983,0,0,27.562396,228608,-0.001424,2,0,982,0
23.9000,88,28.324877,-0.672915,-0.684112,-0.661714,7.178137,1,-0.682954,1.107289,1.000000,14.268871,2,6.516 e-4,1,1904,8072,996,0,0,28.184653,228608,-0.000254,62,0,996,0
22.4000,89,27.153289,-0.215825,-0.233998,-0.197652,25.401498,0,-0.195385,31.080743,25.401498,14.712591,3,1.188 e-3,1,1909,841,997,0,0,27.083196,512,-0.000003,53,0,996,0
23.0000,89,27.573851,-0.426106,-0.427595,-0.424615,1.303714,1,-0.424686,1.295550,1.000000,14.514210,2,7.548 e-4,1,1899,2531,1000,0,0,27.503757,512,-0.000084,3,0,1000,0
23.9000,89,28.196904,-0.737633,-0.739437,-0.735410,1.431052,0,-0.732279,1.890913,1.431052,14.216716,3,1.451 e-4,1,1911,6892,1023,0,0,28.126811,512,-0.037174,2,0,1024,0
22.4000,90,27.031312,-0.281422,-0.285194,-0.277620,1.977130,0,-0.274510,2.615825,1.977130,14.665767,3,5.905 e-5,1,1881,36269,1001,0,0,26.916691,30208,-0.002612,5,0,1000,0
23.0000,90,27.447200,-0.489366,-0.496425,-0.482305,3.563704,0,-0.480350,4.249336,3.563704,14.438720,3,1.706 e-4,1,1875,5863,957,0,0,27.332579,30208,-0.000133,7,0,956,0
23.9000,90,28.071033,-0.801282,-0.802179,-0.799755,1.243792,1,-0.799929,1.224448,1.000000,14.150684,3,2.733 e-3,1,1989,612,1048,0,0,27.956412,30208,-0.056737,3,0,1048,0
22.4000,91,27.085330,-0.251301,-0.252258,-0.250302,1.194832,1,-0.251002,1.121031,1.000000,14.678614,2,7.836 e-4,1,1883,1276,982,0,0,27.032011,128,-0.003901,9,0,982,0
23.0000,91,27.504265,-0.460769,-0.461539,-0.459981,1.152351,1,-0.458356,1.336018,1.000000,14.490641,3,6.027 e-4,1,1918,1659,982,0,0,27.450946,128,-0.001528,2,0,982,0
23.9000,91,28.121242,-0.769257,-0.770455,-0.767921,1.259346,1,-0.766652,1.413574,1.000000,14.179396,3,6.175 e-4,1,1986,4032,1058,0,0,28.067923,128,-0.012541,1,0,1058,0
22.4000,92,27.101264,-0.240289,-0.240971,-0.238700,1.232344,0,-0.235988,1.581629,1.232344,14.703153,3,4.569 e-4,1,1853,2188,979,0,0,26.989998,27904,-0.083406,1,0,978,0
