== kernel identity for rational surrogates ==
e,k,n,zerof,equal,inlat,logcoordZ,logpred,t,g,logkerlen,logpredlen
23.9000,58,0.479281,-0.853678,-0.855204,-0.850956,0.366895
22.4000,59,-0.138910,-0.229410,-0.231180,-0.226473,0.360677
23.0000,59,0.072377,-0.440879,-0.442830,-0.438307,0.360677
23.9000,59,0.376680,-0.752208,-0.761184,-0.742994,0.360677
22.4000,60,-0.164997,-0.258868,-0.267671,-0.249851,0.409284
23.0000,60,0.050207,-0.466812,-0.468356,-0.464423,0.409284
23.9000,60,0.355995,-0.778728,-0.786401,-0.771002,0.409284
22.4000,61,-0.114233,-0.303441,-0.311956,-0.294741,0.403478
23.0000,61,0.089806,-0.513658,-0.528350,-0.498965,0.403478
23.9000,61,0.409981,-0.820461,-0.821781,-0.819073,0.403478
22.4000,62,-0.142039,-0.335942,-0.336222,-0.334390,0.472110
23.0000,62,0.057695,-0.548358,-0.561320,-0.535360,0.472110
23.9000,62,0.377694,-0.855802,-0.856210,-0.855115,0.472110
22.4000,63,-0.119342,-0.307791,-0.320576,-0.294964,0.408845
23.0000,63,0.087659,-0.516835,-0.531664,-0.501980,0.408845
23.9000,63,0.394185,-0.824900,-0.841269,-0.808527,0.408845
22.4000,64,-0.176692,-0.186161,-0.187545,-0.184055,0.356054
23.0000,64,0.033246,-0.397354,-0.399993,-0.394563,0.356054
23.9000,64,0.340603,-0.706022,-0.709970,-0.701591,0.356054
22.4000,65,-0.140960,-0.159962,-0.160161,-0.159550,0.295392
23.0000,65,0.053641,-0.367906,-0.381448,-0.354311,0.295392
23.9000,65,0.374840,-0.677157,-0.678749,-0.675219,0.295392
22.4000,66,-0.074652,-0.268298,-0.272152,-0.264201,0.333844
23.0000,66,0.136218,-0.478342,-0.481372,-0.475027,0.333844
23.9000,66,0.439792,-0.788158,-0.797430,-0.778870,0.333844
22.4000,67,-0.204511,-0.216384,-0.217433,-0.215321,0.414673
23.0000,67,0.007217,-0.428466,-0.429870,-0.425941,0.414673
23.9000,67,0.319266,-0.738831,-0.738550,-0.737861,0.414673
22.4000,68,-0.101896,-0.270470,-0.298146,-0.242793,0.339593
23.0000,68,0.133992,-0.479433,-0.480185,-0.478670,0.339593
23.9000,68,0.440230,-0.790330,-0.795741,-0.784909,0.339593
22.4000,69,-0.069485,-0.251665,-0.259387,-0.243888,0.308405
23.0000,69,0.130547,-0.462623,-0.481271,-0.443970,0.308405
23.9000,69,0.445569,-0.774036,-0.789077,-0.758974,0.308405
22.4000,70,-0.047819,-0.241043,-0.240760,-0.239733,0.284195
23.0000,70,0.159081,-0.448988,-0.449749,-0.448189,0.284195
23.9000,70,0.465880,-0.760904,-0.766781,-0.754712,0.284195
22.4000,71,-0.061142,-0.245295,-0.247134,-0.243193,0.299717
23.0000,71,0.147207,-0.455192,-0.458579,-0.451214,0.299717
23.9000,71,0.451699,-0.762715,-0.769132,-0.756190,0.299717
22.4000,72,-0.052377,-0.225033,-0.230956,-0.219079,0.266673
23.0000,72,0.163086,-0.436828,-0.439082,-0.433937,0.266673
23.9000,72,0.472922,-0.744893,-0.745377,-0.744162,0.266673
22.4000,73,-0.060890,-0.238492,-0.241621,-0.235240,0.291506
23.0000,73,0.145234,-0.447386,-0.453284,-0.441280,0.291506
23.9000,73,0.458325,-0.755979,-0.757379,-0.754578,0.291506
22.4000,74,-0.169051,-0.166522,-0.177441,-0.155582,0.319971
23.0000,74,0.044713,-0.377277,-0.385186,-0.369292,0.319971
23.9000,74,0.355353,-0.686383,-0.692759,-0.679973,0.319971
22.4000,75,-0.197222,-0.193502,-0.208999,-0.177997,0.370605
23.0000,75,0.009979,-0.401446,-0.417687,-0.385202,0.370605
23.9000,75,0.325900,-0.711052,-0.720978,-0.701047,0.370605
22.4000,76,-0.060133,-0.216490,-0.226795,-0.206120,0.261758
23.0000,76,0.155866,-0.426258,-0.430332,-0.422067,0.261758
23.9000,76,0.469902,-0.736350,-0.736481,-0.736158,0.261758
22.4000,77,-0.148697,-0.144496,-0.147823,-0.141161,0.285365
23.0000,77,0.061009,-0.356041,-0.361207,-0.350813,0.285365
23.9000,77,0.370102,-0.666607,-0.673246,-0.659920,0.285365
22.4000,78,-0.228149,-0.060683,-0.072252,-0.049093,0.272820
23.0000,78,-0.007491,-0.269516,-0.269260,-0.268266,0.272820
23.9000,78,0.299313,-0.580543,-0.584511,-0.576174,0.272820
22.4000,79,-0.164879,-0.155574,-0.160094,-0.151039,0.311546
23.0000,79,0.046486,-0.366150,-0.369882,-0.362413,0.311546
23.9000,79,0.360027,-0.677628,-0.679296,-0.675368,0.311546
22.4000,80,-0.151837,-0.142090,-0.148754,-0.135407,0.282931
23.0000,80,0.057981,-0.350034,-0.354825,-0.345243,0.282931
23.9000,80,0.366521,-0.661950,-0.670117,-0.653720,0.282931
22.4000,81,-0.109059,-0.250797,-0.251463,-0.250052,0.354912
23.0000,81,0.100886,-0.460453,-0.460829,-0.460064,0.354912
23.9000,81,0.408004,-0.768518,-0.769842,-0.767033,0.354912
22.4000,82,-0.153497,-0.134870,-0.135769,-0.133966,0.283242
23.0000,82,0.058911,-0.346195,-0.346011,-0.345294,0.283242
23.9000,82,0.365121,-0.654730,-0.656872,-0.652496,0.283242
22.4000,83,-0.078440,-0.200842,-0.211212,-0.190463,0.264736
23.0000,83,0.132701,-0.409621,-0.417630,-0.401612,0.264736
23.9000,83,0.446667,-0.718615,-0.721651,-0.715424,0.264736
22.4000,84,-0.153731,-0.128015,-0.129138,-0.126685,0.276498
23.0000,84,0.054836,-0.338435,-0.341410,-0.335436,0.276498
23.9000,84,0.356699,-0.647876,-0.658428,-0.637319,0.276498
22.4000,85,-0.189945,-0.151913,-0.165739,-0.138078,0.323954
23.0000,85,0.030578,-0.359857,-0.361105,-0.358503,0.323954
23.9000,85,0.321463,-0.669735,-0.689975,-0.649494,0.323954
22.4000,86,-0.071682,-0.151229,-0.160554,-0.141869,0.209556
23.0000,86,0.129095,-0.360785,-0.378889,-0.342681,0.209556
23.9000,86,0.457408,-0.671089,-0.671185,-0.670598,0.209556
22.4000,87,-0.086394,-0.153252,-0.165832,-0.140671,0.223082
23.0000,87,0.131219,-0.364383,-0.370481,-0.358280,0.223082
23.9000,87,0.448570,-0.675104,-0.674573,-0.674300,0.223082
22.4000,88,-0.078935,-0.153054,-0.156940,-0.148969,0.224166
23.0000,88,0.131409,-0.361786,-0.364060,-0.359497,0.224166
23.9000,88,0.433613,-0.672915,-0.684112,-0.661714,0.224166
22.4000,89,-0.094982,-0.215825,-0.233998,-0.197652,0.288740
23.0000,89,0.131983,-0.426106,-0.427595,-0.424615,0.288740
23.9000,89,0.443194,-0.737633,-0.739437,-0.735410,0.288740
22.4000,90,-0.009145,-0.281422,-0.285194,-0.277620,0.282943
23.0000,90,0.195513,-0.489366,-0.496425,-0.482305,0.282943
23.9000,90,0.513591,-0.801282,-0.802179,-0.799755,0.282943
22.4000,91,0.011876,-0.251301,-0.252258,-0.250302,0.234660
23.0000,91,0.221530,-0.460769,-0.461539,-0.459981,0.234660
23.9000,91,0.529591,-0.769257,-0.770455,-0.767921,0.234660
22.4000,92,0.011265,-0.240289,-0.240971,-0.238700,0.224575
23.0000,92,0.217233,-0.451246,-0.456917,-0.445421,0.224575
23.9000,92,0.522748,-0.760149,-0.769208,-0.751051,0.224575
22.4000,93,-0.024730,-0.267915,-0.272383,-0.263365,0.284451
23.0000,93,0.187825,-0.476605,-0.477208,-0.475600,0.284451
23.9000,93,0.490973,-0.785912,-0.792675,-0.779127,0.284451
22.4000,94,-0.003753,-0.236898,-0.239317,-0.234310,0.234544
23.0000,94,0.205514,-0.447054,-0.450364,-0.443649,0.234544
23.9000,94,0.511802,-0.756758,-0.763483,-0.750014,0.234544
22.4000,95,-0.028742,-0.250800,-0.259543,-0.242049,0.267151
23.0000,95,0.186803,-0.458744,-0.459886,-0.456819,0.267151
23.9000,95,0.482079,-0.768837,-0.784795,-0.752878,0.267151
22.4000,96,-0.019624,-0.230628,-0.238465,-0.222790,0.238805
23.0000,96,0.197734,-0.440016,-0.439884,-0.438943,0.238805
23.9000,96,0.500375,-0.750488,-0.758187,-0.742782,0.238805
22.4000,97,-0.042161,-0.241426,-0.249071,-0.233771,0.272369
23.0000,97,0.169475,-0.452228,-0.459040,-0.445417,0.272369
23.9000,97,0.469107,-0.763073,-0.781097,-0.745049,0.272369
22.4000,98,-0.011863,-0.212679,-0.213806,-0.211513,0.219879
23.0000,98,0.193266,-0.421331,-0.425979,-0.416556,0.219879
23.9000,98,0.508250,-0.732540,-0.733413,-0.731281,0.219879
22.4000,99,-0.027122,-0.215298,-0.216988,-0.213581,0.237229
23.0000,99,0.181647,-0.425343,-0.428308,-0.422369,0.237229
23.9000,99,0.493577,-0.736909,-0.739511,-0.734303,0.237229
22.4000,100,-0.005121,-0.187688,-0.189881,-0.185419,0.187150
23.0000,100,0.200116,-0.395632,-0.400532,-0.390701,0.187150
23.9000,100,0.516393,-0.707548,-0.708087,-0.706382,0.187150
22.4000,101,-0.030732,-0.200703,-0.203555,-0.197833,0.225152
23.0000,101,0.179849,-0.410020,-0.411607,-0.408419,0.225152
23.9000,101,0.483385,-0.718848,-0.725728,-0.711944,0.225152
22.4000,102,-0.054629,-0.209041,-0.215553,-0.202493,0.253760
23.0000,102,0.158917,-0.419704,-0.423332,-0.416073,0.253760
23.9000,102,0.471690,-0.728902,-0.728955,-0.728574,0.253760
22.4000,103,-0.098834,-0.127592,-0.129872,-0.125120,0.220780
23.0000,103,0.108351,-0.336209,-0.339922,-0.332271,0.220780
23.9000,103,0.418045,-0.645770,-0.649349,-0.642188,0.220780
22.4000,104,-0.095975,-0.113346,-0.116326,-0.110268,0.203008
23.0000,104,0.115721,-0.323290,-0.324518,-0.321930,0.203008
23.9000,104,0.423441,-0.633207,-0.636632,-0.629666,0.203008
22.4000,105,-0.065987,-0.174214,-0.174239,-0.174184,0.236876
23.0000,105,0.134007,-0.382158,-0.390133,-0.374183,0.236876
23.9000,105,0.450650,-0.692424,-0.694022,-0.690733,0.236876
22.4000,106,-0.089034,-0.174586,-0.185707,-0.163466,0.249230
23.0000,106,0.126449,-0.383838,-0.388727,-0.378939,0.249230
23.9000,106,0.433616,-0.694447,-0.702778,-0.686115,0.249230
22.4000,107,-0.082295,-0.159783,-0.167309,-0.152215,0.231313
23.0000,107,0.132694,-0.370318,-0.373391,-0.367244,0.231313
23.9000,107,0.441786,-0.681263,-0.686188,-0.676330,0.231313
22.4000,108,-0.134558,-0.093017,-0.094630,-0.091381,0.222753
23.0000,108,0.061973,-0.301603,-0.315271,-0.287932,0.222753
23.9000,108,0.383892,-0.612877,-0.615900,-0.609852,0.222753
22.4000,109,-0.168315,-0.108267,-0.117852,-0.098668,0.263818
23.0000,109,0.048042,-0.318119,-0.321198,-0.314757,0.263818
23.9000,109,0.359595,-0.629717,-0.632842,-0.626382,0.263818
22.4000,110,-0.164217,-0.087837,-0.109544,-0.066130,0.227197
23.0000,110,0.063214,-0.295781,-0.298001,-0.293183,0.227197
23.9000,110,0.376659,-0.607697,-0.608389,-0.606470,0.227197
22.4000,111,-0.173219,-0.090032,-0.108111,-0.071953,0.242049
23.0000,111,0.049998,-0.299225,-0.303281,-0.295063,0.242049
23.9000,111,0.359994,-0.608331,-0.611497,-0.605120,0.242049
22.4000,112,-0.067248,-0.102303,-0.107851,-0.096744,0.160909
23.0000,112,0.139529,-0.312723,-0.321913,-0.303522,0.160909
23.9000,112,0.455774,-0.622163,-0.624550,-0.619749,0.160909
22.4000,113,-0.182380,-0.089987,-0.102345,-0.077625,0.256942
23.0000,113,0.036739,-0.298544,-0.300341,-0.296527,0.256942
23.9000,113,0.344627,-0.608314,-0.611992,-0.604632,0.256942
22.4000,114,-0.149372,-0.055658,-0.058821,-0.052493,0.198826
23.0000,114,0.054394,-0.265426,-0.274591,-0.256245,0.198826
23.9000,114,0.363277,-0.575518,-0.585892,-0.565144,0.198826
22.4000,115,-0.116896,-0.135136,-0.135542,-0.134595,0.248613
23.0000,115,0.074117,-0.343080,-0.360418,-0.325743,0.248613
23.9000,115,0.398842,-0.653490,-0.656511,-0.650463,0.248613
22.4000,116,-0.102017,-0.102822,-0.109273,-0.096367,0.195398
23.0000,116,0.110998,-0.311961,-0.314538,-0.309384,0.195398
23.9000,116,0.422047,-0.622682,-0.624931,-0.620135,0.195398
22.4000,117,-0.130306,-0.121771,-0.126122,-0.117416,0.244765
23.0000,117,0.079809,-0.332085,-0.336634,-0.327436,0.244765
23.9000,117,0.392398,-0.643113,-0.646101,-0.640027,0.244765
22.4000,118,-0.060266,-0.158423,-0.161766,-0.155079,0.212408
23.0000,118,0.151118,-0.366954,-0.367446,-0.366428,0.212408
23.9000,118,0.451759,-0.678283,-0.689463,-0.667103,0.212408
22.4000,119,-0.087300,-0.157226,-0.176566,-0.137885,0.222272
23.0000,119,0.138714,-0.366917,-0.369936,-0.363778,0.222272
23.9000,119,0.450986,-0.678542,-0.680914,-0.676145,0.222272
22.4000,120,-0.067846,-0.134388,-0.150625,-0.118150,0.183109
23.0000,120,0.152343,-0.342332,-0.346324,-0.338340,0.183109
23.9000,120,0.465950,-0.654248,-0.656549,-0.651947,0.183109
