k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,6005,1,1,66041,1,126549,0.521865,1,129,129,131,97556,27.48278,0.00342,2.38355,0.00800,0,1,3,4.343482,3.598638,3.528326,-0.003002,-0.002758,14.958472,9908,0.000184,0.076456,52214,21529,11781,7473,5123,3844,2969,2342,19273,1,1,1,1
22.4000,6005,1,1,66542,0,127643,0.521317,1,29,29,60,345344,27.51752,0.00342,2.38355,0.00800,1,1,2,1.369230,1.000000,13.071916,-0.020484,-0.020431,14.940906,9607,0.001367,0.074220,53176,21655,11897,7438,5216,3724,2974,2291,19271,1,1,1,1
23.0000,6005,1,1,67630,0,129603,0.521828,1,4,11,67,186874,27.93341,0.00342,2.38355,0.00800,1,1,2,1.352068,1.000000,2.284395,-0.228282,-0.228232,14.733095,6004,0.015491,0.047039,53929,22068,12160,7640,5140,3887,2937,2237,19604,1,1,1,1
23.9000,6005,1,1,69061,1,132534,0.521085,1,8,20,177,1186377,28.55718,0.00342,2.38355,0.00800,0,1,3,5.336372,4.271894,4.271894,-0.540222,-0.539943,14.421551,603,0.037440,0.004826,55009,22531,12379,7700,5444,3825,3100,2355,20190,1,1,1,1
22.3500,6017,1,1,66588,0,127562,0.522009,30,7,30,30,124033,27.48299,0.00173,2.37980,0.00645,1,1,2,1.244983,1.000000,2.030337,-0.003669,-0.003633,14.957626,9936,0.000243,0.076523,53069,21611,11973,7408,5184,3781,2924,2253,19358,1,1,1,1
22.4000,6017,1,1,66049,1,126731,0.521179,1,33,78,239,1879113,27.51766,0.00173,2.37980,0.00645,0,1,3,3.588395,2.947594,2.947594,-0.021038,-0.020825,14.940640,9633,0.001394,0.074274,52420,21451,11793,7448,5109,3816,3004,2300,19389,1,1,1,1
23.0000,6017,1,1,67766,0,129952,0.521473,7,4,26,26,2539419,27.93364,0.00173,2.37980,0.00645,1,1,2,1.364531,1.000000,1.815147,-0.228989,-0.228937,14.732491,6022,0.015540,0.047088,54143,22220,12035,7541,5270,3847,2899,2338,19658,1,1,1,1
23.9000,6017,1,1,69165,1,133078,0.519737,4,7,18,40,611085,28.55744,0.00173,2.37980,0.00645,0,1,3,4.728316,3.799131,3.799131,-0.540949,-0.540690,14.420282,608,0.037495,0.004857,55399,22590,12426,7874,5351,3958,2959,2356,20164,1,1,1,1
22.3500,6029,1,1,66279,1,127226,0.520959,2,4,60,60,766137,27.47908,0.00172,2.38736,0.00745,0,1,3,2.655854,2.180459,2.180459,-0.005722,-0.005560,14.955935,9949,0.000372,0.076480,52773,21497,11903,7478,5112,3781,2841,2338,19502,1,1,1,1
22.4000,6029,1,1,66280,0,127662,0.519188,2,1,49,60,3908503,27.51369,0.00172,2.38736,0.00745,1,1,3,1.397534,1.000000,1.067125,-0.022966,-0.022911,14.938450,9649,0.001534,0.074260,53067,21715,11956,7407,5149,3705,2867,2308,19487,1,1,1,1
23.0000,6029,1,1,67594,0,129819,0.520683,1,11,44,155,1091846,27.92964,0.00172,2.38736,0.00745,1,1,2,1.104673,1.000000,1.387944,-0.230966,-0.230949,14.730537,6030,0.015678,0.047063,53720,22171,12153,7690,5297,3855,2903,2349,19680,1,1,1,1
23.9000,6029,1,1,69180,0,132990,0.520193,2,5,6,39,56740,28.55346,0.00172,2.38736,0.00745,1,1,2,1.410459,1.000000,3.011753,-0.542941,-0.542884,14.418491,604,0.037652,0.004816,55190,22643,12296,7975,5365,3918,3065,2392,20145,1,1,1,1
22.3500,6041,1,1,66515,1,127473,0.521801,4,5,71,71,1068468,27.47265,0.00284,2.37638,0.00976,0,1,3,2.650763,2.300909,2.300909,-0.008359,-0.008198,14.952871,9969,0.000548,0.076497,52812,21765,11747,7532,5157,3841,2898,2315,19405,1,1,1,1
22.4000,6041,1,1,66777,1,128032,0.521569,1,4,59,8896,192220,27.50731,0.00284,2.37638,0.00976,0,1,3,3.148421,2.360129,2.360129,-0.025687,-0.025497,14.935713,9668,0.001707,0.074272,53187,21708,11948,7624,5230,3892,2882,2285,19275,1,1,1,1
23.0000,6041,1,1,67997,1,130561,0.520810,16,2,24,24,360701,27.92324,0.00284,2.37638,0.00976,0,1,3,2.084082,1.560128,1.560128,-0.233616,-0.233495,14.727943,6042,0.015854,0.047071,54318,22171,12149,7830,5304,3846,2895,2400,19647,1,1,1,1
23.9000,6041,1,1,69397,1,133212,0.520955,4,8,18,535,146438,28.54697,0.00284,2.37638,0.00976,0,1,3,5.632238,4.225671,4.225671,-0.545567,-0.545281,14.415657,606,0.037826,0.004823,55182,22733,12344,7850,5385,4042,3146,2513,20016,1,1,1,1
22.3500,6053,1,1,66367,1,127785,0.519369,6,52,52,148,1281448,27.48075,0.00195,2.38347,0.00652,0,1,3,2.389649,2.259576,2.259576,-0.004733,-0.004589,14.956905,9985,0.000307,0.076447,52611,21654,12128,7537,5255,3792,2894,2380,19533,1,1,1,1
22.4000,6053,1,1,67041,1,128133,0.523218,2,3,10,48,112997,27.51544,0.00195,2.38347,0.00652,0,1,3,2.021050,1.668934,1.668934,-0.022054,-0.021938,14.939282,9682,0.001468,0.074215,53296,21714,11844,7492,5149,3829,2891,2332,19585,1,1,1,1
23.0000,6053,1,1,67667,1,130135,0.519979,1,14,7396,7396,1742097,27.93136,0.00195,2.38347,0.00652,0,1,3,3.810360,3.396456,3.396456,-0.230071,-0.229850,14.731633,6050,0.015602,0.047028,53992,21973,12109,7677,5308,3929,2915,2371,19860,1,1,1,1
23.9000,6053,1,1,69738,0,133524,0.522292,3,5,9,669,7910547,28.55511,0.00195,2.38347,0.00652,1,1,2,1.372926,1.000000,2.602961,-0.541926,-0.541873,14.419469,604,0.037579,0.004797,55334,22772,12442,8036,5376,4002,2944,2404,20213,1,1,1,1
22.3500,6065,1,1,67218,0,128626,0.522589,16,173,173,173,63301,27.47896,0.00284,2.38147,0.00789,1,1,2,1.102991,1.000000,18.834702,-0.005332,-0.005316,14.955806,10011,0.000355,0.076500,53529,21970,11929,7544,5139,3817,2943,2347,19407,1,1,1,1
22.4000,6065,1,1,67274,0,129042,0.521338,2,10,13,68,906789,27.51370,0.00284,2.38147,0.00789,1,0,3,1.094558,1.000000,1.125088,-0.022467,-0.022452,14.939037,9708,0.001503,0.074268,53769,21895,12080,7637,5240,3762,2954,2291,19413,1,1,1,1
23.0000,6065,1,1,67863,1,130207,0.521197,4,76,76,76,426914,27.92959,0.00284,2.38147,0.00789,0,1,3,28.117378,26.034351,26.034351,-0.230675,-0.230125,14.730587,6074,0.015622,0.047125,53627,22275,12291,7566,5414,3838,2973,2396,19826,1,1,1,1
23.9000,6065,1,1,69465,1,133559,0.520111,1,7,34,38,820705,28.55336,0.00284,2.38147,0.00789,0,0,3,1.823018,1.373475,1.373475,-0.542317,-0.542218,14.419097,610,0.037604,0.004835,55394,22808,12644,7633,5321,3955,2962,2460,20381,1,1,1,1
22.3500,6077,1,1,66807,1,128414,0.520251,3,21,21,56,47593,27.46784,0.00160,2.37162,0.00691,0,1,3,12.197072,10.024260,10.024260,-0.011438,-0.011026,14.949840,10030,0.000738,0.076525,53048,21796,12246,7632,5126,3817,2922,2296,19530,1,1,1,1
22.4000,6077,1,1,67337,1,129005,0.521976,1,3,91,91,762719,27.50251,0.00160,2.37162,0.00691,0,1,3,2.644095,2.005607,2.005607,-0.028640,-0.028480,14.933011,9725,0.001907,0.074281,53699,21946,11962,7625,5171,3804,2921,2243,19633,1,1,1,1
23.0000,6077,1,1,68574,0,131342,0.522107,11,60,60,257,2567597,27.91849,0.00160,2.37162,0.00691,1,1,2,1.084980,1.000000,5.344420,-0.236713,-0.236699,14.724393,6076,0.016075,0.047067,54635,22457,12156,7802,5141,3921,3081,2339,19809,1,1,1,1
23.9000,6077,1,1,70188,0,134485,0.521906,2,3,91,155,2503880,28.54229,0.00160,2.37162,0.00691,1,0,3,1.260580,1.000000,1.212053,-0.548490,-0.548452,14.413006,607,0.038053,0.004804,55888,22969,12575,7892,5462,4064,2999,2436,20199,1,1,1,1
22.3500,6089,1,1,67217,1,128779,0.521960,2,69,69,69,72470,27.47523,0.00289,2.37746,0.00748,0,1,3,44.312038,34.414162,34.414162,-0.007289,-0.006666,14.954047,10046,0.000446,0.076474,53452,21800,11852,7735,5190,3964,2831,2383,19571,1,1,1,1
22.4000,6089,1,1,67412,0,129054,0.522359,5,69,912,912,68271,27.50983,0.00289,2.37746,0.00748,1,1,2,1.301903,1.000000,24.245493,-0.024563,-0.024520,14.936929,9745,0.001642,0.074268,53588,21786,12047,7537,5336,3881,2939,2309,19630,1,1,1,1
