k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,2727,1,1,30351,1,57847,0.524686,1,14,254,254,197627,27.48287,0.00568,2.40653,0.01542,0,1,3,8.043799,6.644081,6.644081,-0.002728,-0.001963,14.958406,4494,0.000131,0.076364,24079,9713,5495,3474,2349,1677,1322,1104,8633,1,1,1,1
22.4000,2727,1,1,30215,1,57835,0.522444,2,6,9,13,235863,27.51744,0.00568,2.40653,0.01542,0,1,3,2.916269,2.499805,2.499805,-0.019830,-0.019438,14.941213,4357,0.001301,0.074121,24115,9800,5405,3357,2338,1728,1289,1048,8754,1,1,1,1
23.0000,2727,1,1,30799,1,58944,0.522522,1,2,72,72,341661,27.93353,0.00568,2.40653,0.01542,0,1,3,1.566294,1.109364,1.109364,-0.227715,-0.227550,14.733568,2720,0.015444,0.046925,24669,9904,5426,3455,2452,1697,1379,1113,8848,1,1,1,1
23.9000,2727,1,1,31055,1,60091,0.516808,1,59,98,156,65714,28.55729,0.00568,2.40653,0.01542,0,1,3,1.443329,1.100172,1.100172,-0.539592,-0.539458,14.421764,270,0.037406,0.004759,24945,10210,5605,3544,2433,1755,1351,1091,9156,1,1,1,1
22.3500,2728,1,1,30133,1,57682,0.522408,1,4,4,37,142801,27.48289,0.00905,2.40310,0.01466,0,1,3,3.625033,2.597889,2.597889,-0.000772,-0.000300,14.961003,4497,0.000020,0.076374,24110,9731,5358,3344,2234,1706,1327,1077,8794,1,1,1,1
22.4000,2728,1,1,30133,1,57633,0.522852,2,11,350,350,74713,27.51770,0.00905,2.40310,0.01466,0,1,3,5.352331,4.574207,4.574207,-0.018280,-0.017665,14.943641,4360,0.001182,0.074133,23908,9842,5363,3289,2309,1752,1343,993,8833,1,1,1,1
23.0000,2728,1,1,30723,1,58918,0.521462,1,4,85,85,308854,27.93364,0.00905,2.40310,0.01466,0,1,3,4.025136,2.905802,2.905802,-0.226167,-0.225656,14.735630,2723,0.015314,0.046953,24437,10126,5500,3410,2379,1748,1332,1019,8966,1,1,1,1
23.9000,2728,1,1,31682,0,60596,0.522848,2,302,302,302,113140,28.55742,0.00905,2.40310,0.01466,1,1,2,1.129932,1.000000,41.934506,-0.538547,-0.538502,14.422801,268,0.037337,0.004721,25384,10319,5565,3653,2453,1719,1389,1115,8998,1,1,1,1
22.3500,2729,1,1,30324,0,57837,0.524310,2,3,8,24,35627,27.48959,0.00619,2.41432,0.01370,1,1,2,1.380024,1.000000,1.718458,0.001054,0.001172,14.962177,4495,-0.000078,0.076306,24101,9793,5302,3397,2408,1712,1338,1044,8741,1,1,1,1
22.4000,2729,1,1,30122,0,57729,0.521792,1,25,25,458,63466,27.52413,0.00619,2.41432,0.01370,1,1,2,1.391009,1.000000,12.498016,-0.016582,-0.016461,14.944698,4358,0.001101,0.074067,23975,9812,5318,3377,2370,1732,1308,1079,8757,1,1,1,1
