k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,1892,1,1,20823,1,39974,0.520927,3,1,108,357,2965579,27.45239,0.00476,2.41673,0.02149,0,1,3,1.587716,1.126675,1.126675,-0.018537,-0.018293,14.942613,3126,0.001224,0.076642,16590,6910,3675,2304,1581,1202,951,709,6051,1,1,1,1
22.4000,1892,1,1,20813,1,39945,0.521054,2,9,11,29,1734829,27.48683,0.00476,2.41673,0.02149,0,1,3,3.681392,3.213551,3.213551,-0.036032,-0.035343,14.925821,3031,0.002368,0.074396,16650,6803,3626,2432,1637,1167,898,704,6027,1,1,1,1
23.0000,1892,1,1,21260,0,40911,0.519677,1,35,35,40,283963,27.90301,0.00476,2.41673,0.02149,1,1,2,1.182511,1.000000,7.220455,-0.244338,-0.244249,14.716050,1900,0.016597,0.047301,17043,6937,3806,2486,1706,1157,906,731,6138,1,1,1,1
23.9000,1892,1,1,21793,1,41650,0.523254,1,3,17,167,106483,28.52655,0.00476,2.41673,0.02149,0,1,3,1.452178,1.049448,1.049448,-0.555581,-0.555384,14.405581,193,0.038553,0.004908,17355,7068,3830,2402,1745,1205,942,757,6345,1,1,1,1
22.3500,1893,1,1,21029,1,40539,0.518748,2,11,21,27,4540394,27.45484,0.00513,2.41382,0.02208,0,1,3,1.546401,1.231703,1.231703,-0.017017,-0.016787,14.944297,3126,0.001123,0.076593,16963,7050,3768,2325,1631,1180,942,724,5955,1,1,1,1
22.4000,1893,1,1,20756,0,39721,0.522558,152,21,156,156,86468,27.48963,0.00513,2.41382,0.02208,1,0,2,1.106397,1.000000,2.444894,-0.034595,-0.034542,14.926631,3028,0.002314,0.074279,16362,6729,3749,2328,1618,1133,886,727,6188,1,1,1,1
23.0000,1893,1,1,21202,0,40482,0.523752,4,53,53,54,28544,27.90559,0.00513,2.41382,0.02208,1,1,2,1.407446,1.000000,26.335759,-0.243205,-0.243025,14.717888,1892,0.016512,0.047071,16805,6707,3793,2415,1594,1236,921,724,6286,1,1,1,1
23.9000,1893,1,1,21725,1,41673,0.521333,2,2,4136,4136,19948,28.52917,0.00513,2.41382,0.02208,0,0,3,1.534715,1.277881,1.277881,-0.554183,-0.553957,14.406393,189,0.038452,0.004804,17381,7025,3887,2453,1636,1218,946,736,6390,1,1,1,1
22.3500,1894,1,1,20700,0,39748,0.520794,8,15,25,66,13836,27.45142,0.00605,2.40588,0.01812,1,1,2,1.315536,1.000000,5.854043,-0.018558,-0.018413,14.942186,3129,0.001232,0.076637,16388,6695,3735,2294,1636,1230,905,726,6138,1,1,1,1
22.4000,1894,1,1,20954,0,40007,0.523771,1,9,72,119,345387,27.48619,0.00605,2.40588,0.01812,1,0,2,1.241541,1.000000,2.727911,-0.035740,-0.035626,14.925468,3034,0.002387,0.074393,16515,6852,3800,2425,1553,1180,907,722,6052,1,1,1,1
