k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,6008,1,1,66568,0,127528,0.521991,1,2,12,148,192486,27.47930,0.00488,2.38510,0.00751,1,1,3,1.271540,1.000000,1.234127,-0.003908,-0.003868,14.957408,9920,0.000259,0.076516,53184,21703,12029,7396,5137,3743,2756,2255,19324,1,1,1,1
22.4000,6008,1,1,66366,0,127061,0.522320,1,12,15,38,81543,27.51403,0.00488,2.38510,0.00751,1,0,2,1.156375,1.000000,2.293569,-0.021329,-0.021304,14.940172,9618,0.001426,0.074272,52778,21722,11630,7402,5274,3685,2862,2236,19471,1,1,1,1
23.0000,6008,1,1,67669,1,129490,0.522585,6,3,1069,1069,392475,27.92994,0.00488,2.38510,0.00751,0,0,3,1.437597,1.293714,1.293714,-0.229234,-0.229173,14.731957,6015,0.015556,0.047105,54061,21604,12153,7682,5308,3849,2973,2265,19594,1,1,1,1
23.9000,6008,1,1,69005,1,132334,0.521450,1,3,16,49,152737,28.55375,0.00488,2.38510,0.00751,0,1,3,1.994529,1.674508,1.674508,-0.541161,-0.541047,14.420435,607,0.037519,0.004856,54782,22407,12264,7908,5368,3978,3057,2393,20176,1,1,1,1
22.3500,6020,1,1,66472,0,127427,0.521652,4,5,53,53,763289,27.48381,0.00173,2.38195,0.00672,1,0,2,1.206783,1.000000,1.358167,-0.003333,-0.003302,14.958165,9939,0.000221,0.076506,52753,21776,11997,7460,5126,3739,2984,2246,19345,1,1,1,1
22.4000,6020,1,1,66480,0,127420,0.521743,1,2,108,108,53542,27.51847,0.00173,2.38195,0.00672,1,0,2,1.400066,1.000000,1.483657,-0.020667,-0.020612,14.940799,9638,0.001380,0.074275,52876,21663,11825,7349,5227,3838,2932,2364,19345,1,1,1,1
23.0000,6020,1,1,67330,0,129408,0.520296,2,4,15,93,147037,27.93436,0.00173,2.38195,0.00672,1,1,2,1.251016,1.000000,1.553672,-0.228615,-0.228577,14.732686,6025,0.015515,0.047087,53959,21798,11770,7598,5318,3888,2878,2334,19864,1,1,1,1
23.9000,6020,1,1,69249,1,132966,0.520806,2,5,106,106,194264,28.55819,0.00173,2.38195,0.00672,0,0,3,2.035279,1.640487,1.640487,-0.540538,-0.540420,14.420837,607,0.037475,0.004846,55358,22432,12337,7890,5365,3848,3059,2435,20241,1,1,1,1
22.3500,6032,1,1,66779,1,127624,0.523252,1,2,490,490,77309,27.47935,0.00250,2.38244,0.00739,0,1,3,1.323359,1.084750,1.084750,-0.005134,-0.005088,14.956377,9958,0.000340,0.076509,53125,21526,11977,7447,5087,3729,2879,2301,19552,1,1,1,1
22.4000,6032,1,1,66634,0,127868,0.521120,1,3,25,56,352251,27.51394,0.00250,2.38244,0.00739,1,1,3,1.239213,1.000000,1.193914,-0.022436,-0.022401,14.938855,9657,0.001499,0.074283,53024,21832,11866,7554,5067,3851,2917,2342,19414,1,1,1,1
23.0000,6032,1,1,67700,0,129746,0.521793,981,10,981,981,124145,27.92992,0.00250,2.38244,0.00739,1,1,2,1.193527,1.000000,2.320828,-0.230480,-0.230451,14.731019,6039,0.015644,0.047108,53957,22090,11926,7528,5173,3901,3021,2408,19741,1,1,1,1
23.9000,6032,1,1,69365,1,133071,0.521267,4,9,27,37,211370,28.55366,0.00250,2.38244,0.00739,0,1,3,3.052013,2.784690,2.784690,-0.542367,-0.542182,14.418891,610,0.037602,0.004861,55492,22651,12291,7653,5373,3898,3070,2374,20268,1,1,1,1
22.3500,6044,1,1,66420,0,127247,0.521981,9,4,13,814,195829,27.47800,0.00161,2.38070,0.00664,1,1,2,1.256394,1.000000,1.284185,-0.006246,-0.006208,14.955060,9976,0.000415,0.076501,52842,21490,11791,7507,5125,3712,2864,2275,19640,1,1,1,1
22.4000,6044,1,1,66846,0,128266,0.521155,1,1,38,960,214372,27.51264,0.00161,2.38070,0.00664,1,0,3,1.413453,1.000000,1.164883,-0.023550,-0.023492,14.937902,9674,0.001573,0.074271,53405,21746,12016,7491,5211,3788,2913,2290,19405,1,1,1,1
23.0000,6044,1,1,67888,0,130098,0.521826,1,411,411,19372,1408231,27.92860,0.00161,2.38070,0.00664,1,1,2,1.003305,1.000000,1.368022,-0.231547,-0.231547,14.729012,6048,0.015720,0.047091,53955,22267,12071,7745,5211,3886,2837,2268,19857,1,1,1,1
23.9000,6044,1,1,69159,1,132905,0.520368,1,12,12,87,1452563,28.55236,0.00161,2.38070,0.00664,0,1,3,5.332346,4.650692,4.650692,-0.543530,-0.543253,14.417868,608,0.037679,0.004836,55094,22636,12238,7883,5261,3911,3023,2456,20402,1,1,1,1
