k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,5159,1,1,56919,1,109203,0.521227,2,7,97,97,327182,27.46541,0.00372,2.35720,0.00605,0,1,3,4.819467,3.768927,3.768927,-0.011694,-0.011389,14.949577,8511,0.000762,0.076491,45258,18520,10274,6393,4413,3285,2451,2002,16606,1,1,1,1
22.4000,5159,1,1,57240,0,109560,0.522458,126,6,126,126,137623,27.50008,0.00372,2.35720,0.00605,1,1,2,1.267976,1.000000,1.923117,-0.028958,-0.028912,14.932303,8254,0.001936,0.074267,45430,18852,10268,6451,4447,3259,2333,1876,16643,1,1,1,1
23.0000,5159,1,1,58199,1,111956,0.519843,1,41,41,41,55148,27.91604,0.00372,2.35720,0.00605,0,1,3,21.429737,18.358092,18.358092,-0.237165,-0.236571,14.724907,5158,0.016066,0.047064,46816,19207,10287,6567,4541,3413,2438,1995,16691,1,1,1,1
23.9000,5159,1,1,58910,0,113452,0.519255,12,5,178,178,197997,28.53986,0.00372,2.35720,0.00605,1,1,2,1.303556,1.000000,2.064684,-0.548862,-0.548811,14.412431,514,0.038079,0.004792,46957,19311,10594,6602,4579,3403,2561,2021,17423,1,1,1,1
22.3500,5160,1,1,56901,1,108991,0.522075,3,135,135,416,465985,27.46488,0.00242,2.35563,0.00564,0,1,3,22.920076,22.311213,22.311213,-0.012870,-0.012263,14.949216,8519,0.000820,0.076550,45146,18467,10200,6415,4410,3247,2537,1928,16640,1,1,1,1
22.4000,5160,1,1,56636,0,109215,0.518578,10,2,11,114,415327,27.49953,0.00242,2.35563,0.00564,1,1,3,1.410069,1.000000,1.367345,-0.029923,-0.029856,14.931476,8256,0.002000,0.074275,45189,18672,9979,6429,4390,3293,2645,1916,16701,1,1,1,1
23.0000,5160,1,1,58002,0,111212,0.521549,1,39,57,74,252895,27.91542,0.00242,2.35563,0.00564,1,1,2,1.079095,1.000000,3.328698,-0.237958,-0.237943,14.723524,5163,0.016161,0.047105,46310,18902,10235,6540,4493,3248,2507,2031,16945,1,1,1,1
23.9000,5160,1,1,59585,1,114195,0.521787,2,125,125,125,90974,28.53926,0.00242,2.35563,0.00564,0,1,3,35.142026,33.162843,33.162843,-0.550097,-0.549407,14.412070,516,0.038121,0.004809,47464,19373,10642,6796,4597,3409,2606,2069,17238,1,1,1,1
22.3500,5161,1,1,56974,0,109206,0.521716,1,9,9,260,38445,27.46140,0.00255,2.36312,0.00661,1,0,2,1.240688,1.000000,2.797795,-0.014291,-0.014250,14.947183,8515,0.000953,0.076510,45389,18736,10016,6414,4369,3222,2485,2028,16546,1,1,1,1
22.4000,5161,1,1,57100,0,109510,0.521418,3,33,33,59,50879096,27.49605,0.00255,2.36312,0.00661,1,1,2,1.166032,1.000000,6.005451,-0.031691,-0.031661,14.929788,8255,0.002121,0.074260,45541,18524,10289,6440,4587,3220,2427,1945,16536,1,1,1,1
23.0000,5161,1,1,57936,0,111074,0.521603,1,243,243,243,387989,27.91200,0.00255,2.36312,0.00661,1,1,2,1.103475,1.000000,26.600232,-0.239806,-0.239787,14.721675,5157,0.016288,0.047047,46094,18735,10328,6586,4539,3270,2627,2018,16876,1,1,1,1
23.9000,5161,1,1,58926,0,113732,0.518117,1,10,91,112,284356,28.53571,0.00255,2.36312,0.00661,1,1,2,1.186033,1.000000,2.273618,-0.551424,-0.551391,14.409754,515,0.038265,0.004800,47222,19402,10582,6508,4664,3374,2566,2064,17349,1,1,1,1
22.3500,5162,1,1,56736,0,108766,0.521638,1,3,221,221,193149,27.46229,0.00255,2.36176,0.00737,1,1,2,1.406377,1.000000,1.736636,-0.013755,-0.013689,14.947678,8514,0.000916,0.076483,45025,18378,10161,6384,4447,3204,2519,1978,16669,1,1,1,1
22.4000,5162,1,1,56725,1,108897,0.520910,9,2,12,47,527518,27.49693,0.00255,2.36176,0.00737,0,1,3,2.108488,1.566978,1.566978,-0.031063,-0.030919,14.930493,8256,0.002071,0.074251,45056,18613,9916,6370,4436,3331,2440,1917,16817,1,1,1,1
23.0000,5162,1,1,57990,0,111120,0.521873,18,8,29,40,49233,27.91293,0.00255,2.36176,0.00737,1,1,2,1.158856,1.000000,1.459991,-0.239058,-0.239029,14.722086,5159,0.016236,0.047055,46257,18796,10236,6432,4464,3384,2635,2056,16859,1,1,1,1
