k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,4730,1,1,52207,1,100210,0.520981,1,42,42,42,438100,27.45253,0.00612,2.36392,0.01030,0,1,3,22.964165,19.342188,19.342188,-0.017184,-0.016521,14.944944,7801,0.001105,0.076493,41586,16981,9275,5978,4173,2988,2234,1742,15252,1,1,1,1
22.4000,4730,1,1,52411,1,100305,0.522522,3,191,191,191,264569,27.48726,0.00612,2.36392,0.01030,0,1,3,47.207452,45.541381,45.541381,-0.034640,-0.033825,14.926590,7564,0.002266,0.074260,41599,17125,9393,5958,3964,3074,2289,1783,15119,1,1,1,1
23.0000,4730,1,1,52959,1,101839,0.520032,7,3,10,1276,295220,27.90314,0.00612,2.36392,0.01030,0,1,3,1.935804,1.443939,1.443939,-0.242219,-0.242079,14.719304,4726,0.016446,0.047051,42198,17466,9486,5976,4102,2949,2299,1826,15536,1,1,1,1
23.9000,4730,1,1,54086,0,104075,0.519688,5,8,10,448,198896,28.52698,0.00612,2.36392,0.01030,1,1,2,1.238662,1.000000,2.478022,-0.554190,-0.554145,14.407270,469,0.038463,0.004770,43060,17775,9672,6251,4242,2987,2384,1852,15851,1,1,1,1
22.3500,4731,1,1,51990,0,99768,0.521114,4,3,12,218,104261,27.45687,0.00220,2.36562,0.00730,1,1,2,1.408486,1.000000,1.720294,-0.016666,-0.016593,14.944709,7808,0.001110,0.076546,41272,16934,9228,5910,3985,2999,2292,1747,15400,1,1,1,1
22.4000,4731,1,1,52164,0,100162,0.520802,1,3,51,94,63342,27.49159,0.00220,2.36562,0.00730,1,0,2,1.310563,1.000000,1.379699,-0.034004,-0.033947,14.927447,7568,0.002274,0.074279,41420,17158,9250,6016,3973,2931,2273,1885,15255,1,1,1,1
23.0000,4731,1,1,52555,1,101470,0.517941,1,109,109,109,9399443,27.90754,0.00220,2.36562,0.00730,0,1,3,69.002869,53.771993,53.771993,-0.242365,-0.241470,14.718908,4729,0.016405,0.047072,42044,17179,9383,6082,4049,3043,2313,1805,15571,1,1,1,1
23.9000,4731,1,1,54567,1,104458,0.522387,1,10,297,297,1477755,28.53124,0.00220,2.36562,0.00730,0,1,3,2.472029,2.313731,2.313731,-0.553882,-0.553690,14.407764,474,0.038430,0.004820,43210,17867,9730,6143,4263,3173,2381,1892,15798,1,1,1,1
22.3500,4732,1,1,52186,0,100177,0.520943,4,5,8,272,137559,27.45530,0.00397,2.35917,0.00899,1,1,2,1.410012,1.000000,2.900458,-0.016716,-0.016643,14.944662,7806,0.001114,0.076511,41688,16864,9453,5875,4050,2957,2298,1745,15246,1,1,1,1
22.4000,4732,1,1,52333,1,100252,0.522020,12,6,31,31,212127,27.48987,0.00397,2.35917,0.00899,0,1,3,3.476929,2.853510,2.853510,-0.033999,-0.033736,14.926899,7570,0.002260,0.074286,41549,16985,9266,6089,4060,2971,2297,1750,15284,1,1,1,1
23.0000,4732,1,1,53172,0,101866,0.521985,159,12,159,159,79423,27.90588,0.00397,2.35917,0.00899,1,1,2,1.402819,1.000000,6.015124,-0.242080,-0.242009,14.719285,4730,0.016442,0.047071,42027,17514,9575,6123,4123,2948,2263,1851,15441,1,1,1,1
23.9000,4732,1,1,54578,0,104739,0.521091,4,76,76,76,4631437,28.52959,0.00397,2.35917,0.00899,1,1,2,1.085598,1.000000,6.858697,-0.553952,-0.553935,14.407007,472,0.038449,0.004799,43556,18043,9702,6134,4149,3057,2382,1845,15870,1,1,1,1
22.3500,4733,1,1,52077,1,100069,0.520416,3,2,14,14,434585,27.45859,0.00384,2.36361,0.00759,0,1,3,1.910945,1.470059,1.470059,-0.015013,-0.014876,14.946168,7804,0.000995,0.076467,41390,17044,9430,5891,4054,3054,2234,1830,15141,1,1,1,1
22.4000,4733,1,1,52303,1,100359,0.521164,1,3,12,47,50042,27.49330,0.00384,2.36361,0.00759,0,1,3,1.701041,1.555899,1.555899,-0.032370,-0.032258,14.929200,7567,0.002161,0.074229,41592,17149,9315,6007,4068,2967,2238,1815,15207,1,1,1,1
23.0000,4733,1,1,53180,0,102120,0.520765,1,1,19,40,83941,27.90921,0.00384,2.36361,0.00759,1,1,3,1.413692,1.000000,1.280230,-0.240305,-0.240231,14.721097,4730,0.016319,0.047055,42648,17483,9306,6017,4033,3027,2307,1861,15437,1,1,1,1
23.9000,4733,1,1,54331,1,104348,0.520676,1,1,8,153,35312,28.53294,0.00384,2.36361,0.00759,0,1,3,1.729470,1.244873,1.244873,-0.552174,-0.552058,14.409301,471,0.038313,0.004787,43359,17707,9811,6039,4262,3115,2337,1837,15880,1,1,1,1
22.3500,4734,1,1,52263,1,99890,0.523211,1,32,32,54,145773,27.45863,0.00413,2.35911,0.00900,0,1,3,2.545648,2.497299,2.497299,-0.014848,-0.014651,14.946814,7808,0.000980,0.076487,41224,17066,9343,5846,4060,2957,2274,1795,15324,1,1,1,1
22.4000,4734,1,1,52416,0,100867,0.519660,1,1,239,239,484109,27.49333,0.00413,2.35911,0.00900,1,1,3,1.411829,1.000000,1.271586,-0.032127,-0.032054,14.929256,7571,0.002147,0.074253,42209,17299,9397,5907,3919,2930,2256,1742,15207,1,1,1,1
23.0000,4734,1,1,52939,1,101583,0.521145,2,14,14,83,618098,27.90931,0.00413,2.35911,0.00900,0,1,3,6.950112,6.057857,6.057857,-0.240280,-0.239871,14.720946,4732,0.016295,0.047066,42153,17197,9441,5950,4059,2983,2241,1823,15735,1,1,1,1
23.9000,4734,1,1,54469,1,104819,0.519653,1,1,11,133,5088813,28.53305,0.00413,2.35911,0.00900,0,1,3,1.647985,1.295586,1.295586,-0.551983,-0.551877,14.409529,470,0.038299,0.004776,43361,18029,9880,6147,4174,3161,2446,1932,15688,1,1,1,1
22.3500,4735,1,1,52561,1,100542,0.522782,33,8,98,98,310613,27.45941,0.00652,2.36231,0.00773,0,1,3,2.226298,1.949134,1.949134,-0.013335,-0.013165,14.948273,7808,0.000881,0.076464,41815,17203,9214,6011,4028,3042,2233,1765,15230,1,1,1,1
22.4000,4735,1,1,52064,0,99847,0.521443,3,2,15,122,357930,27.49411,0.00652,2.36231,0.00773,1,1,3,1.382047,1.000000,1.239289,-0.030626,-0.030557,14.930714,7570,0.002047,0.074220,41228,16971,9162,5924,4119,3033,2220,1800,15389,1,1,1,1
23.0000,4735,1,1,53182,0,101838,0.522227,1,8,23,35,236990,27.91000,0.00652,2.36231,0.00773,1,1,2,1.329362,1.000000,3.541276,-0.238689,-0.238629,14.722599,4729,0.016208,0.047021,42316,17264,9414,5913,4193,3059,2264,1855,15559,1,1,1,1
23.9000,4735,1,1,54443,1,104322,0.521880,22,5,22,150,640758,28.53376,0.00652,2.36231,0.00773,0,0,3,1.055683,1.012874,1.012874,-0.550435,-0.550424,14.410373,468,0.038196,0.004754,43436,17659,9545,6069,4254,3110,2362,1877,16009,1,1,1,1
22.3500,4736,1,1,52480,0,100704,0.521136,1,5,15,27,1753540,27.46680,0.00249,2.36409,0.00612,1,1,2,1.317234,1.000000,2.259330,-0.011618,-0.011560,14.949658,7819,0.000773,0.076548,41923,17143,9389,5900,4222,2957,2277,1747,15145,1,1,1,1
22.4000,4736,1,1,52338,0,100226,0.522205,1,2,122,149,142695,27.50149,0.00249,2.36409,0.00612,1,1,3,1.254219,1.000000,1.049243,-0.028878,-0.028830,14.932337,7584,0.001931,0.074333,41567,17171,9392,5833,3948,2970,2222,1751,15371,1,1,1,1
23.0000,4736,1,1,53128,0,102010,0.520817,16,6,16,52,3472978,27.91743,0.00249,2.36409,0.00612,1,1,2,1.249885,1.000000,1.914762,-0.236914,-0.236867,14.724545,4740,0.016087,0.047114,42208,17427,9480,6026,4166,3084,2342,1859,15417,1,1,1,1
23.9000,4736,1,1,54410,0,104528,0.520535,1,12,20,68,276388,28.54121,0.00249,2.36409,0.00612,1,1,2,1.218248,1.000000,3.131273,-0.548856,-0.548814,14.412321,478,0.038079,0.004854,43316,17769,9778,6219,4179,3139,2377,1918,15832,1,1,1,1
22.3500,4737,1,1,52193,1,100127,0.521273,1,5,6,134,748625,27.46323,0.00263,2.35958,0.00697,0,0,3,2.404897,1.900943,1.900943,-0.013264,-0.013079,14.948098,7817,0.000875,0.076520,41656,16984,9161,5906,4064,2950,2258,1811,15336,1,1,1,1
22.4000,4737,1,1,52509,1,100551,0.522218,2,8,21,29,5061981,27.49791,0.00263,2.35958,0.00697,0,1,3,3.384790,2.738702,2.738702,-0.030642,-0.030385,14.931032,7580,0.002035,0.074285,41752,17067,9335,5960,4245,3007,2267,1748,15169,1,1,1,1
23.0000,4737,1,1,53346,0,102041,0.522795,1,70,70,70,149125,27.91391,0.00263,2.35958,0.00697,1,1,2,1.226791,1.000000,17.992732,-0.238843,-0.238800,14.722343,4737,0.016220,0.047081,42202,17336,9589,6095,4168,3067,2330,1789,15464,1,1,1,1
23.9000,4737,1,1,54312,0,104397,0.520250,2,15,19,638,108806,28.53770,0.00263,2.35958,0.00697,1,0,2,1.095420,1.000000,1.635386,-0.550483,-0.550464,14.410985,477,0.038198,0.004843,43053,17979,9700,6117,4393,3076,2410,1870,15798,1,1,1,1
22.3500,4738,1,1,52199,1,100043,0.521771,10,62,62,62,22243,27.46070,0.00263,2.35700,0.00706,0,1,3,25.484153,23.026993,23.026993,-0.014886,-0.014202,14.947261,7818,0.000950,0.076518,41595,16872,9248,5838,4096,2926,2235,1834,15398,1,1,1,1
22.4000,4738,1,1,52223,1,100411,0.520098,1,18,18,27,242253,27.49537,0.00263,2.35700,0.00706,0,1,3,6.952062,6.051465,6.051465,-0.032081,-0.031672,14.929770,7581,0.002121,0.074285,41762,16956,9336,5911,4067,3033,2292,1766,15287,1,1,1,1
23.0000,4738,1,1,53009,1,101794,0.520753,2,7,8,38,182580,27.91129,0.00263,2.35700,0.00706,0,0,3,2.667180,2.324372,2.324372,-0.239938,-0.239730,14.721323,4738,0.016285,0.047085,42235,17152,9301,6029,4077,3069,2347,1916,15667,1,1,1,1
23.9000,4738,1,1,54534,0,104317,0.522777,1,19,19,22,1180871,28.53509,0.00263,2.35700,0.00706,1,0,2,1.081546,1.000000,1.737918,-0.551806,-0.551789,14.409663,474,0.038293,0.004812,43123,17865,9803,6230,4172,3031,2344,1805,15943,1,1,1,1
22.3500,4739,1,1,52304,0,100582,0.520019,1,271,271,322,436306,27.46587,0.00249,2.36273,0.00812,1,1,2,1.127829,1.000000,37.010075,-0.012375,-0.012350,14.948675,7820,0.000826,0.076514,41885,17099,9414,5949,4083,2921,2325,1747,15158,1,1,1,1
22.4000,4739,1,1,52313,1,100254,0.521810,13,26,26,43,79682,27.50053,0.00249,2.36273,0.00812,0,1,3,5.089912,4.911627,4.911627,-0.029494,-0.029151,14.932314,7583,0.001952,0.074277,41537,17031,9295,5926,4079,3037,2341,1814,15193,1,1,1,1
23.0000,4739,1,1,52921,1,101651,0.520620,1,3,53,53,93726,27.91651,0.00249,2.36273,0.00812,0,1,3,1.635991,1.184605,1.184605,-0.237328,-0.237224,14.724141,4739,0.016111,0.047076,41998,17327,9477,6112,4134,2894,2231,1818,15659,1,1,1,1
23.9000,4739,1,1,54321,1,104736,0.518652,2,4,8,19,897620,28.54032,0.00249,2.36273,0.00812,0,0,3,1.339916,1.014524,1.014524,-0.549222,-0.549161,14.412060,474,0.038104,0.004811,43400,17953,9725,6182,4273,3058,2375,1796,15973,1,1,1,1
22.3500,4740,1,1,51985,1,99924,0.520251,1,3,13,153,87012,27.46607,0.00451,2.36508,0.00778,0,0,3,1.385237,1.015883,1.015883,-0.010972,-0.010903,14.950352,7821,0.000729,0.076499,41079,17079,9479,5905,4083,2999,2242,1823,15234,1,1,1,1
22.4000,4740,1,1,52162,0,100487,0.519097,1,41,514,514,382914,27.50073,0.00451,2.36508,0.00778,1,1,2,1.078195,1.000000,3.431754,-0.028433,-0.028417,14.933036,7584,0.001903,0.074267,41885,16902,9460,5820,4002,2983,2265,1806,15363,1,1,1,1
23.0000,4740,1,1,53146,0,102242,0.519811,2,2,6,126,267193,27.91662,0.00451,2.36508,0.00778,1,1,2,1.406557,1.000000,1.506407,-0.236287,-0.236215,14.725084,4740,0.016042,0.047073,42603,17384,9488,5986,4117,3052,2290,1879,15442,1,1,1,1
23.9000,4740,1,1,54494,0,104312,0.522419,1,5,6,62,552098,28.54045,0.00451,2.36508,0.00778,1,1,2,1.326654,1.000000,2.449033,-0.548256,-0.548197,14.413029,474,0.038035,0.004809,43216,17719,9776,6169,4199,3096,2381,1871,15884,1,1,1,1
22.3500,4741,1,1,52215,1,100518,0.519464,3,3,17,39,73829,27.46521,0.00278,2.36559,0.00780,0,1,3,1.839313,1.538198,1.538198,-0.012263,-0.012135,14.948916,7819,0.000812,0.076471,41875,17091,9324,5883,3999,2949,2292,1813,15291,1,1,1,1
22.4000,4741,1,1,52431,1,100568,0.521354,4,3,218,342,4006100,27.49986,0.00278,2.36559,0.00780,0,1,3,1.954922,1.658753,1.658753,-0.029598,-0.029457,14.931521,7582,0.001973,0.074240,41837,17093,9339,5865,4069,3047,2382,1810,15125,1,1,1,1
23.0000,4741,1,1,53089,1,101483,0.523137,1,2,9,96,199768,27.91580,0.00278,2.36559,0.00780,0,0,3,2.093118,1.528379,1.528379,-0.237565,-0.237409,14.723851,4737,0.016124,0.047037,41769,17232,9422,6077,4181,3067,2359,1877,15498,1,1,1,1
23.9000,4741,1,1,54363,1,104328,0.521083,1,16,16,17,422318,28.53950,0.00278,2.36559,0.00780,0,1,3,9.154049,7.649109,7.649109,-0.549585,-0.549118,14.412333,472,0.038101,0.004788,43046,17725,9853,6192,4284,3066,2399,1878,15884,1,1,1,1
22.3500,4742,1,1,52230,0,100297,0.520759,12,3,12,34,69446,27.46515,0.00248,2.36050,0.00990,1,1,2,1.413575,1.000000,1.886308,-0.012411,-0.012338,14.948979,7825,0.000825,0.076513,41481,17192,9213,5986,4092,3029,2204,1850,15249,1,1,1,1
22.4000,4742,1,1,52336,0,100442,0.521062,1,6,16,52,929740,27.49979,0.00248,2.36050,0.00990,1,0,2,1.323273,1.000000,2.634159,-0.029767,-0.029708,14.931683,7588,0.001990,0.074282,41849,16973,9164,5881,4197,3038,2321,1773,15245,1,1,1,1
23.0000,4742,1,1,53080,0,101954,0.520632,2,10,64,344,260720,27.91580,0.00248,2.36050,0.00990,1,0,2,1.161521,1.000000,1.985626,-0.237740,-0.237708,14.723726,4745,0.016145,0.047107,42219,17205,9572,6014,4072,3032,2372,1829,15638,1,1,1,1
23.9000,4742,1,1,54590,0,104991,0.519954,65,50,65,96,21077,28.53952,0.00248,2.36050,0.00990,1,1,2,1.046871,1.000000,2.461526,-0.549619,-0.549610,14.411210,480,0.038138,0.004869,43751,17846,9696,6193,4334,3047,2497,1809,15817,1,1,1,1
22.3500,4743,1,1,52531,1,100249,0.524010,1,44,44,782,73042,27.46229,0.00521,2.36669,0.00761,0,1,3,19.009032,16.996243,16.996243,-0.012809,-0.012188,14.948578,7824,0.000815,0.076489,41499,16968,9469,5891,4051,3013,2321,1858,15178,1,1,1,1
22.4000,4743,1,1,52285,1,100350,0.521032,42,5,42,65,2350845,27.49692,0.00521,2.36669,0.00761,0,1,3,1.155994,1.029932,1.029932,-0.029831,-0.029801,14.931643,7588,0.001996,0.074266,41514,16996,9498,5904,4067,3027,2257,1887,15199,1,1,1,1
23.0000,4743,1,1,53355,1,102449,0.520801,1,3,16,116,149921,27.91284,0.00521,2.36669,0.00761,0,0,3,2.350200,1.795648,1.795648,-0.237847,-0.237667,14.723545,4741,0.016142,0.047058,42696,17327,9670,6091,4177,2945,2267,1831,15444,1,1,1,1
23.9000,4743,1,1,54350,0,104823,0.518498,7,11,11,40,1648823,28.53657,0.00521,2.36669,0.00761,1,1,2,1.105103,1.000000,1.345182,-0.549679,-0.549658,14.411328,473,0.038141,0.004797,43471,18023,9673,6078,4239,3143,2354,1863,15978,1,1,1,1
22.3500,4744,1,1,52291,1,100372,0.520977,1,12,12,486,1769324,27.46685,0.00263,2.36502,0.00737,0,1,3,6.995943,5.869429,5.869429,-0.011652,-0.011242,14.950221,7828,0.000752,0.076504,41698,16950,9369,6035,4034,3014,2247,1790,15234,1,1,1,1
22.4000,4744,1,1,52434,0,100437,0.522064,4,3,69,185,382289,27.50148,0.00263,2.36502,0.00737,1,1,2,1.353146,1.000000,1.551631,-0.028822,-0.028758,14.932621,7591,0.001926,0.074275,41895,16974,9218,5904,4012,2999,2232,1742,15460,1,1,1,1
23.0000,4744,1,1,53199,1,101868,0.522240,2,1,63,90,122801,27.91745,0.00263,2.36502,0.00737,0,1,3,1.360780,1.016975,1.016975,-0.236765,-0.236700,14.724685,4744,0.016075,0.047074,42122,17208,9577,6033,4088,2918,2266,1871,15784,1,1,1,1
23.9000,4744,1,1,54425,1,104654,0.520052,1,4,31,31,34827,28.54120,0.00263,2.36502,0.00737,0,1,3,2.962679,2.281226,2.281226,-0.548727,-0.548498,14.412582,475,0.038057,0.004815,43320,17903,9685,6191,4245,3134,2459,1879,15837,1,1,1,1
22.3500,4745,1,1,52351,1,100474,0.521045,4,112,112,112,51303,27.46279,0.00450,2.36159,0.00698,0,1,3,48.201228,43.508979,43.508979,-0.012909,-0.012092,14.948247,7826,0.000809,0.076478,41716,16945,9491,5965,4094,3023,2218,1795,15226,1,1,1,1
22.4000,4745,1,1,52486,0,100497,0.522270,1,5,94,94,206653,27.49756,0.00450,2.36159,0.00698,1,1,2,1.404723,1.000000,3.185113,-0.030017,-0.029945,14.931352,7588,0.002006,0.074236,41531,17272,9259,6020,4179,2926,2282,1813,15214,1,1,1,1
23.0000,4745,1,1,52834,0,101751,0.519253,2,6,19,41,278668,27.91344,0.00450,2.36159,0.00698,1,1,2,1.411553,1.000000,3.551560,-0.237972,-0.237900,14.723436,4745,0.016158,0.047078,42246,17008,9539,6009,4118,3047,2310,1766,15707,1,1,1,1
23.9000,4745,1,1,54681,1,105097,0.520296,3,7,14,57,1643548,28.53720,0.00450,2.36159,0.00698,0,1,3,5.208696,3.819778,3.819778,-0.549860,-0.549512,14.411299,471,0.038131,0.004774,43759,17942,9637,6124,4316,3192,2490,1807,15829,1,1,1,1
22.3500,4746,1,1,52402,0,100338,0.522260,1,1,7,87,33992,27.46208,0.00277,2.35665,0.00698,1,0,3,1.414137,1.000000,1.003825,-0.013812,-0.013739,14.947583,7827,0.000919,0.076475,41575,17166,9348,5910,3960,2967,2243,1793,15375,1,1,1,1
22.4000,4746,1,1,52550,0,100567,0.522542,1,11,56,56,482334,27.49670,0.00277,2.35665,0.00698,1,0,2,1.199327,1.000000,2.601218,-0.031227,-0.031189,14.930237,7592,0.002089,0.074266,41647,17207,9456,5931,4118,2970,2327,1830,15080,1,1,1,1
23.0000,4746,1,1,53399,1,102436,0.521296,6,5,31,453,120175,27.91264,0.00277,2.35665,0.00698,0,1,3,3.855345,2.818240,2.818240,-0.239209,-0.238925,14.722524,4742,0.016229,0.047041,42794,17369,9424,5971,4142,2982,2310,1871,15572,1,1,1,1
23.9000,4746,1,1,54398,0,104741,0.519362,1,4,5,153,224273,28.53642,0.00277,2.35665,0.00698,1,1,3,1.189793,1.000000,1.208053,-0.550999,-0.550963,14.410144,471,0.038234,0.004774,43360,17924,9776,6222,4169,3098,2350,1896,15945,1,1,1,1
22.3500,4747,1,1,52252,0,100307,0.520926,1,2,7,43,44820,27.46442,0.00234,2.36679,0.00683,1,1,2,1.403701,1.000000,1.740557,-0.012879,-0.012807,14.948489,7833,0.000857,0.076513,41684,17102,9132,5927,4077,2834,2317,1904,15329,1,1,1,1
22.4000,4747,1,1,52219,1,100503,0.519582,2,7,148,592,156322,27.49902,0.00234,2.36679,0.00683,0,1,3,1.182472,1.009151,1.009151,-0.030126,-0.030091,14.931342,7596,0.002015,0.074283,41600,17090,9486,5940,4153,2924,2307,1787,15215,1,1,1,1
23.0000,4747,1,1,53265,1,102199,0.521194,1,3,11,43,43345,27.91503,0.00234,2.36679,0.00683,0,1,3,2.356943,1.784694,1.784694,-0.238189,-0.238008,14.723384,4747,0.016165,0.047078,42430,17336,9421,6055,4172,3034,2354,1808,15588,1,1,1,1
23.9000,4747,1,1,54425,1,104933,0.518669,1,3,7,16,400267,28.53882,0.00234,2.36679,0.00683,0,0,3,1.671881,1.203961,1.203961,-0.550036,-0.549927,14.411351,476,0.038159,0.004823,43699,17997,9512,6184,4357,3009,2342,1850,15982,1,1,1,1
22.3500,4748,1,1,52108,0,100312,0.519464,1,12,79,79,56803,27.45850,0.00248,2.36585,0.01003,1,1,2,1.102342,1.000000,1.479579,-0.015696,-0.015676,14.945305,7835,0.001049,0.076533,41515,17050,9353,6027,4090,3004,2217,1766,15289,1,1,1,1
22.4000,4748,1,1,52604,0,100614,0.522835,8,3,14,48,139763,27.49325,0.00248,2.36585,0.01003,1,0,3,1.263514,1.000000,1.184653,-0.033043,-0.032994,14.928415,7597,0.002210,0.074292,41851,16947,9472,5888,4160,3049,2289,1764,15193,1,1,1,1
23.0000,4748,1,1,53173,1,102266,0.519953,3,29,29,46,152590,27.90916,0.00248,2.36585,0.01003,0,1,3,6.650575,6.276348,6.276348,-0.241180,-0.240781,14.720028,4748,0.016357,0.047089,42511,17282,9467,6115,4107,3095,2398,1768,15522,1,1,1,1
23.9000,4748,1,1,54284,0,104724,0.518358,1,8,9,83,975257,28.53297,0.00248,2.36585,0.01003,1,0,2,1.238491,1.000000,2.383519,-0.552980,-0.552935,14.408481,475,0.038376,0.004813,43487,17835,9700,6220,4268,3057,2378,1886,15892,1,1,1,1
22.3500,4749,1,1,52183,1,100125,0.521184,2,17,46,46,506031,27.46043,0.00425,2.36097,0.00823,0,1,3,1.784303,1.302677,1.232261,-0.013918,-0.013796,14.947576,7833,0.000923,0.076486,41369,17092,9315,5859,4097,2996,2267,1822,15307,1,1,1,1
22.4000,4749,1,1,52236,0,100690,0.518786,2,3,25,53,68477,27.49502,0.00425,2.36097,0.00823,1,1,2,1.368038,1.000000,1.898833,-0.031265,-0.031199,14.930061,7595,0.002090,0.074249,41779,17200,9397,5945,4113,2950,2303,1786,15216,1,1,1,1
23.0000,4749,1,1,53213,1,102564,0.518832,3,5,26,65,88717,27.91099,0.00425,2.36097,0.00823,0,1,3,1.784269,1.262249,1.029622,-0.239186,-0.239064,14.722253,4745,0.016238,0.047042,42771,17345,9613,6102,4103,3036,2299,1870,15424,1,1,1,1
23.9000,4749,1,1,54620,0,104739,0.521492,17,1,17,105,304892,28.53481,0.00425,2.36097,0.00823,1,1,3,1.405977,1.000000,1.009006,-0.551092,-0.551020,14.410325,473,0.038238,0.004791,43575,17780,9657,6155,4251,3187,2320,1855,15958,1,1,1,1
22.3500,4750,1,1,52085,1,100069,0.520496,1,3,18,1651,7029931,27.46170,0.00330,2.36296,0.00965,0,0,3,1.984654,1.521755,1.521755,-0.013732,-0.013588,14.947621,7836,0.000909,0.076499,41493,17062,9295,5815,3986,2918,2263,1815,15421,1,1,1,1
22.4000,4750,1,1,52705,1,100845,0.522639,1,5,22,200,202200,27.49643,0.00330,2.36296,0.00965,0,1,3,3.900905,3.009212,3.009212,-0.031169,-0.030883,14.930576,7600,0.002068,0.074279,42149,17098,9261,5858,4083,3005,2279,1816,15295,1,1,1,1
23.0000,4750,1,1,53421,1,102705,0.520145,3,9,9,56,390253,27.91232,0.00330,2.36296,0.00965,0,1,3,4.441837,3.863145,3.863145,-0.239139,-0.238825,14.722631,4748,0.016222,0.047061,42564,17599,9585,6073,4252,3098,2327,1808,15398,1,1,1,1
23.9000,4750,1,1,54396,0,104610,0.519993,2,8,402,402,416170,28.53616,0.00330,2.36296,0.00965,1,1,2,1.371114,1.000000,3.771706,-0.551054,-0.550987,14.410275,473,0.038236,0.004790,43273,17828,9677,6161,4362,3208,2380,1897,15823,1,1,1,1
22.3500,4751,1,1,52293,1,100548,0.520085,1,2,12,116,558389,27.45996,0.00334,2.35628,0.00878,0,0,3,1.555451,1.126998,1.126998,-0.014499,-0.014406,14.946864,7839,0.000964,0.076516,41599,17179,9360,6023,4116,3005,2307,1773,15185,1,1,1,1
22.4000,4751,1,1,52551,1,100876,0.520952,2,16,55,55,222227,27.49468,0.00334,2.35628,0.00878,0,1,3,6.607426,5.653804,5.653804,-0.032033,-0.031636,14.929802,7598,0.002119,0.074248,41913,17152,9402,5977,4116,2920,2353,1803,15239,1,1,1,1
23.0000,4751,1,1,53110,0,101940,0.520998,6,2,13,927,361090,27.91063,0.00334,2.35628,0.00878,1,1,3,1.396603,1.000000,1.335181,-0.239850,-0.239780,14.721507,4748,0.016288,0.047054,42364,17171,9399,6050,4110,3097,2249,1857,15642,1,1,1,1
23.9000,4751,1,1,54794,0,105063,0.521540,5,2593,2593,2593,237186,28.53433,0.00334,2.35628,0.00878,1,1,2,1.397615,1.000000,1236.351269,-0.552424,-0.552354,14.409000,472,0.038334,0.004779,43716,17824,9841,6198,4225,3127,2426,1846,15859,1,1,1,1
22.3500,4752,1,1,52674,0,100980,0.521633,1,1,4,54,4183162,27.45908,0.00263,2.36043,0.00795,1,0,3,1.402119,1.000000,1.072686,-0.015379,-0.015308,14.945986,7841,0.001024,0.076524,42208,17041,9491,5878,4103,2973,2314,1771,15200,1,1,1,1
22.4000,4752,1,1,52886,0,101007,0.523593,31,43,154,154,151166,27.49365,0.00263,2.36043,0.00795,1,1,2,1.070305,1.000000,3.214357,-0.032791,-0.032776,14.928128,7604,0.002196,0.074299,41982,17187,9472,6012,4149,2927,2363,1691,15223,1,1,1,1
23.0000,4752,1,1,53207,1,102389,0.519661,1,5,31,55,232297,27.90965,0.00263,2.36043,0.00795,0,1,3,3.504315,2.735513,2.735513,-0.240777,-0.240513,14.720955,4754,0.016338,0.047106,42625,17324,9478,6103,4055,3030,2303,1839,15631,1,1,1,1
