k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,1314,1,1,14496,0,27829,0.520914,1,6,7,56,133662,27.46654,0.00844,2.32759,0.03009,1,1,2,1.280975,1.000000,2.258955,-0.010225,-0.010036,14.950010,2167,0.000671,0.076462,11638,4667,2522,1595,1156,869,662,488,4231,1,1,1,1
22.4000,1314,1,1,14622,0,28019,0.521879,5,5,22,775,41486,27.50135,0.00844,2.32759,0.03009,1,1,2,1.399941,1.000000,2.931956,-0.027736,-0.027480,14.933149,2101,0.001840,0.074217,11814,4702,2545,1627,1153,841,635,485,4216,1,1,1,1
23.0000,1314,1,1,14838,0,28498,0.520686,1,25,462,462,73161,27.91756,0.00844,2.32759,0.03009,1,1,2,1.053572,1.000000,1.481734,-0.235578,-0.235538,14.723270,1312,0.015998,0.047007,11942,4792,2649,1704,1119,807,644,538,4302,1,1,1,1
23.9000,1314,1,1,14851,1,28917,0.513591,1,2,18,78,210039,28.54107,0.00844,2.32759,0.03009,0,1,3,1.476752,1.293783,1.293783,-0.547264,-0.546967,14.414019,132,0.037947,0.004831,11883,4973,2729,1649,1113,889,693,523,4464,1,1,1,1
22.3500,1315,1,1,14659,1,27930,0.524867,53,15,53,117,32455,27.46297,0.00973,2.32256,0.02358,0,1,3,6.381963,5.845170,5.845170,-0.012068,-0.010658,14.945886,2168,0.000713,0.076461,11638,4737,2559,1623,1127,801,653,519,4272,1,1,1,1
22.4000,1315,1,1,14542,0,27995,0.519468,5,7,7,344,321178,27.49776,0.00973,2.32256,0.02358,1,1,2,1.250057,1.000000,2.312442,-0.029102,-0.028933,14.931918,2102,0.001938,0.074202,11627,4814,2594,1612,1142,846,660,464,4235,1,1,1,1
23.0000,1315,1,1,14820,0,28373,0.522346,4,52,52,52,182710,27.91365,0.00973,2.32256,0.02358,1,0,2,1.083976,1.000000,4.608392,-0.237317,-0.237256,14.723734,1313,0.016114,0.047005,11841,4849,2537,1631,1180,822,662,478,4372,1,1,1,1
23.9000,1315,1,1,15061,1,28995,0.519452,2,5,5,46,190738,28.53722,0.00973,2.32256,0.02358,0,1,3,3.562010,2.838106,2.838106,-0.548913,-0.547947,14.413006,130,0.038018,0.004754,12067,4858,2719,1687,1135,866,693,544,4425,1,1,1,1
22.3500,1316,1,1,14697,1,28109,0.522876,1,2,39,217,136148,27.44760,0.01025,2.31825,0.02912,0,0,3,1.810072,1.420035,1.420035,-0.018761,-0.018310,14.941720,2170,0.001225,0.076494,11703,4781,2626,1763,1149,810,629,521,4126,1,1,1,1
22.4000,1316,1,1,14521,1,27872,0.521007,5,5,209,209,21511,27.48237,0.01025,2.31825,0.02912,0,0,3,1.997505,1.837651,1.837651,-0.036239,-0.035713,14.923458,2110,0.002393,0.074470,11566,4729,2546,1695,1107,813,673,515,4227,1,1,1,1
23.0000,1316,1,1,14728,0,28408,0.518464,1,3,290,290,24901,27.89847,0.01025,2.31825,0.02912,1,1,2,1.328475,1.000000,1.666668,-0.244248,-0.244032,14.716151,1317,0.016583,0.047137,11943,4657,2625,1640,1159,875,701,502,4305,1,1,1,1
23.9000,1316,1,1,15101,1,29164,0.517814,30,15,30,30,219760,28.52209,0.01025,2.31825,0.02912,0,1,3,5.728506,5.247560,5.247560,-0.556508,-0.555182,14.405857,130,0.038539,0.004753,12003,5073,2761,1745,1215,869,693,522,4282,1,1,1,1
22.3500,1317,1,1,14580,0,27925,0.522131,2,39,39,52,20423,27.44981,0.01077,2.33010,0.03073,1,1,2,1.093731,1.000000,3.979833,-0.017609,-0.017541,14.941687,2168,0.001174,0.076366,11703,4662,2566,1658,1138,888,600,485,4224,1,1,1,1
22.4000,1317,1,1,14472,0,28032,0.516286,8,5,32,32,34282,27.48455,0.01077,2.33010,0.03073,1,1,2,1.367477,1.000000,2.587800,-0.034814,-0.034576,14.925720,2103,0.002317,0.074156,11719,4658,2649,1662,1137,834,645,482,4245,1,1,1,1
23.0000,1317,1,1,14851,1,28388,0.523162,1,1,11,21,27221,27.90086,0.01077,2.33010,0.03073,0,0,3,1.405273,1.029308,1.029308,-0.242610,-0.242352,14.718611,1311,0.016466,0.046879,11895,4741,2629,1600,1164,847,642,518,4351,1,1,1,1
23.9000,1317,1,1,15239,1,29160,0.522617,3,4,66,66,43956,28.52453,0.01077,2.33010,0.03073,0,1,3,2.022295,1.788031,1.788031,-0.554653,-0.554119,14.406838,126,0.038462,0.004603,12094,5021,2671,1702,1185,928,675,531,4352,1,1,1,1
22.3500,1318,1,1,14537,1,27895,0.521152,3,16,16,58,390011,27.46380,0.00789,2.33713,0.02448,0,1,3,1.952727,1.506891,1.506891,-0.012015,-0.011507,14.949298,2173,0.000770,0.076445,11595,4806,2636,1619,1055,835,607,481,4260,1,1,1,1
22.4000,1318,1,1,14492,0,27793,0.521445,1,7,7,53,136295,27.49851,0.00789,2.33713,0.02448,1,1,2,1.407929,1.000000,4.106276,-0.029764,-0.029505,14.930949,2109,0.001976,0.074285,11525,4626,2584,1619,1154,840,656,506,4282,1,1,1,1
23.0000,1318,1,1,14768,0,28415,0.519744,2,8,260,260,66827,27.91450,0.00789,2.33713,0.02448,1,1,2,1.201253,1.000000,2.149139,-0.237507,-0.237368,14.722425,1317,0.016123,0.047045,11777,4935,2630,1694,1088,815,636,538,4301,1,1,1,1
23.9000,1318,1,1,14909,1,28776,0.518123,10,3,440,440,139916,28.53823,0.00789,2.33713,0.02448,0,1,3,1.765527,1.477476,1.477476,-0.549236,-0.548805,14.409914,130,0.038085,0.004745,11766,4904,2726,1738,1192,868,646,501,4434,1,1,1,1
22.3500,1319,1,1,14504,0,27935,0.519224,3,11,32,98,47331,27.45349,0.00970,2.34033,0.02369,1,1,2,1.372762,1.000000,5.008948,-0.016551,-0.016311,14.944004,2174,0.001091,0.076449,11661,4688,2621,1665,1116,846,632,502,4203,1,1,1,1
