k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,2622,1,1,28875,1,55313,0.522039,2,3,5,257,60800,27.48641,0.00538,2.42984,0.01681,0,1,3,1.549807,1.325598,1.325598,-0.000780,-0.000613,14.960661,4324,0.000041,0.076406,23085,9234,5107,3265,2217,1645,1261,1028,8470,1,1,1,1
22.4000,2622,1,1,28877,1,55479,0.520513,3,18,18,948,655111,27.52104,0.00538,2.42984,0.01681,0,1,3,2.858181,2.576178,2.576178,-0.018226,-0.017825,14.943473,4193,0.001193,0.074176,23085,9311,5193,3270,2247,1605,1356,1011,8400,1,1,1,1
23.0000,2622,1,1,29479,1,56463,0.522103,1,2,66,66,387248,27.93714,0.00538,2.42984,0.01681,0,1,3,2.215821,1.581019,1.581019,-0.226182,-0.225878,14.735410,2619,0.015329,0.046986,23460,9542,5253,3322,2362,1695,1354,990,8484,1,1,1,1
23.9000,2622,1,1,30500,0,58125,0.524740,2,2,48,48,82216,28.56076,0.00538,2.42984,0.01681,1,1,3,1.396843,1.000000,1.364545,-0.537958,-0.537830,14.423180,260,0.037289,0.004765,24203,9892,5474,3490,2393,1715,1260,1017,8680,1,1,1,1
22.3500,2623,1,1,28911,1,55397,0.521897,5,5,17,35,322368,27.49207,0.00538,2.42333,0.02148,0,0,3,1.558531,1.384140,1.384140,0.001867,0.002036,14.962569,4323,-0.000136,0.076350,22818,9613,5205,3191,2339,1624,1255,988,8363,1,1,1,1
22.4000,2623,1,1,29122,0,55693,0.522912,3,7,18,28,23981,27.52669,0.00538,2.42333,0.02148,1,1,2,1.384910,1.000000,3.650516,-0.015628,-0.015503,14.945485,4197,0.001037,0.074209,23294,9333,5184,3356,2238,1637,1257,948,8445,1,1,1,1
23.0000,2623,1,1,29526,0,56473,0.522843,1,4,9,13,171097,27.94263,0.00538,2.42333,0.02148,1,0,3,1.174395,1.000000,1.033046,-0.223340,-0.223279,14.737993,2618,0.015150,0.046942,23572,9526,5327,3263,2245,1658,1270,1010,8601,1,1,1,1
23.9000,2623,1,1,30158,0,57782,0.521936,1,2,19,58,10975872,28.56628,0.00538,2.42333,0.02148,1,0,3,1.339029,1.000000,1.259094,-0.535213,-0.535102,14.426086,258,0.037093,0.004726,24010,9747,5362,3438,2364,1685,1307,1064,8804,1,1,1,1
22.3500,2624,1,1,28678,0,55029,0.521153,2,2,3,514,16297080,27.50234,0.00662,2.43194,0.01267,1,1,3,1.382430,1.000000,1.460421,0.007713,0.007837,14.968988,4333,-0.000524,0.076464,22820,9178,5174,3225,2220,1635,1256,1008,8512,1,1,1,1
22.4000,2624,1,1,28767,1,55543,0.517932,1,27,27,58,41688,27.53694,0.00662,2.43194,0.01267,0,1,3,19.531891,14.074089,14.074089,-0.010032,-0.008900,14.952434,4204,0.000595,0.074270,22990,9418,5273,3290,2237,1632,1255,1012,8435,1,1,1,1
23.0000,2624,1,1,29594,0,56731,0.521664,2,6,40,50,75164,27.95299,0.00662,2.43194,0.01267,1,0,2,1.179785,1.000000,1.375959,-0.217612,-0.217549,14.743721,2627,0.014755,0.047067,23652,9689,5257,3367,2249,1655,1352,979,8530,1,1,1,1
23.9000,2624,1,1,30110,0,57792,0.521015,1,16,19,21,128668,28.57666,0.00662,2.43194,0.01267,1,1,2,1.080316,1.000000,1.528150,-0.529460,-0.529430,14.431880,266,0.036685,0.004869,24031,9830,5250,3405,2335,1675,1276,1125,8864,1,1,1,1
22.3500,2625,1,1,28982,0,55498,0.522226,1,1,10,16,19989,27.50398,0.00688,2.43850,0.01345,1,0,3,1.316482,1.000000,1.140407,0.008803,0.008908,14.969164,4331,-0.000595,0.076399,23237,9348,5046,3314,2239,1645,1195,956,8517,1,1,1,1
22.4000,2625,1,1,29123,1,55824,0.521703,1,25,174,174,418706,27.53883,0.00688,2.43850,0.01345,0,1,3,2.310263,1.719694,1.609643,-0.008698,-0.008379,14.952546,4200,0.000560,0.074170,23459,9450,5097,3215,2209,1609,1242,941,8601,1,1,1,1
23.0000,2625,1,1,29448,0,56448,0.521693,6,2,248,248,71407,27.95472,0.00688,2.43850,0.01345,1,1,3,1.391644,1.000000,1.208767,-0.216576,-0.216450,14.744551,2631,0.014680,0.047118,23420,9589,5190,3377,2310,1740,1221,1072,8528,1,1,1,1
23.9000,2625,1,1,30479,1,57881,0.526589,116,7,245,245,53142,28.57842,0.00688,2.43850,0.01345,0,1,3,3.923594,3.301471,3.301471,-0.528632,-0.528112,14.430829,262,0.036596,0.004794,23883,9959,5434,3429,2347,1699,1308,1066,8755,1,1,1,1
22.3500,2626,1,1,28923,1,55444,0.521671,2,3,12,222,773683,27.49628,0.00834,2.43262,0.01527,0,1,3,2.905734,2.111865,2.111865,0.005388,0.005794,14.967036,4332,-0.000387,0.076398,23119,9462,5106,3195,2279,1661,1207,945,8469,1,1,1,1
