k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,6006,1,1,66101,1,126991,0.520521,12,3,12,178,252272,27.48060,0.00469,2.38373,0.00698,0,1,3,1.447052,1.026845,1.026845,-0.003415,-0.003353,14.958048,9917,0.000224,0.076515,52928,21469,11802,7318,5196,3824,2887,2195,19371,1,1,1,1
22.4000,6006,1,1,66169,1,126888,0.521480,18,3,98,690,281121,27.51523,0.00469,2.38373,0.00698,0,1,3,2.165465,1.616894,1.616894,-0.020769,-0.020640,14.940194,9615,0.001382,0.074273,52319,21817,11822,7450,5220,3835,2844,2297,19283,1,1,1,1
23.0000,6006,1,1,67430,0,129326,0.521400,1,204,204,204,119062,27.93116,0.00469,2.38373,0.00698,1,1,2,1.012966,1.000000,2.705016,-0.228782,-0.228780,14.732721,6013,0.015529,0.047103,53643,21884,11972,7708,5235,3814,3034,2400,19635,1,1,1,1
23.9000,6006,1,1,68951,1,132625,0.519898,2,3,5,1296,129960,28.55495,0.00469,2.38373,0.00698,0,1,3,2.575650,1.991991,1.991991,-0.540650,-0.540492,14.420639,606,0.037480,0.004850,55084,22511,12360,7962,5443,3985,2857,2364,20058,1,1,1,1
22.3500,6018,1,1,66480,0,127663,0.520750,6,92,92,92,195077,27.48323,0.00173,2.37505,0.00777,1,1,2,1.240231,1.000000,25.027014,-0.003831,-0.003796,14.957665,9935,0.000254,0.076503,53209,21566,11944,7451,5157,3768,2898,2274,19395,1,1,1,1
22.4000,6018,1,1,66393,1,127338,0.521396,1,6,6,87,448102,27.51790,0.00173,2.37505,0.00777,0,1,3,1.635364,1.160123,1.054108,-0.020897,-0.020815,14.940559,9634,0.001393,0.074270,52846,21654,11763,7519,5187,3718,2774,2245,19631,1,1,1,1
23.0000,6018,1,1,67984,0,130063,0.522705,4,14,46,46,643358,27.93381,0.00173,2.37505,0.00777,1,1,2,1.268735,1.000000,4.446714,-0.228978,-0.228938,14.732337,6024,0.015540,0.047096,54250,22188,12080,7558,5354,3779,2963,2288,19602,1,1,1,1
23.9000,6018,1,1,68935,1,132408,0.520630,12,3,32,36,236004,28.55762,0.00173,2.37505,0.00777,0,1,3,1.941264,1.517444,1.517444,-0.540793,-0.540683,14.420251,607,0.037495,0.004848,54979,22378,12251,7674,5411,4090,2981,2320,20323,1,1,1,1
22.3500,6030,1,1,66425,1,127458,0.521156,5,1,19,140,226164,27.47530,0.00305,2.38234,0.00788,0,1,3,1.386965,1.008707,1.008707,-0.006846,-0.006792,14.954314,9953,0.000454,0.076506,52922,21749,11683,7438,5092,3812,2940,2342,19479,1,1,1,1
22.4000,6030,1,1,66676,0,127807,0.521697,2,82,82,95,206792,27.51001,0.00305,2.38234,0.00788,1,0,2,1.021107,1.000000,1.827566,-0.024252,-0.024249,14.937251,9651,0.001623,0.074269,53107,21683,11797,7534,5283,3823,2852,2331,19396,1,1,1,1
23.0000,6030,1,1,67821,1,130202,0.520895,3,1034,1034,1034,202553,27.92590,0.00305,2.38234,0.00788,0,1,3,1.467386,1.432632,1.432632,-0.232179,-0.232115,14.729384,6035,0.015759,0.047098,54247,22109,12045,7751,5270,3754,2993,2334,19698,1,1,1,1
23.9000,6030,1,1,69570,0,133423,0.521428,1,10,98,98,822835,28.54973,0.00305,2.38234,0.00788,1,1,2,1.142150,1.000000,1.806300,-0.544112,-0.544090,14.417082,606,0.037739,0.004832,55572,22928,12252,7742,5479,3919,3074,2372,20084,1,1,1,1
22.3500,6042,1,1,66417,1,127648,0.520318,3,9,9,88,278273,27.47622,0.00172,2.38128,0.00877,0,1,3,5.896147,4.770120,4.770120,-0.007156,-0.006862,14.954113,9971,0.000459,0.076493,52811,21845,11858,7573,5239,3697,2911,2199,19514,1,1,1,1
22.4000,6042,1,1,66346,0,127827,0.519034,2,5,15,58,209046,27.51086,0.00172,2.38128,0.00877,1,1,3,1.163402,1.000000,1.049656,-0.024352,-0.024327,14.936867,9669,0.001629,0.074262,52796,21804,12004,7466,5252,3868,2918,2239,19479,1,1,1,1
23.0000,6042,1,1,68299,1,130826,0.522064,1,13,111,111,260056,27.92684,0.00172,2.38128,0.00877,0,1,3,1.651501,1.255126,1.255126,-0.232354,-0.232271,14.729173,6043,0.015769,0.047067,54300,22403,12196,7775,5328,3882,2953,2407,19581,1,1,1,1
23.9000,6042,1,1,69648,0,133171,0.523001,2,5,112,112,493806,28.55059,0.00172,2.38128,0.00877,1,1,2,1.367249,1.000000,2.646892,-0.544291,-0.544239,14.417099,606,0.037750,0.004822,55311,22529,12367,7956,5448,3879,3055,2421,20204,1,1,1,1
