k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,4954,1,1,54647,1,104852,0.521187,1,26,26,195,200591,27.48269,0.00196,2.36245,0.00790,0,1,3,1.925693,1.442691,1.400347,-0.003816,-0.003684,14.957566,8177,0.000246,0.076490,43383,17896,9612,6402,4309,3166,2319,1873,15891,1,1,1,1
22.4000,4954,1,1,54856,0,104967,0.522607,1,3,4,111,372679,27.51739,0.00196,2.36245,0.00790,1,1,2,1.395090,1.000000,1.906053,-0.021202,-0.021135,14.940165,7929,0.001415,0.074256,43440,17608,9973,6231,4283,3160,2465,1923,15883,1,1,1,1
23.0000,4954,1,1,55532,0,106742,0.520250,1,2,33,33,253778,27.93337,0.00196,2.36245,0.00790,1,0,3,1.399925,1.000000,1.326168,-0.229149,-0.229081,14.732283,4956,0.015550,0.047069,44333,18203,9909,6304,4248,3115,2442,1961,16226,1,1,1,1
23.9000,4954,1,1,56576,0,109141,0.518380,1,1,7,15,834724,28.55711,0.00196,2.36245,0.00790,1,0,3,1.403171,1.000000,1.103572,-0.540999,-0.540931,14.420378,501,0.037512,0.004861,45554,18482,9888,6437,4381,3208,2452,1949,16789,1,1,1,1
22.3500,4955,1,1,54475,1,104856,0.519527,1,2,13,185,111307,27.47929,0.00342,2.36361,0.00750,0,1,3,1.986757,1.420856,1.420856,-0.004879,-0.004740,14.956624,8181,0.000317,0.076516,43443,17762,9683,6152,4295,3149,2467,1998,15906,1,1,1,1
22.4000,4955,1,1,54660,0,105226,0.519458,1,100,100,126,152338,27.51398,0.00342,2.36361,0.00750,1,0,2,1.023066,1.000000,2.402409,-0.022279,-0.022274,14.939197,7934,0.001491,0.074293,43678,17879,9818,6273,4354,3131,2381,1830,15881,1,1,1,1
23.0000,4955,1,1,55689,1,106834,0.521272,1,158,158,158,1206203,27.92987,0.00342,2.36361,0.00750,0,1,3,79.430255,68.691611,68.691611,-0.230563,-0.229680,14.731794,4959,0.015591,0.047089,44449,18093,9908,6281,4398,3092,2407,1982,16223,1,1,1,1
23.9000,4955,1,1,56757,1,109188,0.519815,2,22,22,129,66558,28.55363,0.00342,2.36361,0.00750,0,1,3,2.167112,1.551294,1.313243,-0.542045,-0.541889,14.419477,501,0.037580,0.004860,45272,18476,10340,6279,4481,3254,2617,1974,16494,1,1,1,1
22.3500,4956,1,1,54584,0,105108,0.519318,1,71,71,71,565127,27.47721,0.00182,2.35683,0.00872,1,1,2,1.154902,1.000000,12.000828,-0.006894,-0.006865,14.954224,8182,0.000459,0.076523,43880,17677,9606,6248,4210,3174,2408,1867,16037,1,1,1,1
22.4000,4956,1,1,54905,1,105064,0.522591,1,4,23,87,113349,27.51189,0.00182,2.35683,0.00872,0,1,3,1.863769,1.330997,1.312468,-0.024007,-0.023881,14.937425,7942,0.001599,0.074362,43565,17817,9765,6235,4189,3162,2419,1893,16018,1,1,1,1
23.0000,4956,1,1,55496,0,106861,0.519334,2,12,12,777,33154,27.92783,0.00182,2.35683,0.00872,1,1,2,1.402215,1.000000,6.417729,-0.232146,-0.232078,14.729230,4962,0.015756,0.047116,44447,18119,9888,6323,4342,3235,2417,1912,16177,1,1,1,1
23.9000,4956,1,1,56903,1,109494,0.519695,1,1,12,226,173957,28.55161,0.00182,2.35683,0.00872,0,1,3,1.684935,1.192993,1.192993,-0.543862,-0.543757,14.417589,502,0.037715,0.004870,45588,18585,10234,6447,4450,3184,2493,1963,16549,1,1,1,1
22.3500,4957,1,1,54502,0,104635,0.520882,1,4,4,892,71594,27.47803,0.00196,2.36050,0.00945,1,0,2,1.226794,1.000000,1.319548,-0.006138,-0.006097,14.955331,8180,0.000408,0.076483,43163,17836,9724,6169,4286,3156,2383,1866,16051,1,1,1,1
22.4000,4957,1,1,54596,0,104966,0.520135,18,60,60,60,231478,27.51271,0.00196,2.36050,0.00945,1,1,2,1.130576,1.000000,8.437780,-0.023666,-0.023641,14.937415,7934,0.001583,0.074272,43641,17688,9766,6280,4251,3061,2390,1898,15990,1,1,1,1
23.0000,4957,1,1,55919,1,107191,0.521681,1,6,7,267,137462,27.92871,0.00196,2.36050,0.00945,0,1,3,4.382954,3.504097,3.504097,-0.231577,-0.231279,14.729830,4957,0.015701,0.047057,44578,18329,9942,6306,4242,3184,2413,1849,16347,1,1,1,1
23.9000,4957,1,1,57092,0,109714,0.520376,1,34,410,410,10874045,28.55250,0.00196,2.36050,0.00945,1,0,2,1.076664,1.000000,2.782707,-0.543449,-0.543434,14.418027,496,0.037691,0.004810,45519,18740,10414,6414,4494,3140,2502,2017,16473,1,1,1,1
22.3500,4958,1,1,54656,0,105173,0.519682,2,2,17,806,55733,27.47717,0.00182,2.35751,0.00812,1,0,3,1.344044,1.000000,1.037107,-0.006707,-0.006647,14.954747,8183,0.000444,0.076498,43559,18052,9796,6204,4174,3120,2426,1987,15854,1,1,1,1
22.4000,4958,1,1,54773,1,105201,0.520656,1,8,71,71,14496096,27.51184,0.00182,2.35751,0.00812,0,1,3,6.844407,4.923034,4.923034,-0.024201,-0.023813,14.937207,7935,0.001594,0.074267,43750,17886,9873,6219,4150,3074,2426,1860,15962,1,1,1,1
23.0000,4958,1,1,55393,1,106543,0.519917,2,22,22,45,95607,27.92776,0.00182,2.35751,0.00812,0,1,3,10.024914,8.907860,8.907860,-0.232219,-0.231754,14.729061,4960,0.015734,0.047079,44281,17859,9927,6255,4280,3160,2508,1963,16309,1,1,1,1
23.9000,4958,1,1,57180,0,109642,0.521520,18,5,44,51,63438,28.55156,0.00182,2.35751,0.00812,1,1,2,1.413034,1.000000,2.824539,-0.544004,-0.543934,14.417411,498,0.037728,0.004829,45555,18717,10119,6482,4463,3285,2423,2031,16566,1,1,1,1
22.3500,4959,1,1,54787,1,104887,0.522348,2,2,4,13,412752,27.47792,0.00295,2.35453,0.00792,0,0,3,1.551483,1.265220,1.265220,-0.005730,-0.005641,14.955523,8183,0.000377,0.076479,43624,17806,9566,6193,4192,3187,2461,1947,15910,1,1,1,1
22.4000,4959,1,1,54749,1,104951,0.521667,1,10,10,127,68167649,27.51259,0.00295,2.35453,0.00792,0,1,3,4.874910,4.122342,4.122342,-0.023184,-0.022865,14.938581,7938,0.001531,0.074273,43527,17808,9751,6175,4298,3132,2325,1924,16010,1,1,1,1
23.0000,4959,1,1,55571,1,107000,0.519360,43,32,43,40604,40604,27.92856,0.00295,2.35453,0.00792,0,1,3,3.712854,3.168437,3.168437,-0.231143,-0.230879,14.730562,4960,0.015673,0.047065,44245,18420,10013,6372,4269,3167,2428,1907,16178,1,1,1,1
23.9000,4959,1,1,56989,1,109764,0.519200,1,3,11,96,150656,28.55238,0.00295,2.35453,0.00792,0,0,3,2.351784,1.769241,1.769241,-0.542994,-0.542822,14.418424,496,0.037648,0.004808,45573,18807,10284,6477,4525,3114,2471,1902,16610,1,1,1,1
22.3500,4960,1,1,54458,0,104807,0.519608,6,240,240,240,500788,27.48116,0.00196,2.35430,0.00751,1,1,2,1.247243,1.000000,66.934883,-0.005107,-0.005062,14.956361,8190,0.000338,0.076525,43419,17761,9655,6129,4346,3124,2382,1901,16089,1,1,1,1
22.4000,4960,1,1,54629,1,105423,0.518194,1,3,49,49,691126,27.51581,0.00196,2.35430,0.00751,0,1,3,1.676022,1.185180,1.090578,-0.022013,-0.021909,14.939429,7942,0.001467,0.074292,43769,18041,9813,6224,4224,3094,2414,1782,16061,1,1,1,1
23.0000,4960,1,1,55625,1,106781,0.520931,21,9,21,21,1807681,27.93170,0.00196,2.35430,0.00751,0,1,3,4.416746,3.826203,3.826203,-0.230091,-0.229791,14.731674,4976,0.015598,0.047203,44292,18287,9895,6283,4329,3104,2374,1888,16328,1,1,1,1
