k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,6011,1,1,66108,0,126867,0.521085,2,13,14,231,376707,27.48085,0.00138,2.38062,0.00695,1,1,2,1.239984,1.000000,3.681675,-0.004974,-0.004938,14.956522,9922,0.000330,0.076498,52600,21606,11766,7374,5226,3748,2911,2281,19354,1,1,1,1
22.4000,6011,1,1,66218,0,127276,0.520275,2,1,50,106,1075295,27.51556,0.00138,2.38062,0.00695,1,1,3,1.410690,1.000000,1.115471,-0.022222,-0.022165,14.939234,9621,0.001484,0.074263,52580,21765,11902,7591,5124,3748,2922,2289,19354,1,1,1,1
23.0000,6011,1,1,67424,0,129309,0.521422,3,2,51,51,1377302,27.93149,0.00138,2.38062,0.00695,1,1,3,1.394624,1.000000,1.250501,-0.230199,-0.230144,14.731270,6015,0.015623,0.047084,53658,21832,11926,7740,5216,3958,2955,2346,19677,1,1,1,1
23.9000,6011,1,1,68662,0,132179,0.519466,1,4,12,252,430377,28.55522,0.00138,2.38062,0.00695,1,0,2,1.215224,1.000000,1.322295,-0.542072,-0.542040,14.419426,605,0.037591,0.004838,54945,22315,12009,7803,5425,3956,2943,2439,20343,1,1,1,1
22.3500,6023,1,1,66515,1,127526,0.521584,3,16,45,49,2256896,27.48410,0.00161,2.38335,0.00753,0,1,3,6.287782,5.582577,5.582577,-0.003357,-0.003052,14.958436,9941,0.000204,0.076482,53174,21522,11763,7373,5302,3767,2913,2386,19325,1,1,1,1
22.4000,6023,1,1,66382,0,127474,0.520753,2,29,41,455,147587,27.51874,0.00161,2.38335,0.00753,1,1,2,1.271277,1.000000,9.241770,-0.020719,-0.020679,14.940598,9640,0.001384,0.074254,52947,21804,11710,7479,5221,3670,2854,2286,19502,1,1,1,1
23.0000,6023,1,1,67628,0,129618,0.521753,7,6,35,35,1890449,27.93466,0.00161,2.38335,0.00753,1,1,2,1.326922,1.000000,2.639487,-0.228571,-0.228524,14.732917,6026,0.015511,0.047071,53713,22094,12169,7521,5121,3921,3038,2283,19757,1,1,1,1
23.9000,6023,1,1,68991,1,132586,0.520353,6,24,24,140,272819,28.55841,0.00161,2.38335,0.00753,0,0,3,1.967310,1.819100,1.819100,-0.540416,-0.540303,14.420778,606,0.037467,0.004836,54958,22329,12363,7854,5349,4042,3085,2319,20286,1,1,1,1
22.3500,6035,1,1,66479,1,127524,0.521310,44,2,44,629,1363933,27.47560,0.00371,2.38348,0.00745,0,1,3,2.059203,1.522169,1.522169,-0.006426,-0.006307,14.955126,9959,0.000422,0.076485,52870,21689,11927,7521,5089,3800,2867,2243,19517,1,1,1,1
22.4000,6035,1,1,66953,1,127909,0.523447,1,7,9,86,238703,27.51028,0.00371,2.38348,0.00745,0,1,3,1.210824,1.110445,1.110445,-0.023745,-0.023714,14.937775,9657,0.001587,0.074251,53114,21693,11813,7507,5188,3902,2926,2347,19418,1,1,1,1
