k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,3498,1,1,38449,1,73904,0.520263,1,4,34,139,432730,27.44802,0.00984,2.37235,0.01185,0,1,3,3.481504,2.634498,2.634498,-0.017608,-0.017252,14.943707,5771,0.001154,0.076524,30827,12461,6758,4335,3059,2212,1695,1317,11239,1,1,1,1
22.4000,3498,1,1,38533,1,73818,0.522007,1,3,38,70,198349,27.48270,0.00984,2.37235,0.01185,0,1,3,1.792130,1.268407,1.204546,-0.034826,-0.034659,14.926543,5600,0.002322,0.074342,30521,12425,6924,4350,3078,2241,1645,1354,11279,1,1,1,1
23.0000,3498,1,1,39186,0,75020,0.522348,2,1,18,642,32191,27.89862,0.00984,2.37235,0.01185,1,1,3,1.401342,1.000000,1.112338,-0.242787,-0.242691,14.718482,3497,0.016489,0.047080,31001,12728,6927,4584,3076,2159,1781,1314,11449,1,1,1,1
23.9000,3498,1,1,39923,1,77076,0.517976,1,2,14,127,631603,28.52242,0.00984,2.37235,0.01185,0,0,3,1.810109,1.436278,1.436278,-0.554716,-0.554547,14.406464,348,0.038493,0.004787,31884,13105,7258,4617,3164,2222,1702,1408,11715,1,1,1,1
22.3500,3499,1,1,38507,1,73812,0.521697,11,3,42,68,35619,27.44383,0.00629,2.36765,0.01610,0,1,3,2.005601,1.711833,1.711833,-0.021349,-0.021150,14.939328,5782,0.001416,0.076671,30517,12652,6766,4366,3013,2224,1696,1366,11211,1,1,1,1
22.4000,3499,1,1,39049,1,74309,0.525502,14,2069,2069,2069,52960,27.47850,0.00629,2.36765,0.01610,0,0,3,26.532153,26.460987,26.460987,-0.039075,-0.038138,14.921583,5608,0.002556,0.074452,30854,12657,7068,4404,2967,2193,1729,1291,11145,1,1,1,1
23.0000,3499,1,1,39344,0,75408,0.521755,3,18,21,686,92905,27.89450,0.00629,2.36765,0.01610,1,1,2,1.323115,1.000000,7.103320,-0.246890,-0.246810,14.714269,3508,0.016774,0.047228,31272,12875,7104,4417,3014,2220,1641,1375,11489,1,1,1,1
23.9000,3499,1,1,40074,0,77182,0.519221,1,2,46,46,71995,28.51832,0.00629,2.36765,0.01610,1,1,2,1.414035,1.000000,1.585063,-0.558576,-0.558477,14.402742,358,0.038776,0.004924,31889,13269,7178,4610,3157,2293,1743,1394,11648,1,1,1,1
22.3500,3500,1,1,38410,0,73522,0.522436,2,8,33,463,201680,27.44770,0.00626,2.36840,0.00896,1,1,2,1.175369,1.000000,1.633112,-0.019548,-0.019501,14.941397,5783,0.001305,0.076651,30369,12346,6909,4356,3066,2128,1659,1283,11405,1,1,1,1
22.4000,3500,1,1,38521,1,73997,0.520582,1,14,137,137,73800,27.48236,0.00626,2.36840,0.00896,0,1,3,9.176655,7.311789,7.311789,-0.037091,-0.036458,14.924934,5608,0.002443,0.074414,30618,12600,6866,4454,2996,2216,1661,1324,11261,1,1,1,1
23.0000,3500,1,1,39202,0,75241,0.521026,1,13,93,158,135137,27.89825,0.00626,2.36840,0.00896,1,1,2,1.084914,1.000000,1.344691,-0.244786,-0.244762,14.715936,3508,0.016632,0.047209,31212,12938,6933,4450,3022,2191,1716,1321,11457,1,1,1,1
23.9000,3500,1,1,40205,1,77250,0.520460,1,18,2420,2420,171059,28.52208,0.00626,2.36840,0.00896,0,1,3,2.655836,1.959337,1.819143,-0.556752,-0.556473,14.404641,358,0.038631,0.004922,32078,13168,7080,4582,3119,2285,1816,1413,11708,1,1,1,1
22.3500,3501,1,1,38726,0,74070,0.522837,2,3,23,23,2361888,27.44807,0.00681,2.36057,0.01024,1,0,3,1.262567,1.000000,1.115409,-0.018964,-0.018897,14.942434,5781,0.001265,0.076598,30816,12577,6985,4275,2993,2176,1636,1351,11260,1,1,1,1
22.4000,3501,1,1,38561,1,74206,0.519655,1,18,20,144,124030,27.48272,0.00681,2.36057,0.01024,0,1,3,2.154242,2.086044,2.086044,-0.036377,-0.036158,14.925246,5606,0.002423,0.074364,30788,12599,6994,4296,2971,2271,1723,1324,11239,1,1,1,1
23.0000,3501,1,1,39104,0,75321,0.519172,3,218,218,218,433137,27.89869,0.00681,2.36057,0.01024,1,1,2,1.012113,1.000000,2.677481,-0.244396,-0.244393,14.715758,3505,0.016608,0.047156,31091,12906,6989,4497,3103,2232,1672,1379,11451,1,1,1,1
23.9000,3501,1,1,40418,0,77590,0.520924,6,4,13,13,91639,28.52234,0.00681,2.36057,0.01024,1,0,3,1.213272,1.000000,1.048750,-0.556089,-0.556034,14.405315,355,0.038599,0.004879,32208,13188,7359,4558,3170,2374,1766,1373,11593,1,1,1,1
22.3500,3502,1,1,38793,1,74455,0.521033,2,2,63,981,33593,27.45192,0.00420,2.36337,0.01120,0,1,3,1.988812,1.416858,1.416858,-0.018309,-0.018112,14.943136,5785,0.001212,0.076625,30977,12724,6835,4427,3023,2235,1728,1337,11168,1,1,1,1
22.4000,3502,1,1,38661,1,73990,0.522524,1,6,14,29,1472723,27.48656,0.00420,2.36337,0.01120,0,1,3,3.358535,2.769835,2.769835,-0.035725,-0.035379,14.925482,5611,0.002370,0.074408,30629,12491,6875,4418,3009,2238,1705,1295,11329,1,1,1,1
23.0000,3502,1,1,39007,1,75221,0.518572,1,106,106,106,8244516,27.90260,0.00420,2.36337,0.01120,0,1,3,66.484901,51.998948,51.998948,-0.244167,-0.242969,14.718444,3508,0.016508,0.047174,31294,12696,7011,4402,3000,2190,1776,1371,11480,1,1,1,1
23.9000,3502,1,1,40139,1,77275,0.519437,1,1,11,77,373623,28.52628,0.00420,2.36337,0.01120,0,0,3,1.572177,1.132361,1.132361,-0.555458,-0.555329,14.405825,357,0.038549,0.004905,32208,12988,7243,4586,3114,2198,1784,1365,11788,1,1,1,1
