k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,6007,1,1,66044,0,126608,0.521646,3,9,16,34,52337,27.48396,0.00138,2.38264,0.00838,1,1,2,1.413505,1.000000,4.739011,-0.003485,-0.003427,14.957966,9916,0.000229,0.076495,52456,21437,11767,7427,5095,3738,2945,2217,19525,1,1,1,1
22.4000,6007,1,1,66545,1,127550,0.521721,1,65,65,65,649463,27.51858,0.00138,2.38264,0.00838,0,1,3,2.914282,2.350816,2.316882,-0.020732,-0.020554,14.940906,9615,0.001376,0.074257,53102,21642,11963,7521,5120,3801,2820,2322,19258,1,1,1,1
23.0000,6007,1,1,67268,0,129537,0.519300,36,6,36,5964,112760,27.93456,0.00138,2.38264,0.00838,1,1,3,1.174496,1.000000,1.165881,-0.228665,-0.228639,14.732564,6010,0.015519,0.047072,53645,22216,12185,7547,5317,3779,2871,2381,19595,1,1,1,1
23.9000,6007,1,1,69092,0,132648,0.520871,1,6,92,92,86724,28.55836,0.00138,2.38264,0.00838,1,0,2,1.242212,1.000000,1.931314,-0.540606,-0.540570,14.420890,605,0.037485,0.004841,55138,22553,12311,7812,5433,3934,2975,2471,20020,1,1,1,1
22.3500,6019,1,1,66394,0,127155,0.522154,3,132,132,524,254698,27.48573,0.00161,2.38314,0.00684,1,1,2,1.234272,1.000000,34.826937,-0.002626,-0.002592,14.958870,9939,0.000173,0.076515,52525,21835,11784,7484,5081,3823,3038,2243,19341,1,1,1,1
22.4000,6019,1,1,66717,1,127633,0.522729,1,2,149,1409,196209,27.52039,0.00161,2.38314,0.00684,0,1,3,1.523764,1.080870,1.080870,-0.019662,-0.019592,14.941808,9636,0.001311,0.074267,53064,21531,11829,7628,5247,3799,2900,2291,19343,1,1,1,1
23.0000,6019,1,1,67234,0,129616,0.518721,1,3,17,18,1978110,27.93635,0.00161,2.38314,0.00684,1,1,2,1.376099,1.000000,2.042312,-0.227699,-0.227646,14.733697,6025,0.015451,0.047092,53755,22105,12169,7619,5281,3964,2895,2210,19617,1,1,1,1
23.9000,6019,1,1,69159,1,132813,0.520729,16,72,72,72,2383713,28.56017,0.00161,2.38314,0.00684,0,1,3,2.520413,1.932564,1.833188,-0.539601,-0.539448,14.421998,608,0.037405,0.004855,55038,22660,12317,7964,5305,3894,3005,2448,20181,1,1,1,1
22.3500,6031,1,1,66415,1,128024,0.518774,1,8,10,414,235594,27.47504,0.00161,2.37861,0.00755,0,1,3,5.000031,4.081078,4.081078,-0.007770,-0.007503,14.953677,9953,0.000502,0.076497,53003,21923,12012,7564,5284,3846,2965,2333,19093,1,1,1,1
22.4000,6031,1,1,65971,1,127187,0.518697,3,57,1355,1355,303788,27.50975,0.00161,2.37861,0.00755,0,0,3,2.119122,1.868143,1.868143,-0.025060,-0.024935,14.936227,9651,0.001669,0.074262,52579,21539,11931,7406,5140,3792,2949,2295,19555,1,1,1,1
23.0000,6031,1,1,67779,1,130212,0.520532,1,2,20,113,307668,27.92569,0.00161,2.37861,0.00755,0,1,3,1.410535,1.045631,1.045631,-0.232978,-0.232921,14.728512,6032,0.015814,0.047069,54037,22281,12261,7609,5236,3838,2906,2394,19649,1,1,1,1
23.9000,6031,1,1,69193,1,132803,0.521024,1,11,12,96,440528,28.54942,0.00161,2.37861,0.00755,0,1,3,7.929673,6.081775,6.081775,-0.544990,-0.544646,14.416848,606,0.037778,0.004831,55008,22724,12346,7799,5345,3979,3035,2382,20184,1,1,1,1
22.3500,6043,1,1,66560,0,127801,0.520814,7,106,106,112,1820783,27.47350,0.00293,2.38095,0.00837,1,1,2,1.051495,1.000000,5.624379,-0.008000,-0.007992,14.953017,9976,0.000534,0.076524,53194,21682,11902,7510,5134,3827,2802,2229,19520,1,1,1,1
22.4000,6043,1,1,66906,0,128312,0.521436,1,6,35,35,586337,27.50814,0.00293,2.38095,0.00837,1,1,2,1.401551,1.000000,3.394301,-0.025278,-0.025223,14.936187,9674,0.001689,0.074292,53233,21854,12017,7607,5200,3787,2965,2231,19417,1,1,1,1
23.0000,6043,1,1,67903,1,130167,0.521665,1,4,15,15,1231055,27.92405,0.00293,2.38095,0.00837,0,0,3,2.667202,2.035156,2.035156,-0.233192,-0.233029,14.728273,6046,0.015822,0.047086,53974,21897,12194,7874,5267,3830,3014,2258,19858,1,1,1,1
23.9000,6043,1,1,69397,1,133430,0.520104,1,3,8,43,200848,28.54780,0.00293,2.38095,0.00837,0,1,3,2.869628,2.167039,2.167039,-0.545073,-0.544898,14.416289,608,0.037797,0.004838,55524,22590,12257,8003,5574,3974,3054,2291,20162,1,1,1,1
22.3500,6055,1,1,67039,1,128043,0.523570,1,6,14,318,538145,27.47848,0.00270,2.38660,0.00757,0,0,3,2.722664,2.034111,2.034111,-0.005515,-0.005350,14.955971,9991,0.000358,0.076473,53085,21540,12020,7679,5174,3909,2830,2351,19454,1,1,1,1
22.4000,6055,1,1,67027,1,128153,0.523027,2,2,99,99,229214,27.51316,0.00270,2.38660,0.00757,0,0,3,1.309058,1.038562,1.038562,-0.022804,-0.022759,14.938513,9690,0.001524,0.074255,53017,21716,12077,7455,5199,3914,2923,2404,19447,1,1,1,1
23.0000,6055,1,1,67888,0,130301,0.521013,34,5,34,88,301353,27.92905,0.00270,2.38660,0.00757,1,1,2,1.301660,1.000000,1.931377,-0.230798,-0.230755,14.730543,6054,0.015665,0.047047,54085,22071,12128,7859,5291,3857,2990,2383,19636,1,1,1,1
23.9000,6055,1,1,69527,1,133501,0.520801,4,7,35,414,197156,28.55283,0.00270,2.38660,0.00757,0,0,3,1.718591,1.502571,1.502571,-0.542666,-0.542577,14.418598,605,0.037630,0.004803,55568,22492,12392,7776,5465,3956,3070,2377,20404,1,1,1,1
22.3500,6067,1,1,66685,1,128214,0.520111,1,6,39,139,568887,27.47769,0.00149,2.37325,0.00659,0,0,3,2.994492,2.344284,2.344284,-0.006506,-0.006325,14.954958,10014,0.000423,0.076502,52999,21920,11836,7556,5236,3861,3013,2256,19536,1,1,1,1
22.4000,6067,1,1,67142,0,128645,0.521921,4,1,26,65,1227624,27.51231,0.00149,2.37325,0.00659,1,1,3,1.412668,1.000000,1.052113,-0.023745,-0.023688,14.937709,9711,0.001586,0.074273,53444,21816,12023,7542,5217,3744,2913,2272,19673,1,1,1,1
23.0000,6067,1,1,68193,1,130820,0.521277,2,18,18,134,205070,27.92829,0.00149,2.37325,0.00659,0,1,3,7.142126,6.375988,6.375988,-0.231887,-0.231563,14.729929,6070,0.015721,0.047080,54621,22164,11988,7612,5365,3850,3037,2318,19864,1,1,1,1
23.9000,6067,1,1,69543,1,133867,0.519497,1,6,20,60,4670156,28.55209,0.00149,2.37325,0.00659,0,1,3,2.867408,2.462691,2.462691,-0.543706,-0.543533,14.417944,610,0.037698,0.004834,55568,22735,12546,7781,5450,3973,2985,2448,20380,1,1,1,1
22.3500,6079,1,1,67371,1,128881,0.522742,1,15,15,118,341987,27.47267,0.00218,2.37390,0.00795,0,1,3,11.779183,8.409113,8.409113,-0.008749,-0.008343,14.953152,10030,0.000558,0.076482,53661,21966,11933,7598,5231,3821,2901,2209,19560,1,1,1,1
22.4000,6079,1,1,67076,0,128426,0.522297,2,20,20,8247,187961,27.50733,0.00218,2.37390,0.00795,1,0,2,1.110404,1.000000,2.454794,-0.025979,-0.025962,14.935524,9726,0.001738,0.074252,53255,21833,11707,7542,5099,3892,2997,2321,19779,1,1,1,1
23.0000,6079,1,1,68228,0,130930,0.521107,1,15,15,31,1042725,27.92329,0.00218,2.37390,0.00795,1,1,2,1.413857,1.000000,8.330949,-0.234058,-0.234001,14.727385,6078,0.015889,0.047057,54452,22324,12004,7748,5389,3883,2917,2363,19849,1,1,1,1
23.9000,6079,1,1,69495,1,133800,0.519399,11,7,11,27,65627,28.54711,0.00218,2.37390,0.00795,0,1,3,1.242094,1.121462,1.121462,-0.545804,-0.545768,14.415718,611,0.037859,0.004833,55482,22488,12631,7899,5413,3899,3036,2350,20601,1,1,1,1
22.3500,6091,1,1,67323,1,129064,0.521629,1,1,230,230,41755,27.47769,0.00148,2.37613,0.00586,0,0,3,1.783888,1.386919,1.386919,-0.006412,-0.006317,14.955138,10059,0.000422,0.076542,53571,21897,11832,7728,5180,3917,2888,2426,19624,1,1,1,1
22.4000,6091,1,1,67231,1,129074,0.520876,1,38,38,38,880871,27.51240,0.00148,2.37613,0.00586,0,1,3,4.199002,3.761008,3.761008,-0.023853,-0.023618,14.937868,9750,0.001581,0.074277,53569,21870,11915,7732,5274,3897,2915,2384,19517,1,1,1,1
23.0000,6091,1,1,68284,0,130626,0.522748,13,2,15,15,399694,27.92834,0.00148,2.37613,0.00586,1,1,3,1.370279,1.000000,1.253157,-0.231730,-0.231678,14.729664,6094,0.015729,0.047081,54184,22174,12104,7719,5278,3790,2931,2398,20047,1,1,1,1
23.9000,6091,1,1,69669,1,134179,0.519228,3,7,16,1527,165108,28.55207,0.00148,2.37613,0.00586,0,1,3,1.982147,1.803780,1.803780,-0.543624,-0.543512,14.417976,613,0.037697,0.004838,55721,22796,12369,8032,5513,4019,3050,2445,20233,1,1,1,1
22.3500,6103,1,1,67138,0,129568,0.518172,2,8,15,140,227584,27.47942,0.00213,2.37779,0.00753,1,1,2,1.178760,1.000000,1.772804,-0.005338,-0.005311,14.955902,10075,0.000355,0.076509,53789,22312,12013,7521,5263,3866,2954,2362,19487,1,1,1,1
22.4000,6103,1,1,66896,0,128682,0.519859,6,17,17,26,590780,27.51406,0.00213,2.37779,0.00753,1,1,2,1.124115,1.000000,2.293951,-0.022680,-0.022661,14.938494,9769,0.001517,0.074272,53307,21676,11991,7741,5176,3809,2932,2274,19775,1,1,1,1
23.0000,6103,1,1,68373,1,130861,0.522490,1,8,8,470,90899,27.92997,0.00213,2.37779,0.00753,0,0,3,3.036398,2.451744,2.451744,-0.230641,-0.230459,14.730801,6108,0.015645,0.047093,54093,22361,12092,7666,5366,3908,3052,2313,20009,1,1,1,1
