k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,4,1,1,38,0,68,0.567164,10,3,15,65,65,23.50394,0.86643,2.81549,2.25273,1,0,3,1.268737,1.000000,1.001168,-1.529968,-1.470463,13.246049,9,0.111011,0.117739,29,10,2,7,1,1,1,1,15,1,1,1,1
22.4000,4,1,1,38,0,68,0.567164,10,3,15,65,65,23.50394,0.86643,2.81549,2.25273,1,0,3,1.268737,1.000000,1.001168,-1.529968,-1.470463,13.246049,9,0.111011,0.117739,29,10,2,7,1,1,1,1,15,1,1,1,1
23.0000,4,1,1,39,1,73,0.541667,2,3,5,147,147,24.02380,0.86643,2.81549,2.25273,0,1,3,2.516982,1.973981,1.973981,-1.874515,-1.643750,13.072762,8,0.125739,0.106044,32,7,8,4,4,3,2,3,9,1,1,1,1
23.9000,4,1,1,40,0,74,0.547945,2,1,7,39,877,24.54366,0.86643,2.81549,2.25273,1,1,3,1.412207,1.000000,1.014852,-2.051075,-1.964787,12.662113,4,0.155171,0.054742,30,12,7,5,3,3,3,1,9,1,1,1,1
22.3500,5,1,1,48,0,85,0.571429,1,2,145,145,145,22.82645,0.83178,2.58754,3.12024,1,1,3,1.367246,1.000000,1.309895,-1.913521,-1.850961,12.732910,7,0.145368,0.076212,35,17,6,5,2,3,2,2,12,1,1,1,1
22.4000,5,1,1,40,0,79,0.512821,43,5,72,72,89,22.96508,0.83178,2.58754,3.12024,1,1,2,1.367246,1.000000,2.553828,-2.052150,-1.989590,12.594280,6,0.157976,0.066044,30,10,9,2,6,4,1,1,15,1,1,1,1
23.0000,5,1,1,44,0,94,0.473118,1,2,7,12,44,23.38097,0.83178,2.58754,3.12024,1,1,3,1.367246,1.000000,1.332423,-2.190779,-2.128220,12.455651,5,0.170864,0.055649,33,18,7,11,6,3,2,2,11,1,1,1,1
23.9000,5,1,1,42,0,93,0.456522,1,13,17,69,69,23.93548,0.83178,2.58754,3.12024,1,1,2,1.293869,1.000000,4.924168,-2.603794,-2.552267,12.189850,-1,0.209376,-0.011373,44,8,10,4,5,4,2,1,14,1,1,1,1
22.3500,6,1,1,56,0,112,0.504505,6,2,27,101,222,23.49466,0.57762,1.62392,2.27588,1,1,3,1.397624,1.000000,1.095970,-1.739176,-1.683380,13.021919,13,0.129273,0.115330,52,15,9,7,4,4,3,0,17,1,1,1,1
22.4000,6,1,1,56,0,112,0.504505,6,2,27,101,222,23.49466,0.57762,1.62392,2.27588,1,1,3,1.397624,1.000000,1.095970,-1.739176,-1.683380,13.021919,13,0.129273,0.115330,52,15,9,7,4,4,3,0,17,1,1,1,1
