k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,4483,1,1,49569,1,95084,0.521323,1,4,45,125,657364,27.49661,0.00232,2.37160,0.00721,0,1,3,3.160405,2.511342,2.511342,0.003074,0.003331,14.964450,7403,-0.000223,0.076490,39569,16087,8790,5600,3829,2877,2165,1706,14460,1,1,1,1
22.4000,4483,1,1,49364,0,94762,0.520932,1,8,47,47,140200,27.53125,0.00232,2.37160,0.00721,1,0,2,1.187286,1.000000,1.936306,-0.014214,-0.014176,14.947241,7177,0.000948,0.074240,39262,15946,8790,5662,3795,2858,2242,1657,14549,1,1,1,1
23.0000,4483,1,1,50440,0,96613,0.522088,1,26,26,39,379523,27.94717,0.00232,2.37160,0.00721,1,0,2,1.068613,1.000000,1.975357,-0.222173,-0.222158,14.739286,4487,0.015073,0.047069,40216,16424,8793,5628,3914,2880,2195,1731,14831,1,1,1,1
23.9000,4483,1,1,51709,1,99089,0.521849,1,66,809,809,620303,28.57089,0.00232,2.37160,0.00721,0,1,3,23.548161,21.809967,21.809967,-0.534307,-0.533602,14.427853,453,0.036984,0.004855,41034,16983,9192,5831,3983,2991,2309,1836,14929,1,1,1,1
22.3500,4484,1,1,49346,0,94705,0.521055,1,46,46,46,3185652,27.49823,0.00247,2.37047,0.00725,1,1,2,1.409269,1.000000,23.362187,0.003766,0.003842,14.965166,7405,-0.000257,0.076490,39427,15919,8799,5418,3780,2909,2165,1766,14521,1,1,1,1
22.4000,4484,1,1,49962,0,95157,0.525054,1,16,16,277,43439,27.53286,0.00247,2.37047,0.00725,1,1,3,1.059578,1.000000,1.117780,-0.013199,-0.013186,14.948261,7179,0.000882,0.074239,39789,16010,8781,5525,3894,2806,2203,1663,14485,1,1,1,1
23.0000,4484,1,1,50323,1,96682,0.520506,2,2337,2337,2337,84987,27.94884,0.00247,2.37047,0.00725,0,1,3,35.521052,34.951260,34.951260,-0.221583,-0.220787,14.740670,4488,0.014978,0.047065,40115,16396,9027,5712,3914,2878,2270,1770,14599,1,1,1,1
23.9000,4484,1,1,51642,0,98783,0.522788,6,2,13,127,1497552,28.57258,0.00247,2.37047,0.00725,1,1,3,1.364254,1.000000,1.254179,-0.533072,-0.533003,14.428357,453,0.036941,0.004853,41006,16665,9170,5862,3934,2968,2204,1797,15176,1,1,1,1
22.3500,4485,1,1,49514,0,94873,0.521903,1,2,34,469,97592,27.49199,0.00389,2.37479,0.00935,1,1,2,1.411347,1.000000,1.644466,0.001701,0.001778,14.963097,7401,-0.000119,0.076442,39264,16290,8912,5540,3848,2751,2097,1686,14484,1,1,1,1
22.4000,4485,1,1,49465,1,94977,0.520816,16,53,53,411,69386,27.52676,0.00389,2.37479,0.00935,0,0,3,1.214677,1.154798,1.154798,-0.015647,-0.015604,14.945191,7176,0.001044,0.074207,39366,16093,8824,5542,3948,2771,2183,1747,14502,1,1,1,1
23.0000,4485,1,1,50699,1,96764,0.523950,5,4,12,14,138018,27.94265,0.00389,2.37479,0.00935,0,0,3,1.846319,1.679579,1.679579,-0.223630,-0.223493,14.737443,4485,0.015165,0.047033,40319,16358,9045,5594,3958,2909,2229,1670,14681,1,1,1,1
23.9000,4485,1,1,51561,1,99358,0.518947,1,18,43,44,134474,28.56640,0.00389,2.37479,0.00935,0,1,3,2.909000,2.602020,2.602020,-0.535560,-0.535322,14.426112,455,0.037108,0.004874,41297,16982,9270,5879,4033,2973,2208,1758,14957,1,1,1,1
22.3500,4486,1,1,49521,1,95105,0.520704,6,68,68,68,284808,27.49172,0.00232,2.36929,0.00860,0,1,3,9.676964,9.207658,9.207658,0.000491,0.000997,14.962447,7406,-0.000067,0.076480,39575,16027,8829,5619,3883,2826,2325,1674,14346,1,1,1,1
22.4000,4486,1,1,49664,0,95326,0.520997,2,4,129,179,1125531,27.52633,0.00232,2.36929,0.00860,1,1,2,1.269607,1.000000,1.435756,-0.016604,-0.016551,14.944604,7182,0.001107,0.074255,39673,16130,8955,5660,3956,2783,2117,1670,14381,1,1,1,1
23.0000,4486,1,1,50296,0,96668,0.520302,1,19,94,94,288930,27.94228,0.00232,2.36929,0.00860,1,1,2,1.222855,1.000000,4.843780,-0.224718,-0.224673,14.736735,4493,0.015246,0.047109,40077,16346,9069,5750,3935,2879,2201,1738,14672,1,1,1,1
23.9000,4486,1,1,51479,1,99117,0.519381,1,8,10,29,5713411,28.56606,0.00232,2.36929,0.00860,0,1,3,5.847243,4.519417,4.519417,-0.536595,-0.536201,14.424792,454,0.037172,0.004863,41154,16821,9306,5845,3999,3003,2260,1796,14932,1,1,1,1
22.3500,4487,1,1,49412,0,94894,0.520713,150,2,150,150,191801,27.49280,0.00382,2.37119,0.00784,1,1,2,1.394194,1.000000,1.396800,0.002044,0.002119,14.963459,7406,-0.000142,0.076458,39446,15969,8862,5571,3789,2904,2159,1718,14475,1,1,1,1
22.4000,4487,1,1,49763,1,95099,0.523281,3,3,14,23,147244,27.52740,0.00382,2.37119,0.00784,0,0,3,1.325153,1.092429,1.092429,-0.015229,-0.015166,14.945936,7183,0.001015,0.074242,39373,16253,8843,5638,3820,2819,2139,1692,14521,1,1,1,1
23.0000,4487,1,1,50619,1,96622,0.523892,7,19,19,28,585342,27.94341,0.00382,2.37119,0.00784,0,1,3,13.266435,9.723802,9.723802,-0.223479,-0.222903,14.737454,4489,0.015125,0.047054,40209,16053,9196,5750,3785,2879,2180,1811,14758,1,1,1,1
23.9000,4487,1,1,51306,0,98749,0.519565,1,2,4,461,276148,28.56720,0.00382,2.37119,0.00784,1,0,3,1.271687,1.000000,1.077467,-0.535116,-0.535062,14.425956,452,0.037090,0.004840,40998,16694,9062,5767,4075,2894,2325,1782,15151,1,1,1,1
22.3500,4488,1,1,49575,1,95063,0.521502,14,2,20,20,131693,27.49426,0.00247,2.37048,0.00954,0,1,3,1.771454,1.378803,1.378803,0.002164,0.002292,14.963682,7410,-0.000153,0.076481,39591,16090,8821,5633,3853,2780,2193,1716,14385,1,1,1,1
22.4000,4488,1,1,49606,0,95315,0.520448,1,23,23,23,163230,27.52901,0.00247,2.37048,0.00954,1,1,2,1.282020,1.000000,7.739209,-0.015408,-0.015353,14.945813,7186,0.001027,0.074257,39535,16216,8941,5578,3967,2840,2207,1689,14341,1,1,1,1
23.0000,4488,1,1,50106,0,96629,0.518545,1,5,26,26,317789,27.94493,0.00247,2.37048,0.00954,1,1,2,1.351714,1.000000,2.858102,-0.223256,-0.223189,14.738035,4493,0.015144,0.047084,40003,16506,8937,5651,3933,2939,2201,1755,14703,1,1,1,1
23.9000,4488,1,1,51732,0,99484,0.520008,1,6,12,164,53509,28.56874,0.00247,2.37048,0.00954,1,1,2,1.166220,1.000000,1.217396,-0.535062,-0.535028,14.426020,453,0.037088,0.004850,41319,16811,9275,5920,4183,3014,2255,1800,14906,1,1,1,1
22.3500,4489,1,1,49725,1,95483,0.520779,2,6,254,254,458092,27.48936,0.00262,2.37620,0.01172,0,0,3,2.556136,2.186190,2.186190,-0.000368,-0.000159,14.960893,7407,0.000011,0.076447,39730,16282,8812,5609,3982,2814,2244,1742,14267,1,1,1,1
