k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,6009,1,1,66353,1,126783,0.523363,2,62,62,263,94826,27.47995,0.00161,2.38467,0.00820,0,1,3,8.066891,7.342411,7.342411,-0.005446,-0.005099,14.956388,9916,0.000341,0.076477,52703,21565,11675,7341,5234,3796,2878,2198,19392,1,1,1,1
22.4000,6009,1,1,66436,0,127626,0.520556,5,2,8,37,278677,27.51455,0.00161,2.38467,0.00820,1,0,3,1.336279,1.000000,1.222654,-0.022596,-0.022547,14.938890,9617,0.001509,0.074258,53045,21728,11825,7556,5164,3829,2936,2319,19223,1,1,1,1
23.0000,6009,1,1,67465,1,129106,0.522559,5,3,6,86,102285,27.93051,0.00161,2.38467,0.00820,0,1,3,1.535817,1.086210,1.006175,-0.230554,-0.230483,14.730901,6010,0.015646,0.047062,53593,21852,11989,7686,5317,3751,2958,2184,19775,1,1,1,1
23.9000,6009,1,1,69144,0,132263,0.522781,1,1,11,345,718242,28.55433,0.00161,2.38467,0.00820,1,0,3,1.371819,1.000000,1.071476,-0.542477,-0.542424,14.419001,608,0.037619,0.004864,54941,22325,12306,7854,5418,3991,2925,2312,20190,1,1,1,1
22.3500,6021,1,1,66302,0,127312,0.520788,2,5,534,534,541493,27.48085,0.00184,2.37789,0.00754,1,1,2,1.414019,1.000000,3.245715,-0.004789,-0.004731,14.956660,9937,0.000316,0.076485,52734,21597,11672,7595,5261,3878,2925,2323,19326,1,1,1,1
22.4000,6021,1,1,66302,0,127650,0.519409,1,2,575,575,803916,27.51550,0.00184,2.37789,0.00754,1,1,2,1.370237,1.000000,1.603699,-0.022054,-0.022002,14.939337,9636,0.001473,0.074254,53081,21653,11759,7440,5273,3919,2837,2323,19364,1,1,1,1
23.0000,6021,1,1,67681,1,129475,0.522738,2,4,159,159,1458443,27.93144,0.00184,2.37789,0.00754,0,0,3,1.475980,1.163586,1.163586,-0.229997,-0.229932,14.731343,6022,0.015608,0.047060,53587,21899,12220,7643,5300,3864,2944,2381,19636,1,1,1,1
23.9000,6021,1,1,68918,0,132593,0.519775,1,47,59,82,378257,28.55517,0.00184,2.37789,0.00754,1,1,2,1.038804,1.000000,1.931757,-0.541903,-0.541896,14.419064,604,0.037582,0.004822,55077,22437,12268,7810,5311,4009,3021,2428,20231,1,1,1,1
22.3500,6033,1,1,66567,1,127260,0.523083,4,6,162,162,91640,27.47218,0.00497,2.38010,0.01007,0,1,3,3.732723,2.993372,2.993372,-0.007531,-0.007313,14.954156,9956,0.000489,0.076492,52494,21753,11782,7497,5302,3866,2861,2306,19398,1,1,1,1
22.4000,6033,1,1,66732,0,127819,0.522086,37,4,38,38,89087,27.50687,0.00497,2.38010,0.01007,1,1,2,1.379603,1.000000,1.835121,-0.024839,-0.024786,14.936560,9659,0.001659,0.074297,52825,21885,11943,7558,5256,3895,2881,2239,19336,1,1,1,1
23.0000,6033,1,1,67598,0,129600,0.521594,4,427,427,427,650545,27.92278,0.00497,2.38010,0.01007,1,1,2,1.081564,1.000000,36.266534,-0.233043,-0.233030,14.728460,6034,0.015822,0.047070,53570,21978,12141,7678,5211,3906,3014,2377,19724,1,1,1,1
