k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,2508,1,1,27389,1,52748,0.519252,99,71,99,99,67436,27.44887,0.00504,2.35700,0.01531,0,1,3,3.220328,2.733227,2.733227,-0.019874,-0.019407,14.941847,4143,0.001299,0.076632,21864,8993,4729,3087,2115,1577,1208,966,8208,1,1,1,1
22.4000,2508,1,1,27795,1,53185,0.522620,2,33,33,33,56931,27.48369,0.00504,2.35700,0.01531,0,1,3,12.975171,11.844040,11.844040,-0.037580,-0.036558,14.924760,4015,0.002449,0.074349,22022,9074,4944,3162,2139,1555,1197,988,8103,1,1,1,1
23.0000,2508,1,1,28156,0,53881,0.522569,13,8,205,205,551045,27.89964,0.00504,2.35700,0.01531,1,1,2,1.325270,1.000000,3.456219,-0.245305,-0.245192,14.715673,2509,0.016662,0.047121,22478,9104,4953,3158,2185,1615,1194,953,8240,1,1,1,1
23.9000,2508,1,1,28792,0,55133,0.522238,1,7,485,485,63649,28.52342,0.00504,2.35700,0.01531,1,1,2,1.333565,1.000000,3.004477,-0.557165,-0.557051,14.403827,253,0.038674,0.004854,22813,9302,5172,3290,2234,1645,1230,998,8448,1,1,1,1
22.3500,2509,1,1,27780,0,53191,0.522279,1,3,31,117,489284,27.44922,0.00532,2.35315,0.01776,1,0,3,1.276829,1.000000,1.283580,-0.019587,-0.019490,14.941717,4137,0.001304,0.076491,22098,9129,4890,3079,2160,1626,1161,906,8141,1,1,1,1
22.4000,2509,1,1,27771,1,53272,0.521316,2,17,17,74,221373,27.48376,0.00532,2.35315,0.01776,0,1,3,2.682560,2.129966,2.129966,-0.036955,-0.036562,14.924654,4012,0.002450,0.074265,22355,8819,5054,3095,2139,1595,1199,924,8091,1,1,1,1
23.0000,2509,1,1,28314,0,54210,0.522312,8,2,12,22,554987,27.89981,0.00532,2.35315,0.01776,1,1,3,1.348013,1.000000,1.328513,-0.244879,-0.244760,14.716401,2506,0.016632,0.047044,22544,9244,5137,3119,2254,1549,1244,959,8159,1,1,1,1
23.9000,2509,1,1,28577,1,54983,0.519752,1,3,26,26,905400,28.52361,0.00532,2.35315,0.01776,0,1,3,2.964270,2.232330,2.232330,-0.556897,-0.556464,14.404313,248,0.038632,0.004756,22739,9279,5172,3123,2377,1579,1205,952,8556,1,1,1,1
22.3500,2510,1,1,27780,0,53213,0.522063,6,3,16,631,188690,27.44081,0.01172,2.36336,0.01490,1,1,2,1.334007,1.000000,1.508342,-0.020520,-0.020405,14.940767,4141,0.001366,0.076539,22162,9078,4894,3124,2166,1616,1277,945,7950,1,1,1,1
22.4000,2510,1,1,27595,1,52925,0.521408,28,13,41,943,946887,27.47561,0.01172,2.36336,0.01490,0,1,3,2.289882,2.259634,2.259634,-0.038006,-0.037676,14.923647,4021,0.002525,0.074406,21937,9005,4883,3117,2158,1533,1229,944,8118,1,1,1,1
23.0000,2510,1,1,28205,1,53902,0.523274,1,1,12,17,87522,27.89149,0.01172,2.36336,0.01490,0,0,3,1.846437,1.333539,1.333539,-0.245847,-0.245603,14.715356,2509,0.016690,0.047085,22337,9095,5062,3215,2173,1585,1242,982,8210,1,1,1,1
23.9000,2510,1,1,28667,1,55171,0.519612,1,1,34,48,800507,28.51533,0.01172,2.36336,0.01490,0,0,3,1.470134,1.044872,1.044872,-0.557698,-0.557544,14.403546,250,0.038709,0.004793,22919,9264,5109,3196,2280,1625,1278,1008,8491,1,1,1,1
22.3500,2511,1,1,27734,0,52920,0.524084,1,17,35,83,23526,27.44613,0.00671,2.36297,0.01739,1,1,2,1.096706,1.000000,1.936769,-0.020329,-0.020292,14.940997,4141,0.001358,0.076508,21828,8939,5009,3133,2195,1579,1227,977,8032,1,1,1,1
22.4000,2511,1,1,27825,1,53349,0.521575,1,103,103,103,65009,27.48091,0.00671,2.36297,0.01739,0,1,3,39.575635,36.281368,36.281368,-0.038306,-0.036841,14.922903,4015,0.002469,0.074270,22172,9136,4966,3142,2157,1604,1202,911,8058,1,1,1,1
23.0000,2511,1,1,28412,0,54268,0.523559,1,7,157,157,95241,27.89691,0.00671,2.36297,0.01739,1,1,2,1.413953,1.000000,3.945730,-0.245864,-0.245726,14.715334,2509,0.016699,0.047066,22617,9182,5000,3165,2236,1640,1238,967,8222,1,1,1,1
23.9000,2511,1,1,28938,0,55778,0.518816,3,4,33,74,160055,28.52049,0.00671,2.36297,0.01739,1,1,2,1.274889,1.000000,1.442068,-0.557449,-0.557353,14.403439,249,0.038696,0.004772,23384,9542,5105,3237,2217,1593,1298,999,8402,1,1,1,1
22.3500,2512,1,1,27376,0,52557,0.520892,3,8,22,58,21967,27.43503,0.00601,2.35147,0.02461,1,1,2,1.409808,1.000000,4.157296,-0.026564,-0.026427,14.934592,4148,0.001770,0.076639,21734,8744,4874,3082,2118,1602,1186,971,8245,1,1,1,1
22.4000,2512,1,1,27712,0,53407,0.518893,4,10,17,1064,51997,27.46952,0.00601,2.35147,0.02461,1,1,2,1.324504,1.000000,3.955963,-0.043800,-0.043688,14.917491,4021,0.002929,0.074378,22273,9104,4982,3094,2199,1622,1174,950,8008,1,1,1,1
23.0000,2512,1,1,28138,0,54010,0.520987,2,2,509,1746,132952,27.88563,0.00601,2.35147,0.02461,1,1,3,1.391135,1.000000,1.138253,-0.251603,-0.251472,14.709500,2513,0.017096,0.047141,22253,9430,5024,3133,2124,1594,1237,941,8273,1,1,1,1
23.9000,2512,1,1,29160,0,55853,0.522094,1,3,258535,258535,282204,28.50924,0.00601,2.35147,0.02461,1,1,3,1.132248,1.000000,1.073184,-0.563393,-0.563344,14.397962,254,0.039127,0.004868,23204,9630,5202,3318,2174,1712,1229,1021,8362,1,1,1,1
22.3500,2513,1,1,27810,0,53273,0.522038,1,4,28,100,24998,27.45563,0.00441,2.36486,0.01605,1,0,2,1.213045,1.000000,1.306840,-0.016729,-0.016652,14.944587,4144,0.001114,0.076484,22216,8951,5071,3067,2090,1603,1220,930,8124,1,1,1,1
22.4000,2513,1,1,27837,1,53204,0.523222,1,72,375,375,47160,27.49038,0.00441,2.36486,0.01605,0,1,3,4.850109,4.819025,4.819025,-0.034370,-0.033742,14.927584,4018,0.002260,0.074243,22044,9107,4977,3124,2145,1615,1167,932,8092,1,1,1,1
23.0000,2513,1,1,28012,0,53612,0.522505,10,32,32,91,151712,27.90632,0.00441,2.36486,0.01605,1,1,2,1.215600,1.000000,7.861250,-0.242440,-0.242362,14.718876,2510,0.016466,0.047036,21930,9120,5118,3189,2199,1598,1204,938,8315,1,1,1,1
23.9000,2513,1,1,28800,0,55176,0.521976,1,43,184,184,343967,28.52996,0.00441,2.36486,0.01605,1,1,2,1.092355,1.000000,4.258778,-0.554137,-0.554102,14.406263,251,0.038463,0.004806,22634,9447,5161,3369,2257,1645,1230,1017,8415,1,1,1,1
22.3500,2514,1,1,27548,0,53096,0.518844,1,7,15,33,100351,27.45579,0.00441,2.36217,0.01868,1,1,2,1.132364,1.000000,1.164234,-0.016531,-0.016481,14.944022,4146,0.001103,0.076493,22012,9061,4886,3127,2181,1600,1207,942,8079,1,1,1,1
22.4000,2514,1,1,27925,1,53346,0.523479,1,1,11,21,273296,27.49053,0.00441,2.36217,0.01868,0,1,3,1.735951,1.262528,1.262528,-0.033915,-0.033696,14.927442,4022,0.002257,0.074288,22134,9014,5009,3068,2253,1637,1224,940,8066,1,1,1,1
23.0000,2514,1,1,28289,1,54268,0.521293,8,7,8,296,345532,27.90658,0.00441,2.36217,0.01868,0,1,3,3.113903,2.820032,2.820032,-0.242107,-0.241655,14.718345,2511,0.016419,0.047038,22464,9320,4965,3349,2208,1517,1310,995,8139,1,1,1,1
23.9000,2514,1,1,28805,1,55508,0.518944,2,3,668,668,66405,28.53025,0.00441,2.36217,0.01868,0,1,3,2.070721,1.739871,1.739871,-0.553837,-0.553547,14.407074,249,0.038422,0.004765,23051,9502,5072,3168,2294,1659,1265,1047,8449,1,1,1,1
22.3500,2515,1,1,27725,1,52982,0.523301,2,3,2295,2295,39574,27.44977,0.00648,2.35871,0.01805,0,1,3,1.026782,1.026367,1.026367,-0.018655,-0.018645,14.942683,4147,0.001248,0.076488,21887,9014,4907,3203,2162,1591,1117,943,8157,1,1,1,1
22.4000,2515,1,1,27892,0,53436,0.521980,5,9,16,31,133787,27.48450,0.00648,2.35871,0.01805,1,0,3,1.109489,1.000000,1.095470,-0.036041,-0.036000,14.925285,4021,0.002412,0.074250,22151,8968,5018,3249,2217,1601,1201,960,8070,1,1,1,1
23.0000,2515,1,1,28148,0,53834,0.522876,1,6,18,87,382387,27.90038,0.00648,2.35871,0.01805,1,1,2,1.283916,1.000000,2.213546,-0.244124,-0.244024,14.716782,2512,0.016581,0.047043,22149,9137,5028,3206,2199,1601,1255,1039,8219,1,1,1,1
23.9000,2515,1,1,28864,0,55372,0.521284,2,13,64,147,108412,28.52408,0.00648,2.35871,0.01805,1,1,3,1.062281,1.000000,1.008907,-0.555795,-0.555771,14.404442,249,0.038583,0.004764,22867,9412,5209,3213,2267,1680,1266,991,8466,1,1,1,1
