k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,5694,1,1,62998,0,120835,0.521360,1,1,11,30,63316,27.49132,0.00170,2.36513,0.00606,1,0,3,1.411364,1.000000,1.107335,0.000514,0.000575,14.961960,9400,-0.000038,0.076480,50281,20517,11237,7230,4886,3546,2779,2168,18190,1,1,1,1
22.4000,5694,1,1,63273,1,120885,0.523419,3,5,29,29,234111,27.52602,0.00170,2.36513,0.00606,0,1,3,1.420779,1.370106,1.370106,-0.016853,-0.016791,14.944698,9114,0.001124,0.074239,50190,20655,11204,7111,4854,3610,2766,2154,18340,1,1,1,1
23.0000,5694,1,1,64272,0,123099,0.522121,1,3,822,822,11995380,27.94198,0.00170,2.36513,0.00606,1,1,2,1.306399,1.000000,1.523586,-0.224845,-0.224798,14.736482,5700,0.015255,0.047086,51375,20995,11368,7139,4941,3522,2819,2189,18750,1,1,1,1
23.9000,5694,1,1,65483,1,125519,0.521702,1,557,557,557,913809,28.56574,0.00170,2.36513,0.00606,0,1,3,34.014458,33.224894,33.224894,-0.536995,-0.536376,14.424456,573,0.037185,0.004836,52202,21243,11522,7294,5082,3778,2851,2271,19275,1,1,1,1
22.3500,5695,1,1,62850,0,120866,0.520002,1,4,655,655,167118,27.48707,0.00242,2.36518,0.00757,1,1,2,1.309123,1.000000,1.822565,-0.001378,-0.001330,14.959952,9398,0.000089,0.076460,50354,20425,11289,7134,4944,3569,2750,2194,18206,1,1,1,1
22.4000,5695,1,1,63038,0,120707,0.522244,1,4,18,1637,283015,27.52176,0.00242,2.36518,0.00757,1,0,2,1.258329,1.000000,1.636420,-0.018713,-0.018673,14.942774,9115,0.001250,0.074243,50105,20393,11365,7162,5005,3490,2711,2165,18310,1,1,1,1
23.0000,5695,1,1,63944,0,122791,0.520759,105,2,220,220,220130,27.93765,0.00242,2.36518,0.00757,1,1,3,1.412341,1.000000,1.240210,-0.226631,-0.226570,14.734795,5696,0.015377,0.047050,50971,20777,11735,7060,4995,3659,2818,2112,18663,1,1,1,1
23.9000,5695,1,1,65219,1,125410,0.520050,2,136,136,136,175033,28.56142,0.00242,2.36518,0.00757,0,1,3,3.046244,2.629286,2.629286,-0.538585,-0.538389,14.423078,576,0.037328,0.004861,51860,21196,11786,7366,5037,3807,2771,2192,19394,1,1,1,1
22.3500,5696,1,1,62801,1,120590,0.520785,1,1,5,17,92418,27.48990,0.00183,2.36869,0.00685,0,0,3,1.709120,1.273677,1.273677,-0.000186,-0.000092,14.961356,9408,0.000006,0.076521,49862,20538,11104,7333,4946,3636,2763,2164,18243,1,1,1,1
22.4000,5696,1,1,62801,1,120857,0.519635,9,9,27,27,1375178,27.52458,0.00183,2.36869,0.00685,0,1,3,1.669471,1.414147,1.414147,-0.017540,-0.017450,14.944013,9124,0.001168,0.074297,50434,20757,10966,7127,4905,3493,2668,2158,18348,1,1,1,1
