k,n,ok,brk,idx,parity,len,irat,pqat,pqnext,pqw5,pqw20,pqmax,logh11,logh22,logmz,logg0,incone,redst,jhi,rho,rho2,skew,loglam1,logcone,logq,v2qp,dinf,d2,q1,q2,q3,q4,q5,q6,q7,q8,q9,cY,cX,cIdx,intq
22.3500,2824,1,1,31288,0,60013,0.521362,4,15,28,265,1181240,27.47107,0.00344,2.37673,0.01804,1,0,2,1.122895,1.000000,2.072610,-0.009394,-0.009353,14.951964,4669,0.000626,0.076645,25178,10104,5639,3471,2367,1778,1348,1048,9079,1,1,1,1
22.4000,2824,1,1,31357,1,59976,0.522835,1,855,855,855,128952,27.50568,0.00344,2.37673,0.01804,0,1,3,203.068336,196.877799,196.877799,-0.027505,-0.025623,14.933654,4527,0.001716,0.074406,24962,10102,5696,3448,2414,1827,1323,1109,9094,1,1,1,1
23.0000,2824,1,1,31692,0,60820,0.521087,1,77,77,77,181452,27.92172,0.00344,2.37673,0.01804,1,1,2,1.238051,1.000000,20.757364,-0.235124,-0.235049,14.726223,2833,0.015961,0.047219,25278,10355,5567,3589,2458,1825,1420,1118,9209,1,1,1,1
23.9000,2824,1,1,32304,0,62331,0.518274,2,10,40,322,132997,28.54540,0.00344,2.37673,0.01804,1,1,2,1.091715,1.000000,1.103530,-0.546446,-0.546414,14.414087,291,0.037908,0.004955,25710,10600,5882,3656,2634,1894,1417,1113,9424,1,1,1,1
22.3500,2825,1,1,31337,1,59954,0.522693,28,12,28,190,63482,27.47357,0.00368,2.38110,0.01097,0,1,3,3.567504,2.998419,2.998419,-0.008003,-0.007553,14.953739,4666,0.000505,0.076560,24884,10210,5622,3535,2413,1779,1418,1063,9029,1,1,1,1
22.4000,2825,1,1,31164,0,59839,0.520806,1,1,10,87,517308,27.50841,0.00368,2.38110,0.01097,1,0,3,1.379197,1.000000,1.121539,-0.025250,-0.025136,14.936052,4527,0.001683,0.074367,24923,10215,5558,3460,2344,1762,1335,1075,9166,1,1,1,1
23.0000,2825,1,1,31518,0,60824,0.518192,5,3,45,71,185873,27.92430,0.00368,2.38110,0.01097,1,1,2,1.408286,1.000000,1.597325,-0.233254,-0.233133,14.727949,2829,0.015829,0.047130,25304,10247,5663,3594,2474,1817,1394,1068,9262,1,1,1,1
23.9000,2825,1,1,32628,0,62499,0.522065,3,13,38,166,67385,28.54801,0.00368,2.38110,0.01097,1,0,2,1.096679,1.000000,1.359424,-0.545082,-0.545049,14.416278,287,0.037808,0.004885,25910,10582,5907,3799,2475,1896,1409,1085,9435,1,1,1,1
22.3500,2826,1,1,31004,0,59690,0.519426,1,9,9,9,34166,27.46880,0.00368,2.37216,0.01165,1,1,2,1.287526,1.000000,3.492897,-0.010573,-0.010483,14.950418,4667,0.000701,0.076566,24777,10072,5557,3480,2373,1771,1355,1128,9176,1,1,1,1
22.4000,2826,1,1,31306,0,59924,0.522437,1,22,22,112,216172,27.50339,0.00368,2.37216,0.01165,1,1,2,1.173318,1.000000,4.338825,-0.027904,-0.027848,14.932873,4526,0.001865,0.074340,24997,10157,5598,3494,2437,1797,1302,1090,9051,1,1,1,1
23.0000,2826,1,1,31554,0,60719,0.519681,11,94,94,94,117475,27.91937,0.00368,2.37216,0.01165,1,1,2,1.300935,1.000000,32.784838,-0.236256,-0.236163,14.724757,2830,0.016038,0.047140,25193,10302,5699,3608,2428,1843,1401,1101,9143,1,1,1,1
23.9000,2826,1,1,32654,0,62607,0.521579,1,4,15,117,41853,28.54311,0.00368,2.37216,0.01165,1,1,2,1.391037,1.000000,2.245023,-0.547645,-0.547528,14.413516,287,0.037987,0.004884,26144,10732,5768,3688,2535,1799,1388,1102,9450,1,1,1,1
22.3500,2827,1,1,30984,0,59484,0.520888,1,1,8,13,19775,27.46437,0.00294,2.36660,0.01249,1,1,3,1.391424,1.000000,1.091834,-0.012852,-0.012736,14.948310,4674,0.000852,0.076665,24614,9916,5527,3529,2469,1822,1379,1017,9210,1,1,1,1
22.4000,2827,1,1,31309,1,60119,0.520792,2,1,13,149,50481,27.49895,0.00294,2.36660,0.01249,0,1,3,1.463010,1.070389,1.070389,-0.030142,-0.030008,14.931192,4533,0.002010,0.074437,25107,10243,5639,3423,2394,1798,1344,1087,9083,1,1,1,1
23.0000,2827,1,1,31758,0,61002,0.520614,1,6,8,34,89529,27.91503,0.00294,2.36660,0.01249,1,0,3,1.130769,1.000000,1.065588,-0.238169,-0.238126,14.723189,2837,0.016174,0.047245,25228,10513,5697,3623,2458,1852,1405,1116,9109,1,1,1,1
23.9000,2827,1,1,32722,0,62747,0.521499,2,1,20,122,409256,28.53879,0.00294,2.36660,0.01249,1,1,3,1.413240,1.000000,1.061183,-0.550046,-0.549923,14.411206,291,0.038159,0.004951,26125,10921,5797,3540,2596,1803,1360,1130,9474,1,1,1,1
22.3500,2828,1,1,31000,0,59814,0.518282,1,2,102,102,144439,27.46623,0.00499,2.37240,0.01115,1,0,3,1.332335,1.000000,1.194313,-0.010837,-0.010735,14.950489,4675,0.000718,0.076643,24798,10281,5574,3404,2475,1776,1289,1106,9110,1,1,1,1
22.4000,2828,1,1,31344,0,59941,0.522923,1,3,9,199,130779,27.50103,0.00499,2.37240,0.01115,1,1,2,1.414076,1.000000,2.141608,-0.028350,-0.028227,14.932894,4533,0.001890,0.074403,24824,10145,5718,3545,2435,1757,1353,1084,9079,1,1,1,1
23.0000,2828,1,1,31562,0,60615,0.520705,4,9,9,177,110923,27.91697,0.00499,2.37240,0.01115,1,0,2,1.189256,1.000000,1.943812,-0.236302,-0.236241,14.725051,2836,0.016043,0.047206,25007,10310,5593,3572,2472,1896,1397,1137,9230,1,1,1,1
23.9000,2828,1,1,32313,1,62235,0.519218,4,2,111,111,737966,28.54075,0.00499,2.37240,0.01115,0,1,3,1.513406,1.118505,1.118505,-0.548097,-0.547950,14.413260,291,0.038017,0.004949,25688,10496,5928,3701,2571,1911,1419,1072,9448,1,1,1,1
22.3500,2829,1,1,31414,0,60033,0.523288,1,3,26,76,53383,27.46297,0.00343,2.37433,0.01189,1,0,2,1.352890,1.000000,1.625814,-0.013463,-0.013356,14.947854,4673,0.000894,0.076597,24983,10294,5487,3503,2431,1854,1303,1046,9131,1,1,1,1
22.4000,2829,1,1,31237,1,59785,0.522498,8,288,534,534,84610542,27.49752,0.00343,2.37433,0.01189,0,1,3,20.790009,20.518379,20.518379,-0.031186,-0.030114,14.931244,4531,0.002017,0.074352,24784,10160,5587,3512,2464,1721,1374,1051,9131,1,1,1,1
23.0000,2829,1,1,31801,1,61025,0.521123,1,48,48,48,4694470,27.91356,0.00343,2.37433,0.01189,0,0,3,6.747507,6.167997,6.167997,-0.238991,-0.238317,14.722195,2835,0.016188,0.047182,25295,10329,5745,3579,2449,1876,1385,1132,9234,1,1,1,1
23.9000,2829,1,1,32630,0,62408,0.522858,2,5,7,31,1258616,28.53736,0.00343,2.37433,0.01189,1,1,2,1.215490,1.000000,1.334505,-0.550623,-0.550554,14.410243,287,0.038206,0.004880,25913,10663,5832,3593,2524,1847,1452,1118,9465,1,1,1,1
22.3500,2830,1,1,31270,0,60016,0.521036,191,2,191,191,57154,27.46672,0.00318,2.37759,0.01095,1,1,3,1.368017,1.000000,1.020701,-0.011533,-0.011422,14.949588,4677,0.000764,0.076626,24973,10322,5567,3517,2365,1816,1381,1101,8973,1,1,1,1
22.4000,2830,1,1,31108,0,59785,0.520340,1,1,13,2724,51906,27.50150,0.00318,2.37759,0.01095,1,0,3,1.371790,1.000000,1.073810,-0.028946,-0.028834,14.932362,4539,0.001931,0.074451,24706,10274,5641,3477,2415,1804,1332,1057,9078,1,1,1,1
23.0000,2830,1,1,31973,1,61137,0.522982,2,3,54,627,32053,27.91739,0.00318,2.37759,0.01095,0,1,3,3.049229,2.240762,2.240762,-0.237018,-0.236624,14.723947,2836,0.016071,0.047176,25447,10451,5720,3595,2428,1823,1394,1079,9199,1,1,1,1
23.9000,2830,1,1,32474,0,62256,0.521629,11,7,11,31,50477,28.54122,0.00318,2.37759,0.01095,1,1,2,1.323669,1.000000,2.752293,-0.548973,-0.548873,14.412077,289,0.038084,0.004911,25745,10702,5779,3602,2561,1869,1390,1071,9536,1,1,1,1
22.3500,2831,1,1,31382,0,59642,0.526182,1,3,19,22,4286584,27.46060,0.01053,2.37769,0.01228,1,1,3,1.147659,1.000000,1.100998,-0.010854,-0.010805,14.949433,4676,0.000723,0.076584,24754,10100,5406,3573,2443,1791,1361,1090,9123,1,1,1,1
