k,n,h11ok,h22ok,okY,okX,lcmok,logh11,logh22,logmY,logmX,v2h11,logoddh11,logmZ,v2mZ,logg0,v2gMODY,logh12
22.4,148,1,1,1,1,1,27.32666,0.13268,27.32666,15.41316,3292,11.90882,2.28914,0,0.19096,41,27.32602
23.0,148,1,1,1,1,1,27.74349,0.13268,27.74349,15.82998,3381,11.90882,2.28914,0,0.19096,41,27.73191
23.9,148,1,1,1,1,1,28.36639,0.13268,28.36639,16.45288,3514,11.90882,2.28914,0,0.19096,41,28.36285
22.4,149,1,1,1,1,1,27.21606,0.12836,27.21606,15.39345,3310,11.81796,2.36707,0,0.22265,45,27.21310
23.0,149,1,1,1,1,1,27.63474,0.12836,27.63474,15.81213,3400,11.81796,2.36707,0,0.22265,45,27.62431
23.9,149,1,1,1,1,1,28.25811,0.12836,28.25811,16.43550,3534,11.81796,2.36707,0,0.22265,45,28.23303
22.4,150,1,1,1,1,1,27.18668,0.12902,27.18668,15.43408,3341,11.74798,2.30745,0,0.17388,37,27.18425
23.0,150,1,1,1,1,1,27.60257,0.12902,27.60257,15.84997,3431,11.74798,2.30745,0,0.17388,37,27.56900
23.9,150,1,1,1,1,1,28.22640,0.12902,28.22640,16.47380,3566,11.74798,2.30745,0,0.17388,37,28.21603
22.4,151,1,1,1,1,1,27.18639,0.04131,27.18639,15.42367,3361,11.75813,2.25940,0,0.18082,39,27.18383
23.0,151,1,1,1,1,1,27.60411,0.04131,27.60411,15.84140,3452,11.75813,2.25940,0,0.18082,39,27.59653
23.9,151,1,1,1,1,1,28.22381,0.04131,28.22381,16.46110,3587,11.75813,2.25940,0,0.18082,39,28.21405
22.4,152,1,1,1,1,1,27.32627,0.04560,27.32627,15.43165,3385,11.89006,2.48734,0,0.13593,37,27.32565
23.0,152,1,1,1,1,1,27.74580,0.04560,27.74580,15.85118,3477,11.89006,2.48734,0,0.13593,37,27.73726
23.9,152,1,1,1,1,1,28.36599,0.04560,28.36599,16.47137,3613,11.89006,2.48734,0,0.13593,37,28.36495
22.4,153,1,1,1,1,1,27.23079,0.04983,27.23079,15.41686,3404,11.80939,2.32287,0,0.15158,41,27.22374
23.0,153,1,1,1,1,1,27.64758,0.04983,27.64758,15.83366,3496,11.80939,2.32287,0,0.15158,41,27.63818
23.9,153,1,1,1,1,1,28.26824,0.04983,28.26824,16.45432,3633,11.80939,2.32287,0,0.15158,41,28.25976
22.4,154,1,1,1,1,1,27.22188,0.04951,27.22188,15.41577,3426,11.80161,2.29302,0,0.17031,41,27.21893
23.0,154,1,1,1,1,1,27.64047,0.04951,27.64047,15.83436,3519,11.80161,2.29302,0,0.17031,41,27.64037
23.9,154,1,1,1,1,1,28.26161,0.04951,28.26161,16.45549,3657,11.80161,2.29302,0,0.17031,41,28.25717
22.4,155,1,1,1,1,1,27.28130,0.04025,27.28130,15.42811,3451,11.84871,2.32271,0,0.13416,39,27.27742
23.0,155,1,1,1,1,1,27.69718,0.04025,27.69718,15.84400,3544,11.84871,2.32271,0,0.13416,39,27.68932
23.9,155,1,1,1,1,1,28.31878,0.04025,28.31878,16.46560,3683,11.84871,2.32271,0,0.13416,39,28.31817
22.4,156,1,1,1,1,1,27.12258,0.08592,27.12258,15.42697,3473,11.69117,2.29961,0,0.16896,39,27.11723
23.0,156,1,1,1,1,1,27.54024,0.08592,27.54024,15.84463,3567,11.69117,2.29961,0,0.16896,39,27.52978
23.9,156,1,1,1,1,1,28.16230,0.08592,28.16230,16.46669,3707,11.69117,2.29961,0,0.16896,39,28.15977
22.4,157,1,1,1,1,1,27.16485,0.12819,27.16485,15.40818,3491,11.75226,2.29432,0,0.18155,43,27.14888
23.0,157,1,1,1,1,1,27.58427,0.12819,27.58427,15.82760,3586,11.75226,2.29432,0,0.18155,43,27.57399
23.9,157,1,1,1,1,1,28.20678,0.12819,28.20678,16.45010,3727,11.75226,2.29432,0,0.18155,43,28.20324
22.4,158,1,1,1,1,1,27.21058,0.11597,27.21058,15.42033,3516,11.78586,2.38937,0,0.16180,41,27.20753
23.0,158,1,1,1,1,1,27.62735,0.11597,27.62735,15.83710,3611,11.78586,2.38937,0,0.16180,41,27.62372
23.9,158,1,1,1,1,1,28.25030,0.11597,28.25030,16.46005,3753,11.78586,2.38937,0,0.16180,41,28.24724
22.4,159,1,1,1,1,1,27.26183,0.07973,27.26183,15.41054,3536,11.84694,2.37277,0,0.15610,43,27.25379
23.0,159,1,1,1,1,1,27.68034,0.07973,27.68034,15.82904,3632,11.84694,2.37277,0,0.15610,43,27.66870
23.9,159,1,1,1,1,1,28.30373,0.07973,28.30373,16.45244,3775,11.84694,2.37277,0,0.15610,43,28.30257
22.4,160,1,1,1,1,1,27.21708,0.08357,27.21708,15.43985,3565,11.77289,2.37916,0,0.12480,37,27.21409
23.0,160,1,1,1,1,1,27.63297,0.08357,27.63297,15.85574,3661,11.77289,2.37916,0,0.12480,37,27.61936
23.9,160,1,1,1,1,1,28.25680,0.08357,28.25680,16.47957,3805,11.77289,2.37916,0,0.12480,37,28.25465
22.4,161,1,1,1,1,1,27.15494,0.08735,27.15494,15.42145,3583,11.72919,2.37551,0,0.15018,41,27.13879
23.0,161,1,1,1,1,1,27.57255,0.08735,27.57255,15.83906,3680,11.72919,2.37551,0,0.15018,41,27.56751
23.9,161,1,1,1,1,1,28.19251,0.08735,28.19251,16.45902,3824,11.72919,2.37551,0,0.15018,41,28.19064
22.4,162,1,1,1,1,1,27.20576,0.10430,27.20576,15.42039,3605,11.78110,2.43110,0,0.17723,41,27.19729
23.0,162,1,1,1,1,1,27.62507,0.10430,27.62507,15.83970,3703,11.78110,2.43110,0,0.17723,41,27.62436
23.9,162,1,1,1,1,1,28.24548,0.10430,28.24548,16.46011,3848,11.78110,2.43110,0,0.17723,41,28.24085
22.4,163,1,1,1,1,1,27.27396,0.09941,27.27396,15.42359,3628,11.84612,2.42701,0,0.12757,41,27.26869
23.0,163,1,1,1,1,1,27.69070,0.09941,27.69070,15.84033,3726,11.84612,2.42701,0,0.12757,41,27.68610
23.9,163,1,1,1,1,1,28.31156,0.09941,28.31156,16.46118,3872,11.84612,2.42701,0,0.12757,41,28.30487
22.4,164,1,1,1,1,1,27.24185,0.10303,27.24185,15.42252,3650,11.81510,2.39661,0,0.16539,41,27.21794
23.0,164,1,1,1,1,1,27.66028,0.10303,27.66028,15.84095,3749,11.81510,2.39661,0,0.16539,41,27.66012
23.9,164,1,1,1,1,1,28.28157,0.10303,28.28157,16.46225,3896,11.81510,2.39661,0,0.16539,41,28.27348
22.4,165,1,1,1,1,1,27.21630,0.08944,27.21630,15.40887,3669,11.80322,2.51379,0,0.13443,45,27.21414
23.0,165,1,1,1,1,1,27.63219,0.08944,27.63219,15.82476,3768,11.80322,2.51379,0,0.13443,45,27.61332
23.9,165,1,1,1,1,1,28.25392,0.08944,28.25392,16.44649,3916,11.80322,2.51379,0,0.13443,45,28.25346
22.4,166,1,1,1,1,1,27.17960,0.08055,27.17960,15.42461,3695,11.75081,2.35466,0,0.18970,41,27.17289
23.0,166,1,1,1,1,1,27.59715,0.08055,27.59715,15.84217,3795,11.75081,2.35466,0,0.18970,41,27.59298
23.9,166,1,1,1,1,1,28.21932,0.08055,28.21932,16.46433,3944,11.75081,2.35466,0,0.18970,41,28.21453
22.4,167,1,1,1,1,1,27.24659,0.08006,27.24659,15.41526,3715,11.82718,2.42090,0,0.13282,43,27.24644
23.0,167,1,1,1,1,1,27.66580,0.08006,27.66580,15.83447,3816,11.82718,2.42090,0,0.13282,43,27.66475
23.9,167,1,1,1,1,1,28.28839,0.08006,28.28839,16.45706,3966,11.82718,2.42090,0,0.13282,43,28.28104
22.4,168,1,1,1,1,1,27.18756,0.08371,27.18756,15.42665,3740,11.75678,2.38159,0,0.11965,41,27.18743
23.0,168,1,1,1,1,1,27.60427,0.08371,27.60427,15.84336,3841,11.75678,2.38159,0,0.11965,41,27.60278
23.9,168,1,1,1,1,1,28.22728,0.08371,28.22728,16.46637,3992,11.75678,2.38159,0,0.11965,41,28.22492
22.4,169,1,1,1,1,1,27.25008,0.08732,27.25008,15.40920,3758,11.83678,2.44076,0,0.14544,45,27.24569
23.0,169,1,1,1,1,1,27.66843,0.08732,27.66843,15.82754,3860,11.83678,2.44076,0,0.14544,45,27.66499
23.9,169,1,1,1,1,1,28.29185,0.08732,28.29185,16.45097,4012,11.83678,2.44076,0,0.14544,45,28.29025
22.4,170,1,1,1,1,1,27.23324,0.08681,27.23324,15.41233,3781,11.81683,2.47615,0,0.17639,45,27.20463
23.0,170,1,1,1,1,1,27.64913,0.08681,27.64913,15.82822,3883,11.81683,2.47615,0,0.17639,45,27.64724
23.9,170,1,1,1,1,1,28.27296,0.08681,28.27296,16.45205,4036,11.81683,2.47615,0,0.17639,45,28.25498
22.4,171,1,1,1,1,1,27.29686,0.06198,27.29686,15.45597,3814,11.83684,2.36700,0,0.15512,36,27.29223
23.0,171,1,1,1,1,1,27.71437,0.06198,27.71437,15.87348,3917,11.83684,2.36700,0,0.15512,36,27.70040
23.9,171,1,1,1,1,1,28.33455,0.06198,28.33455,16.49366,4070,11.83684,2.36700,0,0.15512,36,28.32842
22.4,172,1,1,1,1,1,27.34484,0.06565,27.34484,15.45476,3836,11.88605,2.55632,0,0.11284,36,27.33616
23.0,172,1,1,1,1,1,27.76396,0.06565,27.76396,15.87388,3940,11.88605,2.55632,0,0.11284,36,27.76227
23.9,172,1,1,1,1,1,28.38456,0.06565,28.38456,16.49448,4094,11.88605,2.55632,0,0.11284,36,28.38188
22.4,173,1,1,1,1,1,27.29818,0.06927,27.29818,15.44156,3855,11.85262,2.56653,0,0.16916,40,27.29050
23.0,173,1,1,1,1,1,27.71487,0.06927,27.71487,15.85825,3959,11.85262,2.56653,0,0.16916,40,27.71243
23.9,173,1,1,1,1,1,28.33590,0.06927,28.33590,16.47927,4114,11.85262,2.56653,0,0.16916,40,28.33139
22.4,174,1,1,1,1,1,27.36144,0.06489,27.36144,15.44842,3879,11.90904,2.57538,0,0.11951,38,27.35905
23.0,174,1,1,1,1,1,27.77972,0.06489,27.77972,15.86670,3984,11.90904,2.57538,0,0.11951,38,27.77233
23.9,174,1,1,1,1,1,28.40116,0.06489,28.40116,16.48814,4140,11.90904,2.57538,0,0.11951,38,28.39464
22.4,175,1,1,1,1,1,27.34654,0.06452,27.34654,15.44332,3900,11.89926,2.53071,0,0.14797,40,27.33325
23.0,175,1,1,1,1,1,27.76243,0.06452,27.76243,15.85921,4005,11.89926,2.53071,0,0.14797,40,27.75526
23.9,175,1,1,1,1,1,28.38428,0.06452,28.38428,16.48106,4162,11.89926,2.53071,0,0.14797,40,28.37506
22.4,176,1,1,1,1,1,27.39372,0.06809,27.39372,15.45797,3926,11.93181,2.58312,0,0.10634,36,27.37157
23.0,176,1,1,1,1,1,27.81119,0.06809,27.81119,15.87543,4032,11.93181,2.58312,0,0.10634,36,27.80870
23.9,176,1,1,1,1,1,28.43344,0.06809,28.43344,16.49769,4190,11.93181,2.58312,0,0.10634,36,28.41750
22.4,177,1,1,1,1,1,27.36618,0.07163,27.36618,15.44113,3944,11.92114,2.60921,0,0.13947,40,27.36281
23.0,177,1,1,1,1,1,27.78520,0.07163,27.78520,15.86015,4051,11.92114,2.60921,0,0.13947,40,27.78283
23.9,177,1,1,1,1,1,28.40786,0.07163,28.40786,16.48280,4210,11.92114,2.60921,0,0.13947,40,28.40501
22.4,178,1,1,1,1,1,27.40217,0.07122,27.40217,15.44394,3967,11.95433,2.60998,0,0.11682,40,27.39670
23.0,178,1,1,1,1,1,27.81883,0.07122,27.81883,15.86061,4074,11.95433,2.60998,0,0.11682,40,27.81458
23.9,178,1,1,1,1,1,28.44189,0.07122,28.44189,16.48366,4234,11.95433,2.60998,0,0.11682,40,28.44184
22.4,179,1,1,1,1,1,27.41220,0.06695,27.41220,15.44285,3989,11.96547,2.57555,0,0.12004,40,27.40123
23.0,179,1,1,1,1,1,27.83041,0.06695,27.83041,15.86107,4097,11.96547,2.57555,0,0.12004,40,27.82890
23.9,179,1,1,1,1,1,28.45386,0.06695,28.45386,16.48451,4258,11.96547,2.57555,0,0.12004,40,28.44820
22.4,180,1,1,1,1,1,27.29959,0.10851,27.29959,15.44563,4012,11.85011,2.54117,0,0.12634,40,27.29577
23.0,180,1,1,1,1,1,27.71548,0.10851,27.71548,15.86152,4120,11.85011,2.54117,0,0.12634,40,27.71511
23.9,180,1,1,1,1,1,28.33932,0.10851,28.33932,16.48535,4282,11.85011,2.54117,0,0.12634,40,28.33104
22.4,181,1,1,1,1,1,27.26631,0.07387,27.26631,15.42923,4030,11.83326,2.53282,0,0.12637,44,27.26341
23.0,181,1,1,1,1,1,27.68373,0.07387,27.68373,15.84665,4139,11.83326,2.53282,0,0.12637,44,27.68320
23.9,181,1,1,1,1,1,28.30412,0.07387,28.30412,16.46703,4301,11.83326,2.53282,0,0.12637,44,28.30400
22.4,182,1,1,1,1,1,27.27485,0.11418,27.27485,15.45109,4058,11.81996,2.49701,0,0.16410,38,27.27393
23.0,182,1,1,1,1,1,27.69379,0.11418,27.69379,15.87002,4168,11.81996,2.49701,0,0.16410,38,27.69226
23.9,182,1,1,1,1,1,28.31457,0.11418,28.31457,16.49081,4331,11.81996,2.49701,0,0.16410,38,28.31402
22.4,183,1,1,1,1,1,27.40444,0.07779,27.40444,15.44620,4079,11.95445,2.50409,0,0.16042,40,27.40265
23.0,183,1,1,1,1,1,27.82108,0.07779,27.82108,15.86284,4189,11.95445,2.50409,0,0.16042,40,27.81821
23.9,183,1,1,1,1,1,28.44226,0.07779,28.44226,16.48402,4353,11.95445,2.50409,0,0.16042,40,28.42961
22.4,184,1,1,1,1,1,27.42581,0.06513,27.42581,15.45266,4103,11.96939,2.45593,0,0.16050,38,27.42297
23.0,184,1,1,1,1,1,27.84396,0.06513,27.84396,15.87081,4214,11.96939,2.45593,0,0.16050,38,27.84337
23.9,184,1,1,1,1,1,28.46553,0.06513,28.46553,16.49238,4379,11.96939,2.45593,0,0.16050,38,28.46453
22.4,185,1,1,1,1,1,27.46257,0.06853,27.46257,15.44032,4122,12.01850,2.56228,0,0.13286,42,27.45289
23.0,185,1,1,1,1,1,27.87845,0.06853,27.87845,15.85621,4233,12.01850,2.56228,0,0.13286,42,27.87320
23.9,185,1,1,1,1,1,28.50041,0.06853,28.50041,16.47817,4399,12.01850,2.56228,0,0.13286,42,28.49879
22.4,186,1,1,1,1,1,27.37399,0.09108,27.37399,15.43929,4144,11.93096,2.41827,0,0.13214,42,27.37308
23.0,186,1,1,1,1,1,27.79136,0.09108,27.79136,15.85667,4256,11.93096,2.41827,0,0.13214,42,27.78674
23.9,186,1,1,1,1,1,28.41371,0.09108,28.41371,16.47902,4423,11.93096,2.41827,0,0.13214,42,28.40890
22.4,187,1,1,1,1,1,27.39361,0.06038,27.39361,15.44569,4168,11.94421,2.41506,0,0.15225,40,27.38564
23.0,187,1,1,1,1,1,27.81246,0.06038,27.81246,15.86455,4281,11.94421,2.41506,0,0.15225,40,27.80927
23.9,187,1,1,1,1,1,28.43518,0.06038,28.43518,16.48727,4449,11.94421,2.41506,0,0.15225,40,28.43147
22.4,188,1,1,1,1,1,27.42812,0.06375,27.42812,15.44833,4191,11.97610,2.46058,0,0.12705,40,27.42560
23.0,188,1,1,1,1,1,27.84474,0.06375,27.84474,15.86496,4304,11.97610,2.46058,0,0.12705,40,27.84416
23.9,188,1,1,1,1,1,28.46784,0.06375,28.46784,16.48805,4473,11.97610,2.46058,0,0.12705,40,28.46614
22.4,189,1,1,1,1,1,27.42339,0.06708,27.42339,15.43261,4209,11.98711,2.54437,0,0.13738,44,27.42144
23.0,189,1,1,1,1,1,27.84148,0.06708,27.84148,15.85070,4323,11.98711,2.54437,0,0.13738,44,27.82898
23.9,189,1,1,1,1,1,28.46495,0.06708,28.46495,16.47416,4493,11.98711,2.54437,0,0.13738,44,28.45512
22.4,190,1,1,1,1,1,27.34768,0.08566,27.34768,15.44259,4234,11.90144,2.54885,0,0.13301,42,27.31948
23.0,190,1,1,1,1,1,27.76357,0.08566,27.76357,15.85848,4348,11.90144,2.54885,0,0.13301,42,27.76198
23.9,190,1,1,1,1,1,28.38740,0.08566,28.38740,16.48231,4519,11.90144,2.54885,0,0.13301,42,28.37653
22.4,191,1,1,1,1,1,27.29954,0.06275,27.29954,15.43432,4254,11.86159,2.53544,0,0.13957,44,27.29028
23.0,191,1,1,1,1,1,27.71688,0.06275,27.71688,15.85166,4369,11.86159,2.53544,0,0.13957,44,27.71600
23.9,191,1,1,1,1,1,28.33745,0.06275,28.33745,16.47223,4540,11.86159,2.53544,0,0.13957,44,28.33359
22.4,192,1,1,1,1,1,27.30390,0.10122,27.30390,15.46224,4284,11.83805,2.53637,0,0.10635,36,27.30352
23.0,192,1,1,1,1,1,27.72267,0.10122,27.72267,15.88101,4400,11.83805,2.53637,0,0.10635,36,27.71829
23.9,192,1,1,1,1,1,28.34362,0.10122,28.34362,16.50196,4572,11.83805,2.53637,0,0.10635,36,28.33529
22.4,193,1,1,1,1,1,27.31622,0.08170,27.31622,15.45036,4303,11.86227,2.50299,0,0.12666,40,27.31561
23.0,193,1,1,1,1,1,27.73282,0.08170,27.73282,15.86696,4419,11.86227,2.50299,0,0.12666,40,27.71835
23.9,193,1,1,1,1,1,28.35414,0.08170,28.35414,16.48828,4592,11.86227,2.50299,0,0.12666,40,28.33105
22.4,194,1,1,1,1,1,27.32679,0.08128,27.32679,15.44932,4325,11.87389,2.54139,0,0.12601,40,27.32302
23.0,194,1,1,1,1,1,27.74482,0.08128,27.74482,15.86735,4442,11.87389,2.54139,0,0.12601,40,27.73890
23.9,194,1,1,1,1,1,28.36651,0.08128,28.36651,16.48904,4616,11.87389,2.54139,0,0.12601,40,28.36456
22.4,195,1,1,1,1,1,27.21827,0.09982,27.21827,15.45185,4348,11.76287,2.49169,0,0.15654,40,27.21406
23.0,195,1,1,1,1,1,27.63416,0.09982,27.63416,15.86774,4465,11.76287,2.49169,0,0.15654,40,27.63231
23.9,195,1,1,1,1,1,28.25621,0.09982,28.25621,16.48979,4640,11.76287,2.49169,0,0.15654,40,28.24945
22.4,196,1,1,1,1,1,27.30134,0.06822,27.30134,15.45082,4370,11.84699,2.56087,0,0.11479,40,27.29660
23.0,196,1,1,1,1,1,27.71865,0.06822,27.71865,15.86812,4488,11.84699,2.56087,0,0.11479,40,27.71254
23.9,196,1,1,1,1,1,28.34106,0.06822,28.34106,16.49054,4664,11.84699,2.56087,0,0.11479,40,28.32878
22.4,197,1,1,1,1,1,27.26936,0.07139,27.26936,15.43572,4388,11.83012,2.49733,0,0.15331,44,27.25367
23.0,197,1,1,1,1,1,27.68806,0.07139,27.68806,15.85442,4507,11.83012,2.49733,0,0.15331,44,27.68756
23.9,197,1,1,1,1,1,28.31084,0.07139,28.31084,16.47720,4684,11.83012,2.49733,0,0.15331,44,28.30430
22.4,198,1,1,1,1,1,27.31311,0.07698,27.31311,15.45228,4415,11.85733,2.43629,0,0.11713,40,27.30782
23.0,198,1,1,1,1,1,27.72970,0.07698,27.72970,15.86887,4534,11.85733,2.43629,0,0.11713,40,27.72861
23.9,198,1,1,1,1,1,28.35284,0.07698,28.35284,16.49200,4712,11.85733,2.43629,0,0.11713,40,28.35112
22.4,199,1,1,1,1,1,27.27549,0.06371,27.27549,15.44429,4435,11.82771,2.36093,0,0.17763,42,27.27517
23.0,199,1,1,1,1,1,27.69347,0.06371,27.69347,15.86227,4555,11.82771,2.36093,0,0.17763,42,27.67822
23.9,199,1,1,1,1,1,28.31695,0.06371,28.31695,16.48576,4734,11.82771,2.36093,0,0.17763,42,28.30357
22.4,200,1,1,1,1,1,27.22439,0.06685,27.22439,15.45372,4460,11.76721,2.38153,0,0.16771,40,27.20524
23.0,200,1,1,1,1,1,27.64028,0.06685,27.64028,15.86960,4580,11.76721,2.38153,0,0.16771,40,27.63932
23.9,200,1,1,1,1,1,28.26411,0.06685,28.26411,16.49344,4760,11.76721,2.38153,0,0.16771,40,28.25752
