k,n,idx,len,parity,logt,logtlo,logthi,marglo,marghi,marg,dstar,logh11,logh22,pqnext,pqat
23.9,150,1723,3264,1,375.593461,375.356382,388.122836,0.118540,6.264687,0.118540,941.0954,28.22640,0.12902,22,1
22.4,151,1613,3102,1,378.180575,375.519889,380.212265,1.330343,1.015845,1.015845,946.4321,27.18639,0.04131,2,1
23.0,151,1715,3277,1,378.180575,375.619755,382.732480,1.280410,2.275953,1.280410,946.3316,27.60411,0.04131,5,5
23.9,151,1649,3180,1,378.180575,370.296758,383.611533,3.941908,2.715479,2.715479,946.0051,28.22381,0.04131,26,1
22.4,152,1656,3157,0,380.767688,376.531650,387.415230,2.118019,3.323771,2.118019,952.3826,27.32627,0.04560,13,2
23.0,152,1660,3176,0,380.767688,379.215395,381.814802,0.776146,0.523557,0.523557,952.9896,27.74580,0.04560,2,10
23.9,152,1729,3323,1,380.767688,377.189669,381.239852,1.789009,0.236082,0.236082,953.3355,28.36599,0.04560,2,6
22.4,153,1694,3248,0,383.354801,379.213646,383.814990,2.070577,0.230095,0.230095,959.6163,27.23079,0.04983,2,1
23.0,153,1710,3278,0,383.354801,383.018950,391.785971,0.167925,4.215585,0.167925,959.7531,27.64758,0.04983,8,1
23.9,153,1737,3339,1,383.354801,381.454267,384.141044,0.950267,0.393122,0.393122,959.3837,28.26824,0.04983,2,13
22.4,154,1685,3271,1,385.941914,385.511381,397.129142,0.215267,5.593614,0.215267,965.9148,27.22188,0.04951,17,1
23.0,154,1701,3281,1,385.941914,384.086537,406.684996,0.927689,10.371541,0.927689,965.2804,27.64047,0.04951,283,13
23.9,154,1741,3388,1,385.941914,381.716801,386.245718,2.112557,0.151902,0.151902,966.0663,28.26161,0.04951,2,1
22.4,155,1727,3300,1,388.529027,385.703719,388.978732,1.412654,0.224852,0.224852,972.1655,27.28130,0.04025,1,1
23.0,155,1784,3372,0,388.529027,384.635636,392.384484,1.946695,1.927728,1.927728,971.2324,27.69718,0.04025,6,3
23.9,155,1778,3387,0,388.529027,386.676157,393.455974,0.926435,2.463473,0.926435,971.5506,28.31878,0.04025,4,1
22.4,156,1663,3292,1,391.116141,388.736990,404.766558,1.189575,6.825208,1.189575,977.7117,27.12258,0.08592,52,1
23.0,156,1738,3301,0,391.116141,387.766473,393.678833,1.674834,1.281346,1.281346,977.6794,27.54024,0.08592,4,2
23.9,156,1741,3374,1,391.116141,386.053185,392.899245,2.531478,0.891552,0.891552,977.8369,28.16230,0.08592,5,11
22.4,157,1685,3270,1,393.703254,390.420834,394.115218,1.641210,0.205982,0.205982,984.7429,27.16485,0.12819,2,1
23.0,157,1734,3351,0,393.703254,390.180134,399.375821,1.761560,2.836284,1.761560,983.8108,27.58427,0.12819,9,18
23.9,157,1812,3430,0,393.703254,387.990663,396.889371,2.856296,1.593059,1.593059,983.8545,28.20678,0.12819,9,5
22.4,158,1671,3266,1,396.290367,391.523509,397.942851,2.383429,0.826242,0.826242,990.4092,27.21058,0.11597,4,1
23.0,158,1732,3385,0,396.290367,392.504879,404.214218,1.892744,3.961926,1.892744,990.0492,27.62735,0.11597,16,1
23.9,158,1814,3446,0,396.290367,390.098026,399.876809,3.096171,1.793221,1.793221,990.0727,28.25030,0.11597,11,69
22.4,159,1719,3286,1,398.877480,397.729877,401.407297,0.573801,1.264909,0.573801,996.8372,27.26183,0.07973,2,1
23.0,159,1742,3350,0,398.877480,389.359286,403.919355,4.759097,2.520938,2.520938,996.1944,27.68034,0.07973,38,84
23.9,159,1851,3483,1,398.877480,397.417719,400.144674,0.729881,0.633597,0.633597,996.7941,28.30373,0.07973,1,1
22.4,160,1762,3335,0,401.464593,394.832949,404.127664,3.315822,1.331535,1.331535,1002.7412,27.21708,0.08357,9,4
23.0,160,1696,3377,0,401.464593,395.062710,416.837611,3.200942,7.686509,3.200942,1002.3603,27.63297,0.08357,225,1
23.9,160,1821,3473,1,401.464593,398.616653,423.738800,1.423970,11.137103,1.423970,1002.7121,28.25680,0.08357,530,7
22.4,161,1684,3313,0,404.051707,399.350322,413.122197,2.350692,4.535245,2.350692,1008.7640,27.15494,0.08735,31,6
23.0,161,1799,3388,1,404.051707,403.780676,427.504514,0.135515,11.726403,0.135515,1010.0032,27.57255,0.08735,353,1
23.9,161,1881,3560,1,404.051707,401.270351,407.977869,1.390678,1.963081,1.390678,1008.9920,28.19251,0.08735,4,2
22.4,162,1818,3418,0,406.638820,404.330754,413.308795,1.154033,3.334988,1.154033,1015.3426,27.20576,0.10430,9,2
23.0,162,1839,3528,1,406.638820,405.718610,408.604626,0.460105,0.982903,0.460105,1015.7420,27.62507,0.10430,2,2
23.9,162,1899,3533,1,406.638820,402.609619,415.596103,2.014600,4.478642,2.014600,1015.1006,28.24548,0.10430,23,1
22.4,163,1740,3333,0,409.225933,406.931647,410.170409,1.147143,0.472238,0.472238,1022.0003,27.27396,0.09941,2,3
23.0,163,1789,3443,1,409.225933,407.150262,415.513232,1.037836,3.143650,1.037836,1021.6583,27.69070,0.09941,7,1
23.9,163,1850,3521,0,409.225933,405.407553,426.725211,1.909190,8.749639,1.909190,1021.3936,28.31156,0.09941,205,1
22.4,164,1778,3446,0,411.813046,410.869405,423.342000,0.471820,5.764477,0.471820,1028.2703,27.24185,0.10303,20,1
23.0,164,1777,3409,1,411.813046,400.722341,414.742810,5.545352,1.464882,1.464882,1027.7783,27.66028,0.10303,30,3
23.9,164,1836,3545,0,411.813046,411.781726,413.672433,0.015660,0.929694,0.015660,1029.7493,28.28157,0.10303,1,1
22.4,165,1802,3516,0,414.400159,414.205191,415.691207,0.097484,0.645524,0.097484,1035.2248,27.21630,0.08944,1,1
23.0,165,1855,3490,1,414.400159,412.458751,416.323106,0.970704,0.961473,0.961473,1034.2308,27.63219,0.08944,2,1
23.9,165,1879,3583,1,414.400159,413.216158,418.528823,0.592001,2.064332,0.592001,1034.4414,28.25392,0.08944,2,1
22.4,166,1795,3366,1,416.987273,410.102634,418.854289,3.442319,0.933508,0.933508,1040.5132,27.17960,0.08055,7,1
23.0,166,1853,3527,1,416.987273,414.573200,424.237458,1.207036,3.625092,1.207036,1040.4016,27.59715,0.08055,11,4
23.9,166,1843,3511,1,416.987273,414.104423,421.670197,1.441425,2.341462,1.441425,1040.3246,28.21932,0.08055,5,1
22.4,167,1836,3511,0,419.574386,419.003798,433.992130,0.285294,7.208872,0.285294,1047.2977,27.24659,0.08006,38,3
23.0,167,1846,3533,0,419.574386,416.508452,422.196563,1.532967,1.311089,1.311089,1046.6353,27.66580,0.08006,4,17
23.9,167,1856,3644,0,419.574386,417.656615,431.391586,0.958885,5.908600,0.958885,1046.7712,28.28839,0.08006,28,1
22.4,168,1900,3536,0,422.161499,417.530557,424.626494,2.315471,1.232497,1.232497,1052.9318,27.18756,0.08371,4,1
23.0,168,1819,3577,1,422.161499,414.473288,422.182791,3.844106,0.010646,0.010646,1054.9954,27.60427,0.08371,5,1
23.9,168,1917,3684,1,422.161499,414.639456,425.490264,3.761022,1.664383,1.664383,1052.8014,28.22728,0.08371,13,2
22.4,169,1846,3498,0,424.748612,422.355197,426.298826,1.196708,0.775107,0.775107,1059.4029,27.25008,0.08732,2,1
23.0,169,1833,3482,1,424.748612,420.372118,428.684059,2.188247,1.967723,1.967723,1058.9983,27.66843,0.08732,7,1
23.9,169,1913,3693,1,424.748612,423.344075,425.970938,0.702268,0.611163,0.611163,1059.5061,28.29185,0.08732,2,6
22.4,170,1824,3564,0,427.335725,421.823140,434.975587,2.756293,3.819931,2.756293,1065.1215,27.23324,0.08681,25,1
23.0,170,1936,3695,0,427.335725,425.751120,428.166995,0.792303,0.415635,0.415635,1065.9431,27.64913,0.08681,2,19
23.9,170,1927,3733,1,427.335725,424.448317,430.754761,1.443704,1.709518,1.443704,1065.4024,28.27296,0.08681,3,1
22.4,171,1887,3640,1,428.536544,423.574704,431.790162,2.480920,1.626809,1.626809,1071.6202,27.29686,0.06198,7,1
23.0,171,1876,3658,0,428.536544,427.708472,433.000357,0.414036,2.231907,0.414036,1072.2145,27.71437,0.06198,2,1
23.9,171,1964,3756,0,428.536544,426.846611,431.761155,0.844967,1.612306,0.844967,1071.9046,28.33455,0.06198,3,1
22.4,172,1831,3476,1,431.123657,425.081316,433.691521,3.021170,1.283932,1.283932,1077.9926,27.34484,0.06565,7,1
23.0,172,1896,3618,0,431.123657,429.871690,441.007101,0.625984,4.941722,0.625984,1078.3046,27.76396,0.06565,14,1
23.9,172,1927,3720,1,431.123657,429.664729,440.434836,0.729464,4.655589,0.729464,1078.2381,28.38456,0.06565,13,1
22.4,173,1908,3639,0,433.710770,432.587481,440.929095,0.561645,3.609162,0.561645,1084.6213,27.29818,0.06927,7,1
23.0,173,1961,3694,1,433.710770,431.029503,435.711621,1.340634,1.000425,1.000425,1084.3706,27.71487,0.06927,3,2
23.9,173,1989,3700,1,433.710770,427.665547,439.470825,3.022612,2.880027,2.880027,1083.9113,28.33590,0.06927,18,3
22.4,174,1906,3621,0,436.297884,432.265521,437.763211,2.016181,0.732664,0.732664,1090.7755,27.36144,0.06489,3,1
23.0,174,1928,3707,0,436.297884,434.527517,438.236681,0.885183,0.969398,0.885183,1090.6933,27.77972,0.06489,1,1
23.9,174,1968,3828,0,436.297884,431.915750,437.436003,2.191067,0.569060,0.569060,1090.8852,28.40116,0.06489,4,8
22.4,175,1865,3580,1,438.884997,433.429425,440.350908,2.727786,0.732955,0.732955,1097.0449,27.34654,0.06452,4,1
23.0,175,1956,3751,0,438.884997,431.476530,463.667866,3.704233,12.391435,3.704233,1096.3413,27.76243,0.06452,2967,1
23.9,175,1985,3786,1,438.884997,434.300205,440.733447,2.292396,0.924225,0.924225,1096.9442,28.38428,0.06452,4,1
22.4,176,1896,3666,0,441.472110,441.380639,452.996101,0.045735,5.761995,0.045735,1104.5194,27.39372,0.06809,17,2
23.0,176,1942,3721,0,441.472110,440.204100,446.457293,0.634005,2.492592,0.634005,1103.3775,27.81119,0.06809,3,1
23.9,176,2062,3920,0,441.472110,441.319444,446.770314,0.076333,2.649102,0.076333,1104.2969,28.43344,0.06809,3,1
22.4,177,1919,3664,1,444.059223,443.085337,445.900862,0.486943,0.920819,0.486943,1109.7618,27.36618,0.07163,1,2
23.0,177,1960,3730,0,444.059223,436.416065,444.894662,3.821579,0.417719,0.417719,1109.8284,27.78520,0.07163,7,3
23.9,177,2011,3887,1,444.059223,443.146029,454.222350,0.456597,5.081563,0.456597,1109.7897,28.40786,0.07163,14,1
22.4,178,1987,3804,1,446.646336,435.138212,463.423020,5.754062,8.388342,5.754062,1114.9589,27.40217,0.07122,1158,5
23.0,178,1988,3719,0,446.646336,446.408831,446.911445,0.118753,0.132554,0.118753,1116.6442,27.81883,0.07122,1,4
23.9,178,2040,3882,0,446.646336,436.399855,449.011551,5.123241,1.182608,1.182608,1115.6460,28.44189,0.07122,21,2
22.4,179,1935,3702,1,449.233449,445.159443,449.320269,2.037003,0.043410,0.043410,1123.3509,27.41220,0.06695,2,1
23.0,179,1985,3873,1,449.233449,445.343202,451.453601,1.945124,1.110076,1.110076,1121.9432,27.83041,0.06695,3,1
23.9,179,2018,3854,0,449.233449,447.549265,451.615853,0.842092,1.191202,0.842092,1122.0632,28.45386,0.06695,2,1
22.4,180,1960,3749,0,451.820563,449.897821,465.097765,0.961371,6.638601,0.961371,1128.2753,27.29959,0.10851,43,2
23.0,180,1990,3840,0,451.820563,447.989942,451.830938,1.915310,0.005188,0.005188,1130.5432,27.71548,0.10851,2,1
23.9,180,2056,3890,0,451.820563,443.577706,457.769573,4.121428,2.974505,2.974505,1127.7847,28.33932,0.10851,31,3
22.4,181,2012,3763,0,454.407676,451.562879,458.726011,1.422399,2.159168,1.422399,1134.3747,27.26631,0.07387,5,1
23.0,181,1950,3758,0,454.407676,450.183640,460.435317,2.112018,3.013820,2.112018,1134.2031,27.68373,0.07387,11,1
23.9,181,2059,3955,1,454.407676,452.346589,455.551977,1.030544,0.572150,0.572150,1134.7703,28.30412,0.07387,2,5
22.4,182,1970,3788,0,456.994789,448.205892,470.275210,4.394448,6.640211,4.394448,1140.1545,27.27485,0.11418,243,5
23.0,182,1995,3821,1,456.994789,455.500465,458.649491,0.747162,0.827351,0.747162,1140.9240,27.69379,0.11418,1,1
23.9,182,2114,4059,0,456.994789,449.747932,462.313493,3.623429,2.659352,2.659352,1140.3726,28.31457,0.11418,22,1
22.4,183,1996,3812,0,459.581902,451.948036,464.336678,3.816933,2.377388,2.377388,1146.6909,27.40444,0.07779,20,1
23.0,183,2077,3995,1,459.581902,458.008209,461.181867,0.786846,0.799983,0.786846,1147.1711,27.82108,0.07779,2,1
23.9,183,2072,3947,0,459.581902,459.466690,459.778942,0.057606,0.098520,0.057606,1148.3066,28.44226,0.07779,1,1
22.4,184,1990,3908,0,462.169015,458.533740,464.871987,1.817638,1.351486,1.351486,1153.2058,27.42581,0.06513,4,40
23.0,184,2056,3920,0,462.169015,459.055824,464.429045,1.556595,1.130015,1.130015,1153.2836,27.84396,0.06513,3,1
23.9,184,2083,4009,1,462.169015,459.207220,467.444618,1.480898,2.637802,1.480898,1153.1661,28.46553,0.06513,6,1
22.4,185,2025,3908,1,464.756128,460.012759,467.386338,2.371685,1.315105,1.315105,1159.4873,27.46257,0.06853,5,1
23.0,185,2114,3981,0,464.756128,460.142193,474.064903,2.306968,4.654387,2.306968,1159.2432,27.87845,0.06853,31,4
23.9,185,2113,4066,1,464.756128,456.249909,473.949490,4.253110,4.596681,4.253110,1158.9776,28.50041,0.06853,77,1
22.4,186,2012,3885,0,467.343241,461.373737,471.838805,2.984752,2.247782,2.247782,1165.5242,27.37399,0.09108,12,3
23.0,186,2063,3930,1,467.343241,459.553066,471.217522,3.895088,1.937141,1.937141,1165.5888,27.79136,0.09108,16,2
23.9,186,2109,4042,1,467.343241,466.770746,474.077722,0.286248,3.367240,0.286248,1166.4192,28.41371,0.09108,6,5
22.4,187,2088,3930,0,469.930355,467.133419,470.625097,1.398468,0.347371,0.347371,1172.6047,27.39361,0.06038,2,1
23.0,187,2112,4015,0,469.930355,457.392253,478.824138,6.269051,4.446892,4.446892,1171.4975,27.81246,0.06038,196,2
23.9,187,2117,4123,1,469.930355,465.240704,482.488578,2.344825,6.279112,2.344825,1171.7754,28.43518,0.06038,72,1
22.4,188,2117,4041,1,472.517468,457.105457,472.851311,7.706005,0.166922,0.166922,1179.1927,27.42812,0.06375,47,1
23.0,188,2100,4020,0,472.517468,471.748443,481.431344,0.384512,4.456938,0.384512,1178.8303,27.84474,0.06375,10,2
23.9,188,2170,4139,0,472.517468,467.701524,473.070198,2.407972,0.276365,0.276365,1178.9737,28.46784,0.06375,3,1
22.4,189,2058,3950,0,475.104581,469.327369,482.702840,2.888606,3.799129,2.888606,1184.2241,27.42339,0.06708,27,21
23.0,189,2111,4020,1,475.104581,474.554463,477.473553,0.275059,1.184486,0.275059,1185.2454,27.84148,0.06708,2,6
23.9,189,2152,4198,0,475.104581,466.882203,475.597632,4.111189,0.246526,0.246526,1185.2929,28.46495,0.06708,8,1
22.4,190,2135,4024,1,477.691694,475.415597,479.237510,1.138049,0.772908,0.772908,1191.0663,27.34768,0.08566,2,196
23.0,190,2094,4029,0,477.691694,471.564506,480.200370,3.063594,1.254338,1.254338,1190.8560,27.76357,0.08566,8,4
23.9,190,2202,4102,0,477.691694,467.148428,487.875932,5.271633,5.092119,5.092119,1190.2475,28.38740,0.08566,173,1
22.4,191,2055,3968,1,480.278807,476.640216,485.029224,1.819295,2.375208,1.819295,1196.9642,27.29954,0.06275,8,6
23.0,191,2062,4031,0,480.278807,467.175812,484.765814,6.551498,2.243503,2.243503,1196.8731,27.71688,0.06275,77,1
23.9,191,2160,4111,0,480.278807,477.071101,482.523117,1.603853,1.122155,1.122155,1197.1740,28.33745,0.06275,3,1
22.4,192,2078,4068,0,482.865920,480.572006,489.316414,1.146957,3.225247,1.146957,1203.4341,27.30390,0.10122,8,2
23.0,192,2147,4130,1,482.865920,479.613182,496.541719,1.626369,6.837899,1.626369,1203.2825,27.72267,0.10122,63,1
23.9,192,2104,4091,0,482.865920,479.004065,483.094453,1.930928,0.114266,0.114266,1204.4358,28.34362,0.10122,1,1
22.4,193,2096,3957,0,485.453033,476.920137,488.035045,4.266448,1.291006,1.291006,1209.6524,27.31622,0.08170,14,1
23.0,193,2104,4033,0,485.453033,474.590379,489.141637,5.431327,1.844302,1.844302,1209.4975,27.73282,0.08170,37,30
23.9,193,2224,4193,0,485.453033,485.083808,490.373780,0.184613,2.460374,0.184613,1210.4970,28.35414,0.08170,2,1
22.4,194,2142,4049,0,488.040146,486.078404,488.757263,0.980871,0.358558,0.358558,1216.4784,27.32679,0.08128,2,15
23.0,194,2158,4096,0,488.040146,479.137303,493.130760,4.451422,2.545307,2.545307,1215.6272,27.74482,0.08128,32,12
23.9,194,2210,4235,0,488.040146,485.911620,492.296958,1.064263,2.128406,1.064263,1216.0059,28.36651,0.08128,5,22
22.4,195,2161,4107,1,490.627260,489.955824,496.895808,0.335718,3.134274,0.335718,1222.7766,27.21827,0.09982,4,1
23.0,195,2146,4134,0,490.627260,487.665478,508.701475,1.480891,9.037108,1.480891,1222.1320,27.63416,0.09982,182,2
23.9,195,2185,4255,1,490.627260,489.196694,495.330697,0.715283,2.351719,0.715283,1222.4481,28.25621,0.09982,4,1
22.4,196,2113,4080,1,493.214373,492.314891,500.654409,0.449741,3.720018,0.449741,1228.9192,27.30134,0.06822,8,11
23.0,196,2169,4104,1,493.214373,492.691687,496.935534,0.261343,1.860581,0.261343,1229.1550,27.71865,0.06822,2,6
23.9,196,2266,4300,0,493.214373,486.702725,495.287851,3.255824,1.036739,1.036739,1228.5565,28.34106,0.06822,8,11
22.4,197,2188,4186,0,495.801486,492.600682,497.683573,1.600402,0.941043,0.941043,1234.8682,27.26936,0.07139,3,2
23.0,197,2095,4128,1,495.801486,494.536732,511.940752,0.632377,8.069633,0.632377,1235.0408,27.68806,0.07139,76,11
23.9,197,2280,4344,0,495.801486,487.183837,498.298572,4.308824,1.248543,1.248543,1234.7454,28.31084,0.07139,14,1
22.4,198,2202,4146,0,498.388599,489.971001,499.650276,4.208799,0.630838,0.630838,1241.3115,27.31311,0.07698,10,3
23.0,198,2190,4306,0,498.388599,495.896313,502.232338,1.246143,1.921869,1.246143,1241.0159,27.72970,0.07698,4,3
23.9,198,2185,4272,1,498.388599,495.876096,509.855600,1.256252,5.733501,1.256252,1241.0124,28.35284,0.07698,30,2
22.4,199,2176,4200,0,500.975712,496.490214,501.905742,2.242749,0.465015,0.465015,1247.7136,27.27549,0.06371,3,1
23.0,199,2187,4172,1,500.975712,500.407496,506.154890,0.284108,2.589589,0.284108,1247.9276,27.69347,0.06371,4,5
23.9,199,2244,4331,0,500.975712,498.271367,502.107391,1.352173,0.565839,0.565839,1247.6284,28.31695,0.06371,1,1
22.4,200,2162,4160,0,503.562825,503.463841,503.647550,0.049492,0.042362,0.042362,1255.0237,27.22439,0.06685,1,2
23.0,200,2225,4298,1,503.562825,502.202240,517.454759,0.680292,6.945967,0.680292,1253.8180,27.64028,0.06685,41,2
23.9,200,2278,4360,0,503.562825,498.668178,507.552958,2.447324,1.995066,1.995066,1253.3508,28.26411,0.06685,8,3
