   realprecision = 211 significant digits (200 digits displayed)
k,n,h11ok,h22ok,okY,okX,lcmok,logh11,logh22,logmY,logmX,v2h11,logoddh11,logmZ,v2mZ,logg0,v2gMODY,logh12
23.0,77,1,1,1,1,1,27.63451,0.09002,27.63451,15.73534,1749,11.89017,2.59617,0,0.28536,38,27.62970
23.9,77,1,1,1,1,1,28.25564,0.09002,28.25564,16.35647,1818,11.89017,2.59617,0,0.28536,38,28.24634
22.4,78,1,1,1,1,1,27.39969,0.07998,27.39969,15.33810,1727,12.05270,2.49353,0,0.27282,36,27.39695
23.0,78,1,1,1,1,1,27.81736,0.07998,27.81736,15.75577,1774,12.05270,2.49353,0,0.27282,36,27.79470
23.9,78,1,1,1,1,1,28.43941,0.07998,28.43941,16.37782,1844,12.05270,2.49353,0,0.27282,36,28.43389
22.4,79,1,1,1,1,1,27.20371,0.07897,27.20371,15.31943,1747,11.87551,2.46608,0,0.31155,38,27.18607
23.0,79,1,1,1,1,1,27.62486,0.07897,27.62486,15.74058,1795,11.87551,2.46608,0,0.31155,38,27.60941
23.9,79,1,1,1,1,1,28.24782,0.07897,28.24782,16.36354,1866,11.87551,2.46608,0,0.31155,38,28.23236
22.4,80,1,1,1,1,1,27.19037,0.12957,27.19037,15.36187,1774,11.81983,2.61597,0,0.28293,34,27.18678
23.0,80,1,1,1,1,1,27.60626,0.12957,27.60626,15.77776,1822,11.81983,2.61597,0,0.28293,34,27.60072
23.9,80,1,1,1,1,1,28.23009,0.12957,28.23009,16.40160,1894,11.81983,2.61597,0,0.28293,34,28.22752
22.4,81,1,1,1,1,1,26.96260,0.13284,26.96260,15.32625,1792,11.62779,2.24877,0,0.35491,38,26.95233
23.0,81,1,1,1,1,1,27.38191,0.13284,27.38191,15.74557,1841,11.62779,2.24877,0,0.35491,38,27.37741
23.9,81,1,1,1,1,1,27.99804,0.13284,27.99804,16.36170,1913,11.62779,2.24877,0,0.35491,38,27.98726
22.4,82,1,1,1,1,1,27.18916,0.13122,27.18916,15.32532,1814,11.85539,2.29664,0,0.28324,38,27.18464
23.0,82,1,1,1,1,1,27.61181,0.13122,27.61181,15.74797,1864,11.85539,2.29664,0,0.28324,38,27.57754
23.9,82,1,1,1,1,1,28.22888,0.13122,28.22888,16.36504,1937,11.85539,2.29664,0,0.28324,38,28.21643
22.4,83,1,1,1,1,1,27.07710,0.12129,27.07710,15.33275,1837,11.73600,2.17246,0,0.26474,38,27.07378
23.0,83,1,1,1,1,1,27.49466,0.12129,27.49466,15.75031,1887,11.73600,2.17246,0,0.26474,38,27.49253
23.9,83,1,1,1,1,1,28.11265,0.12129,28.11265,16.36829,1961,11.73600,2.17246,0,0.26474,38,28.11224
22.4,84,1,1,1,1,1,27.20916,0.12810,27.20916,15.33176,1859,11.86915,2.24421,0,0.27650,38,27.19700
23.0,84,1,1,1,1,1,27.63000,0.12810,27.63000,15.75259,1910,11.86915,2.24421,0,0.27650,38,27.61354
23.9,84,1,1,1,1,1,28.24888,0.12810,28.24888,16.37148,1985,11.86915,2.24421,0,0.27650,38,28.23498
22.4,85,1,1,1,1,1,27.20128,0.09786,27.20128,15.30632,1878,11.88680,2.42913,0,0.32395,42,27.20104
23.0,85,1,1,1,1,1,27.61717,0.09786,27.61717,15.72221,1929,11.88680,2.42913,0,0.32395,42,27.61700
23.9,85,1,1,1,1,1,28.23692,0.09786,28.23692,16.34196,2005,11.88680,2.42913,0,0.32395,42,28.23118
22.4,86,1,1,1,1,1,27.22935,0.05642,27.22935,15.39432,1911,11.82698,2.31403,0,0.20956,33,27.21681
23.0,86,1,1,1,1,1,27.64846,0.05642,27.64846,15.81343,1963,11.82698,2.31403,0,0.20956,33,27.63872
23.9,86,1,1,1,1,1,28.26907,0.05642,28.26907,16.43404,2040,11.82698,2.31403,0,0.20956,33,28.26834
22.4,87,1,1,1,1,1,27.21952,0.05577,27.21952,15.37671,1931,11.83484,2.25373,0,0.22308,35,27.21069
23.0,87,1,1,1,1,1,27.64179,0.05577,27.64179,15.79898,1984,11.83484,2.25373,0,0.22308,35,27.61316
23.9,87,1,1,1,1,1,28.26323,0.05577,28.26323,16.42042,2062,11.83484,2.25373,0,0.22308,35,28.26255
22.4,88,1,1,1,1,1,27.14493,0.14022,27.14493,15.39889,1956,11.73816,2.33285,0,0.22417,33,27.12373
23.0,88,1,1,1,1,1,27.56240,0.14022,27.56240,15.81636,2009,11.73816,2.33285,0,0.22417,33,27.56059
23.9,88,1,1,1,1,1,28.18465,0.14022,28.18465,16.43862,2088,11.73816,2.33285,0,0.22417,33,28.18406
22.4,89,1,1,1,1,1,27.08320,0.07009,27.08320,15.36606,1974,11.70935,2.35659,0,0.28874,37,27.05720
23.0,89,1,1,1,1,1,27.50376,0.07009,27.50376,15.78662,2028,11.70935,2.35659,0,0.28874,37,27.50161
23.9,89,1,1,1,1,1,28.12681,0.07009,28.12681,16.40968,2108,11.70935,2.35659,0,0.28874,37,28.12458
22.4,90,1,1,1,1,1,26.91669,0.11462,26.91669,15.37246,1997,11.53653,2.18308,0,0.28294,37,26.91022
23.0,90,1,1,1,1,1,27.33258,0.11462,27.33258,15.78835,2051,11.53653,2.18308,0,0.28294,37,27.32634
23.9,90,1,1,1,1,1,27.95641,0.11462,27.95641,16.41218,2132,11.53653,2.18308,0,0.28294,37,27.94483
22.4,91,1,1,1,1,1,27.03201,0.05332,27.03201,15.38634,2021,11.63805,2.12113,0,0.23466,35,27.02235
23.0,91,1,1,1,1,1,27.45095,0.05332,27.45095,15.80528,2076,11.63805,2.12113,0,0.23466,35,27.44900
23.9,91,1,1,1,1,1,28.06792,0.05332,28.06792,16.42226,2157,11.63805,2.12113,0,0.23466,35,28.06509
22.4,92,1,1,1,1,1,26.99000,0.11127,26.99000,15.38485,2043,11.59761,2.39008,0,0.22457,35,26.98737
23.0,92,1,1,1,1,1,27.41191,0.11127,27.41191,15.80677,2099,11.59761,2.39008,0,0.22457,35,27.38859
23.9,92,1,1,1,1,1,28.02972,0.11127,28.02972,16.42457,2181,11.59761,2.39008,0,0.22457,35,28.02337
22.4,93,1,1,1,1,1,26.98788,0.06708,26.98788,15.36104,2062,11.61939,2.32366,0,0.28445,39,26.97618
23.0,93,1,1,1,1,1,27.40526,0.06708,27.40526,15.77841,2118,11.61939,2.32366,0,0.28445,39,27.39252
23.9,93,1,1,1,1,1,28.02387,0.06708,28.02387,16.39703,2201,11.61939,2.32366,0,0.28445,39,28.02265
22.4,94,1,1,1,1,1,27.05200,0.05899,27.05200,15.37459,2086,11.67003,2.23326,0,0.23454,37,27.04919
23.0,94,1,1,1,1,1,27.47231,0.05899,27.47231,15.79491,2143,11.67003,2.23326,0,0.23454,37,27.46072
23.9,94,1,1,1,1,1,28.09172,0.05899,28.09172,16.41432,2227,11.67003,2.23326,0,0.23454,37,28.09064
22.4,95,1,1,1,1,1,27.03354,0.05837,27.03354,15.36598,2107,11.66026,2.32688,0,0.26715,39,27.03021
23.0,95,1,1,1,1,1,27.44943,0.05837,27.44943,15.78187,2164,11.66026,2.32688,0,0.26715,39,27.44812
23.9,95,1,1,1,1,1,28.06961,0.05837,28.06961,16.40205,2249,11.66026,2.32688,0,0.26715,39,28.06890
22.4,96,1,1,1,1,1,27.06137,0.06498,27.06137,15.40808,2135,11.64606,2.15523,0,0.23880,33,27.05895
23.0,96,1,1,1,1,1,27.48014,0.06498,27.48014,15.82686,2193,11.64606,2.15523,0,0.23880,33,27.47853
23.9,96,1,1,1,1,1,28.10109,0.06498,28.10109,16.44780,2279,11.64606,2.15523,0,0.23880,33,28.09421
22.4,97,1,1,1,1,1,26.96931,0.12966,26.96931,15.37786,2153,11.58430,2.17411,0,0.27237,37,26.94215
23.0,97,1,1,1,1,1,27.39091,0.12966,27.39091,15.79947,2212,11.58430,2.17411,0,0.27237,37,27.39076
23.9,97,1,1,1,1,1,28.01260,0.12966,28.01260,16.42116,2299,11.58430,2.17411,0,0.27237,37,28.00955
22.4,98,1,1,1,1,1,27.09421,0.07073,27.09421,15.38362,2176,11.70351,2.33084,0,0.21988,37,27.09155
23.0,98,1,1,1,1,1,27.51151,0.07073,27.51151,15.80093,2235,11.70351,2.33084,0,0.21988,37,27.47869
23.9,98,1,1,1,1,1,28.13393,0.07073,28.13393,16.42334,2323,11.70351,2.33084,0,0.21988,37,28.12812
22.4,99,1,1,1,1,1,27.09099,0.06301,27.09099,15.38227,2198,11.70172,2.28302,0,0.23723,37,27.08921
23.0,99,1,1,1,1,1,27.51108,0.06301,27.51108,15.80236,2258,11.70172,2.28302,0,0.23723,37,27.49321
23.9,99,1,1,1,1,1,28.13421,0.06301,28.13421,16.42549,2347,11.70172,2.28302,0,0.23723,37,28.12936
22.4,100,1,1,1,1,1,27.14818,0.06931,27.14818,15.38787,2221,11.75338,2.28928,0,0.18715,37,27.14052
23.0,100,1,1,1,1,1,27.56407,0.06931,27.56407,15.80376,2281,11.75338,2.28928,0,0.18715,37,27.56233
23.9,100,1,1,1,1,1,28.18790,0.06931,28.18790,16.42759,2371,11.75338,2.28928,0,0.18715,37,28.17537
22.4,101,1,1,1,1,1,27.08662,0.09923,27.08662,15.35904,2239,11.72071,2.53346,0,0.22515,41,27.08473
23.0,101,1,1,1,1,1,27.50525,0.09923,27.50525,15.77768,2300,11.72071,2.53346,0,0.22515,41,27.49083
23.9,101,1,1,1,1,1,28.12290,0.09923,28.12290,16.39533,2390,11.72071,2.53346,0,0.22515,41,28.12073
22.4,102,1,1,1,1,1,27.10250,0.06116,27.10250,15.38515,2265,11.71056,2.39902,0,0.25376,37,27.09970
23.0,102,1,1,1,1,1,27.52383,0.06116,27.52383,15.80647,2327,11.71056,2.39902,0,0.25376,37,27.51871
23.9,102,1,1,1,1,1,28.14222,0.06116,28.14222,16.42487,2418,11.71056,2.39902,0,0.25376,37,28.12666
22.4,103,1,1,1,1,1,27.25077,0.08385,27.25077,15.37710,2286,11.86694,2.46108,0,0.22078,39,27.24851
23.0,103,1,1,1,1,1,27.66801,0.08385,27.66801,15.79433,2348,11.86694,2.46108,0,0.22078,39,27.65289
23.9,103,1,1,1,1,1,28.28713,0.08385,28.28713,16.41346,2440,11.86694,2.46108,0,0.22078,39,28.28433
22.4,104,1,1,1,1,1,27.24053,0.11715,27.24053,15.38920,2310,11.84466,2.42317,0,0.20301,37,27.22550
23.0,104,1,1,1,1,1,27.66042,0.11715,27.66042,15.80909,2373,11.84466,2.42317,0,0.20301,37,27.65887
23.9,104,1,1,1,1,1,28.28025,0.11715,28.28025,16.42892,2466,11.84466,2.42317,0,0.20301,37,28.27913
22.4,105,1,1,1,1,1,27.14837,0.09545,27.14837,15.36806,2329,11.77370,2.31555,0,0.23688,41,27.10689
23.0,105,1,1,1,1,1,27.56425,0.09545,27.56425,15.78395,2392,11.77370,2.31555,0,0.23688,41,27.55597
23.9,105,1,1,1,1,1,28.18479,0.09545,28.18479,16.40448,2486,11.77370,2.31555,0,0.23688,41,28.17807
22.4,106,1,1,1,1,1,27.14317,0.09455,27.14317,15.36694,2351,11.76969,2.27645,0,0.24923,41,27.12979
23.0,106,1,1,1,1,1,27.56167,0.09455,27.56167,15.78545,2415,11.76969,2.27645,0,0.24923,41,27.54606
23.9,106,1,1,1,1,1,28.18289,0.09455,28.18289,16.40666,2510,11.76969,2.27645,0,0.24923,41,28.17217
22.4,107,1,1,1,1,1,27.19431,0.06776,27.19431,15.40471,2379,11.78313,2.33009,0,0.23131,35,27.17411
23.0,107,1,1,1,1,1,27.61538,0.06776,27.61538,15.82578,2444,11.78313,2.33009,0,0.23131,35,27.60606
23.9,107,1,1,1,1,1,28.23727,0.06776,28.23727,16.44767,2540,11.78313,2.33009,0,0.23131,35,28.23621
22.4,108,1,1,1,1,1,27.35193,0.05134,27.35193,15.40969,2402,11.93583,2.33352,0,0.22275,35,27.34251
23.0,108,1,1,1,1,1,27.76911,0.05134,27.76911,15.82686,2467,11.93583,2.33352,0,0.22275,35,27.75631
23.9,108,1,1,1,1,1,28.39165,0.05134,28.39165,16.44941,2564,11.93583,2.33352,0,0.22275,35,28.38802
22.4,109,1,1,1,1,1,27.28836,0.07923,27.28836,15.38278,2420,11.89922,2.42541,0,0.26382,39,27.27170
23.0,109,1,1,1,1,1,27.70807,0.07923,27.70807,15.80248,2486,11.89922,2.42541,0,0.26382,39,27.69971
23.9,109,1,1,1,1,1,28.33126,0.07923,28.33126,16.42568,2584,11.89922,2.42541,0,0.26382,39,28.32514
22.4,110,1,1,1,1,1,27.34375,0.07221,27.34375,15.40047,2445,11.93698,2.53688,0,0.22720,37,27.33649
23.0,110,1,1,1,1,1,27.75964,0.07221,27.75964,15.81636,2511,11.93698,2.53688,0,0.22720,37,27.72352
23.9,110,1,1,1,1,1,28.38347,0.07221,28.38347,16.44019,2610,11.93698,2.53688,0,0.22720,37,28.37549
22.4,111,1,1,1,1,1,27.29280,0.11366,27.29280,15.38662,2465,11.89994,2.41912,0,0.24205,39,27.29077
23.0,111,1,1,1,1,1,27.71119,0.11366,27.71119,15.80500,2532,11.89994,2.41912,0,0.24205,39,27.71042
23.9,111,1,1,1,1,1,28.32940,0.11366,28.32940,16.42322,2631,11.89994,2.41912,0,0.24205,39,28.32489
22.4,112,1,1,1,1,1,27.25696,0.11993,27.25696,15.41015,2491,11.84063,2.46027,0,0.16091,35,27.25355
23.0,112,1,1,1,1,1,27.67780,0.11993,27.67780,15.83099,2559,11.84063,2.46027,0,0.16091,35,27.66895
23.9,112,1,1,1,1,1,28.29668,0.11993,28.29668,16.44987,2659,11.84063,2.46027,0,0.16091,35,28.29393
22.4,113,1,1,1,1,1,27.28385,0.12500,27.28385,15.39032,2510,11.88740,2.40128,0,0.25694,39,27.27377
23.0,113,1,1,1,1,1,27.70097,0.12500,27.70097,15.80744,2578,11.88740,2.40128,0,0.25694,39,27.69116
23.9,113,1,1,1,1,1,28.32051,0.12500,28.32051,16.42697,2679,11.88740,2.40128,0,0.25694,39,28.31909
22.4,114,1,1,1,1,1,27.34956,0.12299,27.34956,15.38908,2532,11.95440,2.45895,0,0.19883,39,27.34446
23.0,114,1,1,1,1,1,27.76910,0.12299,27.76910,15.80862,2601,11.95440,2.45895,0,0.19883,39,27.74270
23.9,114,1,1,1,1,1,28.38928,0.12299,28.38928,16.42880,2703,11.95440,2.45895,0,0.19883,39,28.36948
22.4,115,1,1,1,1,1,27.22946,0.09131,27.22946,15.39389,2555,11.82954,2.34541,0,0.24861,39,27.22556
23.0,115,1,1,1,1,1,27.64535,0.09131,27.64535,15.80978,2624,11.82954,2.34541,0,0.24861,39,27.64462
23.9,115,1,1,1,1,1,28.26617,0.09131,28.26617,16.43060,2727,11.82954,2.34541,0,0.24861,39,28.25780
22.4,116,1,1,1,1,1,27.30008,0.08043,27.30008,15.39265,2577,11.90146,2.55816,0,0.19540,39,27.29154
23.0,116,1,1,1,1,1,27.71836,0.08043,27.71836,15.81093,2647,11.90146,2.55816,0,0.19540,39,27.70988
23.9,116,1,1,1,1,1,28.33980,0.08043,28.33980,16.43237,2751,11.90146,2.55816,0,0.19540,39,28.33792
22.4,117,1,1,1,1,1,27.21546,0.12233,27.21546,15.36772,2595,11.84181,2.49030,0,0.24476,43,27.20172
23.0,117,1,1,1,1,1,27.63609,0.12233,27.63609,15.78835,2666,11.84181,2.49030,0,0.24476,43,27.62560
23.9,117,1,1,1,1,1,28.25814,0.12233,28.25814,16.41041,2771,11.84181,2.49030,0,0.24476,43,28.25561
22.4,118,1,1,1,1,1,27.20419,0.06731,27.20419,15.40784,2624,11.79048,2.38162,0,0.21241,37,27.20035
23.0,118,1,1,1,1,1,27.62125,0.06731,27.62125,15.82490,2695,11.79048,2.38162,0,0.21241,37,27.61302
23.9,118,1,1,1,1,1,28.24391,0.06731,28.24391,16.44756,2801,11.79048,2.38162,0,0.21241,37,28.24076
22.4,119,1,1,1,1,1,27.22255,0.04660,27.22255,15.39486,2644,11.82186,2.47580,0,0.22227,39,27.18940
23.0,119,1,1,1,1,1,27.64193,0.04660,27.64193,15.81424,2716,11.82186,2.47580,0,0.22227,39,27.63424
23.9,119,1,1,1,1,1,28.26518,0.04660,28.26518,16.43749,2823,11.82186,2.47580,0,0.22227,39,28.26161
22.4,120,1,1,1,1,1,27.24973,0.07197,27.24973,15.41097,2669,11.83298,2.38339,0,0.18311,37,27.24884
23.0,120,1,1,1,1,1,27.66562,0.07197,27.66562,15.82686,2741,11.83298,2.38339,0,0.18311,37,27.65610
23.9,120,1,1,1,1,1,28.28945,0.07197,28.28945,16.45069,2849,11.83298,2.38339,0,0.18311,37,28.28477
