4,0,1,-1.707652,-1.792064,1.401650,2.808303,1,5.198604,12.031041
4,0,2,-1.739430,-1.816673,1.362021,2.975011,1,5.545177,13.070761
4,0,3,-1.101896,-1.332065,2.510990,2.117630,1,5.718464,13.590622
4,0,4,-0.513770,-0.653070,1.745777,4.090992,1,6.411611,15.670063
4,1,2,-1.767970,-2.034850,2.908162,1.744087,1,5.718464,12.567036
4,1,3,-1.530544,-1.598310,1.311357,3.134298,1,5.891751,13.361549
4,1,4,-1.231230,-1.271048,1.172657,3.051594,1,6.584898,15.166338
4,2,3,-1.518358,-1.807827,3.183160,2.910442,1,6.238325,13.708123
4,2,4,-0.709102,-1.684912,49.562806,4.070760,1,6.931472,15.512911
4,3,4,-0.808821,-1.130714,3.623984,3.633831,1,7.104759,15.960851
5,0,1,-1.531555,-1.710384,2.445240,3.116913,1,4.852030,11.589201
5,0,2,-1.406717,-1.570192,2.264544,3.343965,1,4.990660,12.005090
5,0,3,-1.198842,-1.208874,1.051443,3.539917,1,5.545177,13.668643
5,0,4,-0.957987,-1.025183,1.399315,3.682104,1,5.683807,14.084531
5,0,5,-0.458077,-0.646141,2.560790,3.855057,1,5.961066,14.916308
5,1,2,-1.522248,-1.850085,5.150988,3.295680,1,5.267919,12.282348
5,1,3,-1.275451,-1.356294,1.498123,3.529903,1,5.822436,13.945902
5,1,4,-1.140703,-1.151791,1.057001,3.664151,1,5.961066,14.361790
5,1,5,-0.758340,-0.823723,1.386685,3.961571,1,6.238325,15.193567
5,2,3,-1.226883,-1.501346,3.944484,3.051742,1,5.961066,14.084531
5,2,4,-1.220063,-1.243493,1.124285,3.603268,1,6.099695,14.500419
5,2,5,-0.516690,-1.031047,13.089191,3.902924,1,6.376954,15.332196
5,3,4,-1.568369,-1.607046,1.213353,3.126755,1,6.654213,14.733050
5,3,5,-0.965723,-1.032402,1.395701,3.625126,1,6.931472,15.886714
5,4,5,-0.864483,-0.932869,1.407661,3.531901,1,7.070101,16.025343
6,0,1,-1.259339,-1.624957,8.968387,3.543326,1,4.852030,11.958785
6,0,2,-1.098719,-1.279782,2.963529,3.662705,1,5.314128,13.345079
6,0,3,-1.070330,-1.126505,1.400809,3.464704,1,5.429653,13.691653
6,0,4,-1.096473,-1.153277,1.406110,3.622485,1,5.660702,14.384800
6,0,5,-0.516048,-0.909142,10.575758,4.180282,1,5.776227,14.731374
6,0,6,0.189165,-0.781763,338.854272,4.269794,1,6.122800,15.771095
6,1,2,-1.686342,-1.700512,1.088741,3.154800,1,5.429653,13.136286
6,1,3,-1.087575,-1.215180,2.150342,3.745323,1,5.545177,13.807178
6,1,4,-0.867567,-1.010965,2.364067,3.804272,1,5.776227,14.500325
6,1,5,-0.677662,-0.859765,2.982078,4.058103,1,5.891751,14.846898
6,1,6,-0.359650,-0.416927,1.410097,4.335154,1,6.238325,15.886619
6,2,3,-1.686342,-1.700060,1.085793,3.154800,1,6.007276,14.001036
6,2,4,-1.214140,-1.254802,1.276310,3.627002,1,6.238325,14.962423
6,2,5,-1.141841,-1.166632,1.160379,3.253375,1,6.353849,15.125894
6,2,6,-0.467529,-0.725774,4.708977,3.642443,1,6.700423,16.348717
6,3,4,-1.290261,-1.302589,1.076773,3.527977,1,6.353849,15.077947
6,3,5,-0.899012,-1.053106,2.520765,3.880722,1,6.469374,15.424521
6,3,6,-0.614978,-0.638011,1.148202,4.197503,1,6.815947,16.464242
6,4,5,-0.944723,-1.127138,2.987650,3.525942,1,6.700423,15.655570
6,4,6,-0.528753,-0.725524,3.256422,4.050800,1,7.046996,16.695291
6,5,6,-0.757929,-0.795540,1.253160,3.456927,1,7.162521,16.810815
7,0,1,-1.084795,-1.117834,1.260203,3.678917,1,4.852030,12.666587
7,0,2,-0.918785,-1.061969,2.724512,3.899066,1,4.951051,12.963650
7,0,3,-0.822255,-0.974442,2.901725,4.041712,1,5.149093,13.557777
7,0,4,-0.863542,-0.866196,1.018749,3.864877,1,5.248114,13.854840
7,0,5,-0.577111,-0.580609,1.024787,4.142574,1,5.545177,14.746029
7,0,6,-0.366823,-0.407950,1.333611,4.147294,1,5.644198,15.043092
7,0,7,-0.077838,-0.104060,1.201483,4.403660,1,5.842241,15.637218
7,1,2,-1.462078,-1.503176,1.333345,3.303245,1,5.347135,12.972870
7,1,3,-1.267752,-1.293979,1.201518,3.601347,1,5.545177,13.723941
7,1,4,-1.038213,-1.415450,14.022448,3.773297,1,5.644198,13.864059
7,1,5,-0.722370,-1.005966,7.280278,4.016284,1,5.941262,14.985168
7,1,6,-0.789132,-0.837726,1.405178,3.946006,1,6.040283,15.209256
7,1,7,-0.406276,-0.590510,3.631462,4.022684,1,6.238325,15.646438
7,2,3,-1.149222,-1.439891,7.649824,3.707194,1,5.644198,13.822962
7,2,4,-1.291230,-1.338818,1.395304,3.555415,1,5.743219,13.963080
7,2,5,-0.861391,-0.958119,1.968160,3.989805,1,6.040283,15.084189
7,2,6,-0.745252,-0.791845,1.385626,4.014552,1,6.139304,15.308277
7,2,7,-0.646042,-0.683128,1.296409,4.185749,1,6.337346,15.588514
7,3,4,-1.262304,-1.311063,1.406787,3.420072,1,5.941262,14.318067
7,3,5,-0.914168,-0.961190,1.389788,3.912865,1,6.238325,15.439176
