D=2 done  tested=46024945596 integral=0
D=3 done  tested=83277358766 integral=0
D=5 done  tested=123290022002 integral=4
D=6 done  tested=145059811484 integral=4
D=7 done  tested=168927014116 integral=4
D=10 done  tested=183794819418 integral=4
D=11 done  tested=202207660648 integral=4
D=13 done  tested=240453966788 integral=4
D=14 done  tested=257759301394 integral=4
D=15 done  tested=265434836912 integral=4
D=17 done  tested=303379441722 integral=4
D=19 done  tested=314660715838 integral=4
D=21 done  tested=340733146810 integral=4
D=22 done  tested=352269915746 integral=4
D=23 done  tested=360174309390 integral=4
D=26 done  tested=364990296146 integral=4
D=29 done  tested=384708335382 integral=4
D=30 done  tested=391194098568 integral=4
D=31 done  tested=396712424276 integral=4
D=33 done  tested=434989353554 integral=4
D=34 done  tested=439275143258 integral=4
D=35 done  tested=443719484712 integral=4
D=37 done  tested=461916876764 integral=4
D=38 done  tested=465647463540 integral=4
D=39 done  tested=470063356280 integral=4
D=41 done  tested=492730639268 integral=4
D=42 done  tested=498021737668 integral=4
D=43 done  tested=502821416244 integral=4
D=46 done  tested=506591867460 integral=4
D=47 done  tested=510080005960 integral=4
D=51 done  tested=513659832672 integral=4
D=53 done  tested=521911952954 integral=4
D=55 done  tested=524766971666 integral=4
D=57 done  tested=540125471984 integral=4
D=58 done  tested=542526398484 integral=4
D=59 done  tested=544625804856 integral=4
D=61 done  tested=562318549338 integral=4
D=62 done  tested=565696517022 integral=4
D=65 done  tested=578049963372 integral=4
D=66 done  tested=581352188620 integral=4
D=67 done  tested=583760363200 integral=4
D=69 done  tested=596919252440 integral=4
D=70 done  tested=598999451400 integral=4
D=71 done  tested=601674355324 integral=4
D=73 done  tested=614951388268 integral=4
D=74 done  tested=617187058544 integral=4
D=77 done  tested=623399025508 integral=4
D=78 done  tested=625781831808 integral=4
D=79 done  tested=629078620996 integral=4
D=82 done  tested=632138397968 integral=4
D=83 done  tested=635189477244 integral=4
D=85 done  tested=640947170794 integral=4
D=86 done  tested=642239503458 integral=4
D=87 done  tested=643970707366 integral=4
D=89 done  tested=651266262290 integral=4
D=91 done  tested=654753675982 integral=4
D=93 done  tested=665398025068 integral=4
D=94 done  tested=667032829512 integral=4
D=95 done  tested=668315014864 integral=4
D=97 done  tested=675528666484 integral=4
TOTAL tested=675528666484 integral=4
TOTAL tested=675528666484 integral=4
