[0;31m  ***   Warning: new maximum stack size = 6000001024 (5722.047 Mbytes).[0m
#rows read: 1288
ROW|3|2|-119|85|-35|25|99|-70|3|2|0|0|1|2.41421356237309504880168872420969807857|0.00209204105306324748539439143897527827455|478.002092041053063247485394391438975278|0.414213562373095048801688724209698078569|-3.00000000000000000000000000000000000000|2|0.52549434807817210093043729991916923611
ROW|3|2|-7|5|-7|5|99|-70|3|2|1|0|1|0.071067811865475244008443621048490392848|0.071067811865475244008443621048490392848|14.0710678118654752440084436210484903928|14.0710678118654752440084436210484903928|-3.00000000000000000000000000000000000000|1|-3.00000000000000000000000000000000000000
ROW|3|2|-7|5|-35|25|99|-70|3|2|1|0|1|0.071067811865475244008443621048490392848|0.071067811865475244008443621048490392848|14.0710678118654752440084436210484903928|14.0710678118654752440084436210484903928|-3.00000000000000000000000000000000000000|1|-3.00000000000000000000000000000000000000
ROW|3|2|-51|34|-15|10|17|-12|3|2|0|0|1|5.8284271247461900976033774484193961571|0.0050506338833465838817893053211345001230|197.994949366116653416118210694678865500|0.171572875253809902396622551580603842861|-3.00000000000000000000000000000000000000|2|0.52549434807817210093043729991916923611
ROW|3|2|3|-2|3|-2|17|-12|3|2|1|0|1|0.171572875253809902396622551580603842861|0.171572875253809902396622551580603842861|5.8284271247461900976033774484193961571|5.8284271247461900976033774484193961571|-3.00000000000000000000000000000000000000|1|-3.00000000000000000000000000000000000000
ROW|3|2|3|-2|39|-26|17|-12|3|2|1|0|1|0.171572875253809902396622551580603842861|0.171572875253809902396622551580603842861|5.8284271247461900976033774484193961571|5.8284271247461900976033774484193961571|-3.00000000000000000000000000000000000000|1|-3.00000000000000000000000000000000000000
ROW|3|2|3|-2|15|-10|17|-12|3|2|1|0|1|0.171572875253809902396622551580603842861|0.171572875253809902396622551580603842861|5.8284271247461900976033774484193961571|5.8284271247461900976033774484193961571|-3.00000000000000000000000000000000000000|1|-3.00000000000000000000000000000000000000
ROW|3|2|1|-1|1|-1|3|-2|3|2|1|0|1|0.414213562373095048801688724209698078569|0.414213562373095048801688724209698078569|2.41421356237309504880168872420969807857|2.41421356237309504880168872420969807857|-3.00000000000000000000000000000000000000|1|-3.00000000000000000000000000000000000000
ROW|3|2|1|-1|41|-41|3|-2|3|2|1|0|1|0.414213562373095048801688724209698078569|0.414213562373095048801688724209698078569|2.41421356237309504880168872420969807857|2.41421356237309504880168872420969807857|-3.00000000000000000000000000000000000000|1|-3.00000000000000000000000000000000000000
ROW|3|2|1|-1|25|-25|3|-2|3|2|1|0|1|0.414213562373095048801688724209698078569|0.414213562373095048801688724209698078569|2.41421356237309504880168872420969807857|2.41421356237309504880168872420969807857|-3.00000000000000000000000000000000000000|1|-3.00000000000000000000000000000000000000
