D=2 done  tested=4914294611346 integral=0
D=3 done  tested=9901229808834 integral=0
D=5 done  tested=14113847268936 integral=4
D=6 done  tested=21179507633586 integral=4
D=7 done  tested=31027572317142 integral=4
D=10 done  tested=34819177080096 integral=4
D=11 done  tested=44453892574368 integral=4
D=13 done  tested=48550994605620 integral=4
D=14 done  tested=61125527714112 integral=4
D=15 done  tested=64846277675370 integral=4
D=17 done  tested=70340623903584 integral=4
D=19 done  tested=299669204602440 integral=4
D=21 done  tested=303363231861024 integral=4
