D=2 done  tested=733282050776 integral=0
D=3 done  tested=1332022705876 integral=0
D=5 done  tested=2133008174790 integral=4
D=6 done  tested=2556289402646 integral=4
D=7 done  tested=2948160906326 integral=4
D=10 done  tested=3276053271250 integral=4
D=11 done  tested=3588644646366 integral=4
D=13 done  tested=4315632059178 integral=4
D=14 done  tested=4592740369694 integral=4
D=15 done  tested=4860403838462 integral=4
D=17 done  tested=5461648501698 integral=4
D=19 done  tested=5699506196202 integral=4
D=21 done  tested=6222206355384 integral=4
D=22 done  tested=6443257193436 integral=4
D=23 done  tested=6659450024920 integral=4
D=26 done  tested=6862799717900 integral=4
D=29 done  tested=7290191788606 integral=4
D=30 done  tested=7479475187034 integral=4
D=31 done  tested=7665689156134 integral=4
D=33 done  tested=8061264745582 integral=4
D=34 done  tested=8239089710466 integral=4
D=35 done  tested=8414312583946 integral=4
D=37 done  tested=8784152854752 integral=4
D=38 done  tested=8952359889768 integral=4
D=39 done  tested=9118374475264 integral=4
D=41 done  tested=9466933561716 integral=4
D=42 done  tested=9626907371824 integral=4
D=43 done  tested=9784994521424 integral=4
D=46 done  tested=9937912105840 integral=4
D=47 done  tested=10089139196284 integral=4
D=51 done  tested=10234337050548 integral=4
D=53 done  tested=10535836361974 integral=4
D=55 done  tested=10675651175706 integral=4
D=57 done  tested=10965181443634 integral=4
D=58 done  tested=11101326789222 integral=4
D=59 done  tested=11236318214010 integral=4
D=61 done  tested=11515339148252 integral=4
D=62 done  tested=11647024589948 integral=4
D=65 done  tested=11916384322292 integral=4
D=66 done  tested=12044013732376 integral=4
D=67 done  tested=12170679618592 integral=4
D=69 done  tested=12431459949788 integral=4
D=70 done  tested=12555402582916 integral=4
D=71 done  tested=12678456697028 integral=4
D=73 done  tested=12931364403566 integral=4
D=74 done  tested=13051902970334 integral=4
D=77 done  tested=13297636174298 integral=4
D=78 done  tested=13415030306886 integral=4
D=79 done  tested=13531795552638 integral=4
D=82 done  tested=13646293344018 integral=4
D=83 done  tested=13760069934898 integral=4
D=85 done  tested=13993112894864 integral=4
D=86 done  tested=14104893202760 integral=4
D=87 done  tested=14216044623820 integral=4
D=89 done  tested=14443433371866 integral=4
D=91 done  tested=14552092323998 integral=4
D=93 done  tested=14774207653988 integral=4
D=94 done  tested=14881147264128 integral=4
D=95 done  tested=14987527222680 integral=4
D=97 done  tested=15204752813280 integral=4
TOTAL tested=15204752813280 integral=4
TOTAL tested=15204752813280 integral=4
