D=2 done  tested=301348792448 integral=152
D=3 done  tested=555611836076 integral=260
D=5 done  tested=922880676872 integral=424
D=6 done  tested=1097097947506 integral=498
D=7 done  tested=1243063768848 integral=572
D=10 done  tested=1398446739954 integral=622
D=11 done  tested=1525578261768 integral=672
D=13 done  tested=1765715580750 integral=802
D=14 done  tested=1883429952800 integral=832
D=15 done  tested=2019978624378 integral=862
D=17 done  tested=2250698793596 integral=980
D=19 done  tested=2344870291236 integral=1010
D=21 done  tested=2533213286516 integral=1092
D=22 done  tested=2627384784156 integral=1122
D=23 done  tested=2721556281796 integral=1152
D=26 done  tested=2796893479908 integral=1182
D=29 done  tested=2956985025896 integral=1234
D=30 done  tested=3022905074244 integral=1264
D=31 done  tested=3088825122592 integral=1294
D=33 done  tested=3248916668580 integral=1356
D=34 done  tested=3314836716928 integral=1386
D=35 done  tested=3380756765276 integral=1416
D=37 done  tested=3526722586618 integral=1478
D=38 done  tested=3583225485202 integral=1508
D=39 done  tested=3658562683314 integral=1538
D=41 done  tested=3799819929774 integral=1600
D=42 done  tested=3846905678594 integral=1630
D=43 done  tested=3903408577178 integral=1660
D=46 done  tested=3969328625526 integral=1690
D=47 done  tested=4016414374346 integral=1720
D=51 done  tested=4072917272930 integral=1750
D=53 done  tested=4204757369626 integral=1780
D=55 done  tested=4251843118446 integral=1810
D=57 done  tested=4374266065378 integral=1840
D=58 done  tested=4421351814198 integral=1870
D=59 done  tested=4468437563018 integral=1900
D=61 done  tested=4586151935068 integral=1930
D=62 done  tested=4633237683888 integral=1960
D=65 done  tested=4769786355466 integral=1990
D=66 done  tested=4816872104286 integral=2020
D=67 done  tested=4863957853106 integral=2050
D=69 done  tested=4972255075392 integral=2080
D=70 done  tested=5019340824212 integral=2110
D=71 done  tested=5066426573032 integral=2140
D=73 done  tested=5174723795318 integral=2170
D=74 done  tested=5221809544138 integral=2200
D=77 done  tested=5315981041778 integral=2230
D=78 done  tested=5363066790598 integral=2260
D=79 done  tested=5410152539418 integral=2290
D=82 done  tested=5447821138474 integral=2320
D=83 done  tested=5485489737530 integral=2350
D=85 done  tested=5579661235170 integral=2380
D=86 done  tested=5617329834226 integral=2410
D=87 done  tested=5664415583046 integral=2440
D=89 done  tested=5753878505804 integral=2470
D=91 done  tested=5800964254624 integral=2500
D=93 done  tested=5881010027618 integral=2530
D=94 done  tested=5928095776438 integral=2560
D=95 done  tested=5965764375494 integral=2590
D=97 done  tested=6045810148488 integral=2620
TOTAL tested=6045810148488 integral=2620
TOTAL tested=6045810148488 integral=2620
