D=2 done  tested=24975496260 integral=124
D=3 done  tested=49950992520 integral=236
D=5 done  tested=74926488780 integral=330
D=6 done  tested=99901985040 integral=432
D=7 done  tested=124877481300 integral=534
D=10 done  tested=149852977560 integral=630
D=11 done  tested=174828473820 integral=726
D=13 done  tested=199803970080 integral=812
D=14 done  tested=224779466340 integral=908
D=15 done  tested=249754962600 integral=996
D=17 done  tested=274730458860 integral=1078
D=19 done  tested=299705955120 integral=1166
D=21 done  tested=324681451380 integral=1248
D=22 done  tested=349656947640 integral=1336
D=23 done  tested=374632443900 integral=1424
D=26 done  tested=399607940160 integral=1512
D=29 done  tested=424583436420 integral=1594
D=30 done  tested=449558932680 integral=1682
D=31 done  tested=474534428940 integral=1770
D=33 done  tested=499509925200 integral=1848
D=34 done  tested=524485421460 integral=1928
D=35 done  tested=549460917720 integral=2008
D=37 done  tested=574436413980 integral=2086
D=38 done  tested=599411910240 integral=2166
D=39 done  tested=624387406500 integral=2246
D=41 done  tested=649362902760 integral=2324
D=42 done  tested=674338399020 integral=2404
D=43 done  tested=699313895280 integral=2484
D=46 done  tested=724289391540 integral=2564
D=47 done  tested=749264887800 integral=2644
D=51 done  tested=774240384060 integral=2724
D=53 done  tested=799215880320 integral=2802
D=55 done  tested=824191376580 integral=2882
D=57 done  tested=849166872840 integral=2960
D=58 done  tested=874142369100 integral=3040
D=59 done  tested=899117865360 integral=3120
D=61 done  tested=924093361620 integral=3198
D=62 done  tested=949068857880 integral=3278
D=65 done  tested=974044354140 integral=3356
D=66 done  tested=999019850400 integral=3436
D=67 done  tested=1023995346660 integral=3516
D=69 done  tested=1048970842920 integral=3594
D=70 done  tested=1073946339180 integral=3674
D=71 done  tested=1098921835440 integral=3754
D=73 done  tested=1123897331700 integral=3832
D=74 done  tested=1148872827960 integral=3912
D=77 done  tested=1173848324220 integral=3990
D=78 done  tested=1198823820480 integral=4070
D=79 done  tested=1223799316740 integral=4150
D=82 done  tested=1248774813000 integral=4230
D=83 done  tested=1273750309260 integral=4310
D=85 done  tested=1298725805520 integral=4388
D=86 done  tested=1323701301780 integral=4468
D=87 done  tested=1348676798040 integral=4548
D=89 done  tested=1373652294300 integral=4626
D=91 done  tested=1398627790560 integral=4706
D=93 done  tested=1423603286820 integral=4784
D=94 done  tested=1448578783080 integral=4864
D=95 done  tested=1473554279340 integral=4944
D=97 done  tested=1498529775600 integral=5022
TOTAL tested=1498529775600 integral=5022
TOTAL tested=1498529775600 integral=5022
