n,m,digits_correct,X2_bitlen,Y2_bitlen,X2,Y2
88,440,919.2705432877445,5819,5819,274094433850553086467657847173248924952107498901713387973612184903831398026087578460441893438148707714277601441490872093234701692948469333016726533534371922327111628254140614225882865213004983686027998046212936660659653198514931763152107123373527185185707540460298689756343675483410144170171510420349342921936581111481548518992036778115411139276042060504902033074901956866974504334123917265056338712724767710035124977180049288274270897767385231364752502637843861174129119455009152286987327735112843934289048194996316724189433593290475617959650873132635785850433183015916803825931634634111201591901110679781565558625085422749623706866636283032659702186612198581914613678972207882290392590393354511633407763337775162000723262252417852526851336124767746161666739120098664579797828748048583608759074642168028168993829301609731759037016255601797118663371576226647247544158374158349863653602506052190268388650434735497877414104453884837521727267997763403806115502993538118098453327768181306615067299903780024298465918719007984582297530406816587701224720924204463679684964541809405496856411160345567271350249439811159139049233740501372470551331300688828092772616104948384445262116194811892420837769186772731447180418992196056259056067069173345830057671517983263809371373856132800771212428284603245685831483246902494544236077711244082141450258561766780696915100009372582313846163886595167825564604169336518640749811315749827125157409638755270283223570145393654537041021758639399320403175610291514750898426465954585304691664277746333795641821836938657973143311219884551292621965757762312877968011439786756146830426494418695914336694165595796782143034605547344272552242403002387127633097166966130382572179193002417659128498230344212294794674929880845516800000000,251061070962590310673825776475456369825254088411913073498688405346738531502515042367952683344000200760909522503540064783902565663550292826093132304609255598300536824595996706454843876451791150291706156073792129157898865217648703290508560689713789726333769716442383383575465943026915070574830243506930612271218298513887613239652522339420838385123645455893042332292257675218462669355353128264883752838479001674849236765767179413740291890612619503623139178622870354275672156089542281878269435058648575129101467040646616834814263922640593029562475013287165746894390117221323741830987739209436257441022329708050605056766974294557387462144402764083415109930913279063214475967305935764348090169323809977668229764544772479057650460217031773725570397542693259236083449858945002295901787950812072209469897504412156129801708145520618569185171379466296083024089611887475317287235242221002003094783915417162781032914728442787070291525225950746976409785208841115638505444703504180390337502263436797261490327023522652659864195288589025153349070042147672646616964226440099629795642577237949827679263541806484607881095103749706398703676740653001666047082601339968924733228138076349917991025303467864218137937526303870708560169168250183467740667073519230020327699886676564638433357312780106194297298653947195088793378966513600882843789852433232077303910627341196855071553284863654709371108493079809783926695555110329987685492788542405398258177107762671059157447672058263567290485686817945803203701958817503855251027367367640885107201597232675618596544162899630669468267592038128720958529228896224968048614150426238035953685748025953631106980022469962248858513052018669855478979676627185602414595600369805566395520559437466377024950611782929476195045672941443711036817408
89,445,929.7199228215089,5915,5915,22698922540485738480860654613456086805636035018947580003580227416484089599334334463812112395867775589659763814115026025480750945026535407265473567150822005458481368508752647300095093415012130982432090664643151384364292175790822724699463001434285554934728760703197756880387693452650002162688470544781764474239185850641516507422852506912417107016237224341500162610286443845867213919386413949020804738461393735116345813256926502969528988479775385928673701563492506616982199374155921066326375434786816533710574127298362108939869204683665708407232941189654202147108087731913313776373681113952444975389516474798208338967278340597907984322659361208289520406074613356599935345476650395280847450027371640270321754341777676037315090624473256524974284059599540728186633613768335359347686511263440020358677948520309466375815850085461903586626112905313217791282139677274815726659032092074237748730237556245591401889455471790409492461913919223774720649943925594958376465994558402339317753530343541855633438209025477542137186830143619792129275311165215319694341421546243982638887465547278717385805592711562406846325941298386435915845412975619726115028272246778838489282085024402754907888350161943861649327150526841055698436126909598091648597128000327582154768080035444938240701670114452364580779704889044274066046498260557191312887896811598618492798555398504262557514310544152872354142849893327763274759096872016399148881551944584587950055958970546536459015079113807531090862560709153251892871244214474325766904287801806189529565626005602095766874601654660029195463284027701404218845451940659266939989133719853626484106204001472956406754010106941868271149732492413506878582241045791655743585727899545250835935173802940698831937943711026843009500098516791741974472024404991575240102589235200000000,20791432071978689191575808285257309803073971222374641515881217913667092437287594901443960806659588256873174261980536760567851949531123185327325925594909316485213990773010618226063890236364269706418235239657876838208285568900925431922480950857167379481838554901770490707343990951670172560416519338600755481387277399095653990619799330245607531473948474296377116981264585625358390051549545613944884166564001804206080268087180602666058303567802639866125536182022358087612551391785275328054829694801833797418985333836676657248124015091952240861963545259495466364029373268417591568190865032126020454401060542072542757031274807808266647621125640513038836275532799574072117114921782546003264705141684622156454115531677203723492822168506496414903261178567019771940776251758488500476901773066091452571655693701473562850793534725324188749580458972559799028222946354113522919922613017497343446305374817140700678044845225601811869363749618630376852477770117769526168237671530825135042554128256049510216404722349672176879489729157510700515502439461190767222428927843222240075781582468826919468119931034027391192198643740130566949850126786265968333810406525384647186453856031154799552795077102169446633762363934003089494171225622299776073889838749828326649816973588346019655583986107032660815323877171114553318152316585363957942325539749380395658621470213438718821418376812402043411966105075354404672362244363064869536390215487499376107156653435328863575849055443620981108838074070739751455373020241744556894797066787446630301369179177118059788240623659004601841301454826061722319783756881196931827069176538019467465226735847988607726408100274225957847901434600793219814998072994552495600894735658015856627994513518736896104426692913039775799515186560290479262742846929484179776199637003992563712
90,450,940.169302410344,5952,5952,3948613406999877792347253747991469190336130393437342770824466753649286015479766994947722571402700208259426486915124053932627887235001106869494781798665980381914352194043739175301501427089818495101537360703452303231519212079147702909914049712538875014498022705627642215634961930446952354438993568358421413459378403380033442392578975911921951940554087521481979720068997747352957584209303045486996675633834696165132079856170461290233472401234560459443428488812269474834913340796567617067047411038539901183791343437811824395745543022749923140638303639727044505685515843687458757592285723174744789811393205985363118160604544704105631293606289997244143198862215152205433815373921909108161440596247995606835677062982512021862623509520806097225443695220384793783396754845947956283759842327045912324291379786700129456665068253700545976609196923824176083375814964113135422790843608542731199078183811825419119385952216310273837836964604496400988674457394046476920268828796489486306735318748269006382352289376753020936842112557969992975714199821081124466210199061090707991330627302816640246635972892141628331276985595966579860374477263580538633083332823808671272948678086581673900408041949081678805440246265928984416713789757753310962378874199062148071880983407223143186959608177924199525773397875476644783844258115232195418968242395944020063521442525913504706174373211015859885491232794050046698080779999661040371317384073586051173720170265923488171495302637249095573159021685621617297943865170213721762875448626029891179711223732433268604456804943524415292747904692346623078257695208008341509877740186058973983072485651871633851033385676596971496130003278235954963593278044177143594208312828844215602556007420606128029292743662315604104776450606484797706315639448614153018297703259460793584844800000000,3616794025518776198814681552159217156342226920526146553441737402285517784696254327460231969558090433806684225218518803657310915685815014275158854883630255374837355365210115638500614994162798497047628175828812588786393223205579871776088420905525155625759453411617726368127762448942850693182617934521527333348243251839849117849699963649234648561056132636794130972556699287725276721204377222921729037132132517464264533833299752947870492188020848324696472312222039269536472225658170271685240824946806263151546246811564739929332663592842250657183729371959020451822820196102382922757818751446535383019740274019699121829179332100339172510709943844083367236894787625313579894252711696097831218147757513186457858159189474123868034968845037707221399386394788819496330544220861089268920805595062232459441451971840977272311032305364210191884402501612373380992466734181852612950486589730426784964857958036367612037168760261056300809119126755146275610792675272921254376848618442105415338189303404070428178097094916869918175678650217121282070263918940852941227927840166045404132130233483443606341725906738057049068484015493376999406959077629619752270775060665132633691544517616104159663540205698201317640048010605189071207838200646452301490217966104167457946606339109541305016636195727262919699845236672488126526697958772994824505178618902537623152138521200119834992412317033968442669881879076123055964532175046737656106162880696033212683205139162532118999866692044632776850094921132709317782504118037570345483013739629165058398421290873045901769725219004686705602902460544553359242780535482187094577494555680295860844191056479558569043755160752356349720265730721457620082263407720555545007238449184876244572567636085291917884945389326242388842524650853894165957244476432744491323559531918666003488689881088
91,455,950.6186820524347,6009,6009,565134943824304904245683844423303748505961906798746763481493387648939797077437588385628604236485328814890655240256955198404476532485989523561598158229067440694523539086148681890211567686289341581239422498833811736667480357347591166371462826401195756249917436497059157398194967847513825217749283134422807091182369215321954775436643228483589751860771858238801613588280736568113555824738277870665140333863631085298016608913741807718225461560132831236018389429436325650314984563312177692347961471829815796981695319623650226813922996941495893831937138165225616110673209025584928672213464728554835988676470665575768387667254039288158473483736284991000293269574991714324004821634061057256328234093841779017217422651652331478922613153928628055713869006462463224051695388317538673783395683062282681091248749559329851740835053733921134927829335965688219036787501556776255208403598345567283032808463555607074306736536536831404571176012542923206125257115826426712747455166271888717116885126484785749331016276618656090999743620837356321895566461564453230462989856060073378347435545739631068270832352961317080287803161777411632277421441533803648865946781960281835706621061583718823392444685415595688488892843125120870649172997887663757236729270534367751094356945663010652883886043816983330335977987173981293887629006988541132855486300451127289658252784121219919909181656554103152449658474875915205397322390204392976529251252161413023489098314216736044707539991371108862831070888859244884580354297557659819377601672442846030907513316371745870165876360698835883272398395646845367140859511785681167142148044199890398655513437411149160008502399748135426307837598077211341364960724271176878277286090421635432721706281439807898112782992193823510677805611401821891412444911919786550364645485044295767661831159394216810905600000000,517644164610338731371992927027406902797072388756903422582593176024798169218115312772238241239555506931770936662622914796619406652848489908230320039824119877826239514557818640676800837705901536116213909647696898425194750253322854411734954805336180354703806551902774018649626147940830022934157424946212298471980022184409167473952288953637992392686892735516873787777764103124256945247546236288143557259332607458951910311694538883877041507551466253078152838665373705369509529224265504217101512689452492046805020441317826687167323954508760849709306717166075722766573413405222047299412765697768134495817550442150568911480111731113001747467246039694444037539192821997588100812589148218205183129995665815854426121379418596120025169497402572982741901132465342995032731132318272586431273897428454099492675395043788090772750147572044171738707675347815606551833457951968354339659428201548579890975499422499517105245989923000743804345903656181000085756058288090348027187266873440058061401732460054668204231520939444603573165192432461737598694349381602586550031103188659850058038024088900830090317213530924163133348545571056581988529430533920312754485353280385194584616095448103941406027101049665225953998899653363822351400927765427879646057726201786205350081709572087221309498117557532574013829393578776022423794369479660471019855347488039609029821613643757685138535627129915496906357483117965039628095008762770139724236535414765272312561031077949199547192127784076182001229803723297860484742854855706088121190128517230537993694744533784386783505506543337757481648928326938129499606713163396302530625400813296744097116797029596446812172120766111579241231701231189854340268927674983647732667095722399908426958570501461802726024145051237143845841487079853348024680475066963895493299829805558198813024352069735752518269403136
92,460,961.0680617460447,6086,6086,68923184913040084116806295358706261955473775368847185178577939907746984564016997090660447469704731880870745353462626849102102500283778536845606033054996849630083413684168846911461207423624077542633268559143413694955223656203195460542129142477462250210263206347631887831617328169205550067189648366813006872270832967062420528897087265537404084838431506312094378700342884151558232563692795392264236608423160931889984317226814680923609600051727791874867011511927491793357611216272259933137828458821414167128120956332031948855856171869833609800731332652138603473813024691296087818597740445517202481566785388655172834570950545901595088711536331445277035084732394221689145470451972357614966591186929082861375399042162262402313091603963712181318547713307159355827763572890657018889617746681226822701056963451728681666756502907732697595189338615317142101859725742422800638485951034552822522212553477984332796178302175179925470641153787309033025421653118327081301292155952954824101579472922959721978053348514699706028365698102729844236866575586990376205236217320495073899169624077240868632835428880269305144708488604281432134515444866509805926116331289885107570695229963916715792960762519064809522125773500203761223177710498385814760247197380881543182050274171932066280418079474187456398735674596755810977983018912900085331506201417638636278658235856376773983104869701223096111988874154318571299229157579737863710913764055453320381935835343699503299723425880551482761759917996425170978961891727398476764549274910475748957301790060016219568301114657939735478487868413738253409832088972113263283369496101151447810580971786375047126037265600349977671980209532802674520476565478819420725021358763978163445776399662969366339717681418413884891645069536909616808348521579505958636128931988066675820499387101397509902517907098117854586942259200000000,63131266021459097938575716230461036405334490506640509684353787650123072838341136305234821918612533241464503781349723594597209430733226299052353438441515310646997715765281866828840405514364083907158740760793999246505810820727423019584476322036873825002356278362387033262695655806683141297620849410637335550962974935032941361000313809149306128413784520316035164555443059294078942416245396781871833050886467020450618130952539316531271139240308953517687995513797234889821133064877191195206591281110268401514876459313454375138756239320720621604804611745375569381132496519614876719395352894358951597006252457189015399560424623598853907512874798731537824475939570305737794814125401842528428634514664817439333799170695969063149928334981622702371062024194676033974927337805466904825672768010493431317134363720143726035749490571151077627168398785236316912862861855765887351034406400193745589028542366420220886858698001015262327904217386451990900799866313280631232631396997098334812876073884632033978416203724432512024441096243716859296141583097373731601731861885839368710533337896587029258056378390037542165112417808400284759775545759063953762346109575496093122571432554455503928784729302651197375869241444315790061796735243843354886785188123100600017583406454811137733582007993604211850524714084549176364069460707812788661471879441077870994302529851864194198717792525115387981755845310655853587648025070892237620319148061051333649757236945299363711803815816614684034238283818538627786926709420525697852626099841172029593829982747221138128395915500465988172105674661561310219573419278076565786210776957540988967085700070880281675511251354418083549281972197966404602581135496807602674793566487681077961043232580376566832340985606006978948694216139760800537614420636685866362784867379845065022412979581609501880541229099819175049257087141937152
93,465,971.5174414895126,6143,6143,10351265770458033556431445454277821034687708952010502798532392355485322081003084944361577871838382214110103885137904932488900562434910066647787981256400589830217726971269685500096042946863007546639973085880137506681920795255111491839372333065283240643330740092974753370531475999354920200864403497260133417279769499399725282791067412757198071272819431542033649314443761435468202383776308576197304458398120218882508817622369500418644679780914297940266261015283989791775533421332579306097143316740773132422879240999094346032549923564193142364128504427255048375961052915418735442427542544477966778267341477896069634140371598235717205641265085708093548513458796093397879951920086427957560443129437436143878663474218177087450059720030977346524679302420991473005839664530480265320059413725734005924504081917164904413345687251857696345058705564088531351730546267766433938426835060331626556377640070774490289915342837403214148780870483806485990228176607137386947900147463637077837254553082203730011615675717037201945241633581304073900525846065814640671881670860209196213536655989218313588271791076195737425336581171490089193538277733749151207243796672444057419305548401471537406035459220995093305339202254328508140341125323202249293932116310227133405397280618039564688032481168570983738768965363842514305494345558787464825913428312691470140847290750461305031490270108554664466050958016241915412864514976356102262777884833395881876491380165300999752000978359777156262433814110607536376346506575571656098490108160624772916101031209622106203825055222833594389579975673504096151246293185561711223670611721021022614828896458105768873815388388370747162611774076434098359173276797930099428037176901305537096957709813538199764343304981471044009339933156755818166378010833520996465507931972575834291649714422672245146393202192987482921490568259222882570626662400000000,9481403301923901482997665756580193615983242965830795202742863832459597090978976868682514780522808596449205422681634978578566087558598791973748678502957491781668737498929956518975984880277158474204564928681973637175569331171609813509059993198551704098561542955995886132055423084741418515151524938270063921260770671067857448039736496345499410220217354345696875467441424479868603227574275995703556748443761342920140559378808175602646619845409069991034677564618094900861742952870594744850026924012594510328416988598789519941430205136822647525893598651504931442858984363898259643268491394940738371276457341769931502184196548901274446959088721113460121208467657775192496810253259285864839784478082246461273100784511545154983839819131878722349303041161331899136952779312162382517812334245492989960917167663128191311686951059881956514923620283365966223514214765387864284880976160018920277772684678794144496061723040120640135664506065418482121636860885265440789175632920093561380392079776380591959519541271824266057163069435556456268795983122549567007077859777748980964985013230702255789613223070590569702173677110058800880841737149131468138947546782061861485481700040369930988210362791914649960883385580380649003014536875581681176424271243140916428696739160045373971767928318311442572945408466681466946850053342790991349693883257890274668260884062387235097052985239949530251025648323909290356793563186694807586143021569806084266343310274341619829252080323880216890861390604857181021442236225621821837447046184063293948077559501270695017361785162590299662941658113393049171518648809805942506480077002562703498081656897367846294442749350171489514477030114733720957792760997651762746270901388726574147433215902983070954055592048829741776807896028639975503790851080498262061944441375266847454859492305530815651818859125076388156459536073665954616790158036434944
94,470,981.9668212812475,6200,6200,1581683309133909750008988328327202883805858101490853309622315386749403587838272885877041869324647385062158484004059556722531183772370488113286597249020724538959633593193114466831710926351487376574825589150982507755777894904677464860150956911036647774033481585435221266182535312805348154241903356176591470428732237112470747082310947562522874539152926218961488045367351030324162358405128141544609127429495597351244682511095499354293369967111370732188125863001632355641937073046499002041720687435559347422650476745618386675292743193922526789400778939831681132696622792294783228496244029817140789412606775470595167871122749167338708245336352388225466780681229882748374848122744525086380118908450611053629137424652188114382461711980084061227283204704884840826884277786759697509329451958894014893025315684876421800254872752650669713208899214525856334596927642320746195392001353363466986140087126512060076800251896583598934438547365666624603062863705808866738399392304607799913476486566599831567263111139578499015371192212238868712386311516508938602363941757856257794461330740058288068645705981866449628632732459160242781702416452266824509928367699483247311093653280865252643131196525290037225779888363567336434597349624352733067969193146887403007884402359278748275320070568946948350110394829171004451811790413883427101338614129942647037828785939106654376641190883034467797631650316091063973665662492405284425148941749019035567656185606191102419847450695903482586417435250860457548364417094048168369879456871313605169859429362886305404198995263084497504223219318544566945351827195472570412732296759113534000915912623733618175847137545765974568383296284725957268405753836891942172074343223731116259587253663929195227473624242561655771818544801851923775699664440474121077534399598325096783660162448543339574433473686612688365022838394034963068977075045237326078174822400000000,1448767492051031627882391956679378723138876040856900283604929967171105089048106034573056401669110616312018087703614910539607296173411585997794346096290514561452332420598560923347540995539816455803144776309973247591997383347989604319691762628117357254878661640962956900365127126365379044392085338925279735644262795516117127210140952482433467850551137762655785737962104017838508237362287894092634978916374133311609929143377134151150879806596691066717134058861682522763384422473562463261039838098299188425157876058026991350162090261119100072303172102201191550133487561551131807406789607053457845969014418532936196380266627744895142616746842615884400121429236595052450699736454308096409965926566829960349707990380162725895886677406102515522926155903099271273514659774213042785228686516887514032410617619654708534053971335165333765713294611057746386126329860572852021493942253164393196894719775719539169299074070667095975760944851038487636804536973158926316556365094324876245664879220862775780947329332753029515986211823817067268899488670067177995711837180196680557902238811155946049773385085747019132419135549614209854067911115665448156019182653694509372175454209939758735161075624835329503530484744667155538542283263511210570625616753233090440676691010641013578901078520825661643564046130361826082239197344627683951918910453563649327475731327483144669712086388540983324961701668919155827283197352375452282700583471591542034603051554368932323629229265352894139489968738567414543060249662939667468184923031789700856473231996807039756063127635890747610573497450643325308601165651919414335559939101828302227931209150792229390090495889265337759312162430057138747784569357156440124711679306603808636406566427355223323912293968451400534447126478030806458467176601635448065274304180715492803923949067316111159959038585463742132650867714971341815187000684149612253365602609004544
95,475,992.4162011197253,6277,6277,218622452609453684789623162144996630583029244309451219992189765250089966997331550320655721858277635183358130225064142277786384712456542764182139573767716738584096102499896357168319374715878765544456686473258459648209080611603967403618450761207562515515489046808273538771052910546101701606299291533043219433834337460752359910581425973550321661974385309368619359248746989010815685113410397440573026272077264882644675592920227529978200671273133612567984673081942738670497464944332261599237729695744836730580112802124089705216841698061100920902988434746618964728212533624847780844760819036731845147638385671085816333437474321462243923978896517583975496990869743776883137632492440913635380278757629556770275349704033424791881817776299533885877136689370804334273156260974052567147709298363931986964447625576336546961055038462212196149513456203168625376472748176341444329061894737681413164663911813220368410771704253148359406810798387321203822679916781376491578605471501043697541255761931735222687125733329079057586849446927602053649272007224705477790553060710316020557394884085610383914645576703571592911145888656252027321740595241513499558876853828553114827125526241222815441733251481315623621509627947104006917667009187714669649008051050277204377641271341997398919536139644311480366248002265297335414345551726909897153506814172757187516318724867791477407348274836900702852363597422555715201610580567609626879216322411127844735227450994411806191708943457752972847546272535634075156066851860290613069079354334312189832784399855654131694007740296046445836917867300231110339944541259502047489969524076053486418612744038572446553529886997607519416581844151205608065555786296654280309951108532546198241140205221957814999675866739476697497390740410726352520390850764662323523190387402762534288248079496537670329533742067744394900040782125593508577180915516747357174795605292254235850993093836800000000,200250644704899150124085060812452393757795399892755937133788967115623977022023335439665309937323566367992935550554863853702682509065424876590279715060387138874842478711146116110537029490541359810879151255044757755669147124175974769421419175398111802621435926735773758839432897723807789202578703911468178811874975676557758704987817782120876265045663619610962748505462012919549114498758511258812797596536142120515739005832770958792145316877397780864823355923854366022255130889051472368240096500651276329919827357904816784454150270071619501435863046941119770462589799196616269454660839974743732197171562417352955603510351928831741155464461073616390760017142069619923225371963644612276566803192698434493918312144623353143685543133532473836981040699040394811844367917967481789892411231467695747426391386209652911110906652732694290715066024510669232344570944167423144443484998533999191301125779024272434415262690047064396354964440343673488939449519474435606171994603695392182790612695589605321851214805654564920593922491330978805288908097881826524343490132879849039494393525623879867151039419283427090079723592658250280552367750701668193085673591374496773636546004586710597475715073111552926133414473801895347850831999320917846317075801378325022749034755984966294257957221790687037255647643239092422303717093842362445865457669048392373699365841652204118123229797336501981851914635024056160939989472904302300955020600104874520190586376657142747149045674274387154767792310664685762199798563418555708384475749309214851455583632300095737921733268761977123758531538748944518711333767094797066873819433360407872378370023033233623175895883328670550900541407385317106583426207953112813629506867757283681069139375152426581044529577239922308120706068247003192666725681124521964866127861985108048285208184503375904421630256758393096439964587951427175249610853163393083011402221107412578648481483281408196608
96,480,1002.8655810034859,6334,6334,34564055594245896336148432806059006454007938962867313483786606436095592784916154721551224445659224414830679362938377622194721269879764858059111790267286745551756504480420771888978120555797028639299743265658595790960037486364470486631442116852457101749558389975044489262878259916193350059400829419617243697545442901747345569815811305100981488076980045547216062973661498518046091419569100649461765804487448777796773480662938123616627402431099670715507518511095614016954050422943792002617350383538198056655866106344791693609469027274677338309944569274914712128446736515660730766135488549049170787949611966406751160605005321900839595468738052767418412376461819887255543214928067696935299831013055103769919312307426254086108521149899824663095202590384028578654082128139890490959644256177732360643146877861843358571363190221983891176195772065990527991922657561874262457385210367267988973643533502068217883152408416537543592657457875592241289816208041208256014067596941932487297038033125229139164883960265403275284532726787942119409024741334040110906821756036127830384557960089204162296468310970045758635502866942183304268087849500961063607055840783194392245177065759199532609718492717638902363210488242894909906786318956813645802002492699005697457716245857587620367779263322592998662843934782082401560196790321301303758874177361705483979389983458517923672434539727235427762700065179680383910879658426863191900186805518113220325329280732341425331870230959500434074966046049692528675435561037507252110735416042274752210997076925623795078196622108428136456237142005308603763786199846184465441119363725691020656247498845434454636283638741979690961496665205470871273867145854977603679164887055649138679725630956206492011339425555837682059828371549250996363244394762064219234293689788189651126568414837620291437684358437258069634326664875234443110829851821427448822709378255156750568939162922581127451958155673600000000,31659485719557873308307439269619419161401331492754542035885255788155886325312738973597175563565759652068245360215533502249131465874946500459781761327444263036510300421625484910771373414075141336784727326047236409327385767999289480590030466745954492042301006501788939001789908580781577485251386146064061014369648115007476619191318262443777585438644194316196502856352870999659866124784802796307945506457673689410752924358770688630075131140189333589082545218897394836167292608201364255772283656681998853573414853673786628890624036320012086105482543149598193915317564296130490110639686663472958785066640603039445423830012285382908155787047257813101629637563605278663952240921977107307743364776960940810564559520598931799954998217107443499753729795265310764521814697213638060481706176154868789795333974089867377290610203528351530834990190960201123644234388993495844920050288332861129752107591432331874075707432362943258588555930270570450625275347733059725440394175864291203466979375358024974672618079952488962519099104892827555787685774428864135525620366864266246713524203254222442582203588956053671273331103220442955598341828500489053260330451472582174145070639201781567152780378895972412831134638392500725247536467997496428154564403865982062752204243851434945557314555206140042981939430956319289908919548126897336037598949049097423595505872638209290917278732862614489893323556429560735295838357317221492550360754991237131478247163967244393265332208729853343628457901433199660028248679662369939214474737788826991416061906295325069743234911239637700595161581605261453215237723596560813824638749106371281310657987103027938505983183226026247232686886233037098274550328971816719257369455595704538475038410246708838955248146258003182501614613024706559068542565143225969361015289157082859070238699707618926333105278420093234477680825895365538066624123767771684712988498673228760980608662222277077127005103976366473216
97,485,1013.3149609311289,6401,6401,5407447002157664420149395889727047074168463922575752036218480470395127873398388309856021310688482487988234826759959786612711283583703372321560773530615228955122969362472543488771246797127134407293603331739383520953757965954354823293623042979473896341771726334519000545538280958230845117745677757745913262664777178251294746971023640483119805929364079368936591712117146548432991747740195599091049366367120043956094908994145840568891433153141421972545199567769235434741348254977397358112878219360059561265909176439058152053174303743129420979993655949287780230891758621202541659117903313879897532855188267857280556011320841117436386172103846594040489245768485319963958796200823230521711104713752555345699034522968686632028120621286413391177612648432797697822707653672309270917616564010260430939567745581265112204553001124272889553181224196361106322324044187667736765754914570363054687507379675963894276066517095645296451919410137899933025324770608259637576421752207155698924977104835755474879192233432857965491424518141132454637703768844893408244560375706834949385882417941908235910397022806751377776378143870876757345891816820845851622478020725505779922111563865288561991233028802026030688384554775617560784416993123255642998493367715792653991943133591101414746149693717726022230790689251626798896784658623968850849635885703882925830230457594746130407124037102294145129698468965985493165675401638059025510243651736550727606750578855999146882535038499069809021437091601154708576262351160378888931787832948077590353110097221806554312760508803073760102569933408066329904880523772718197130761454222081677816369852676395831178378728147555038322688529084228422502390200090201728085562179779225705038024300827451569297479901683797648909575540204800922211047710896749662688201729436050143485021950588995415159639243724048910761625532506790913863313229777546562252527642521410775693829759884768253813431720111574957127377206693068800000000,4953035406313166803937156751242806987617198168050009367238762918136359917062497661391224260424850006473106791545237221004235758839795825825876060649212207788218163878700394979556639910684914586891720722151953268015876663612753529935318896154829202222301661578743121379636235716886243030989062458596028318277504605102037015398697386337123412064413492415549337782409748188663922407813111053622729186287514851783978588771864833361002205145138568515904504734937094429871943940107670462168791223628179759659420814921911728623054333632489285676930479848892063886333941967266088282274445703781409737724690622153475164099601411874563358748184377514823582603802444794257406134555563569375874159857333622576636079482228275744128818597536947358061385639431031154193087423205885749776289086237388651192473930862077904605652962002107486496591484633188537378367187953931780108239200976115113404860745207360448227955659383333065129599300651329565098874120465240250578584345393335293540095544544323376168870345774423785759870667456392287462522126390499890916519823568603041446150626698321197669203826716820635251831244730688897356683070309931451037639367867325420069240212821667005616526595792061410730451154279733178783830189787976770103618652352457818471557744739616350730367183684908112407031996668204135920087280289581180291228736994585673243921939496505905561363120277101918526037515590322430923492599524288310106677147711343949336396443624222283476672852556359102057893423873224939824917559771587557468586419405437280128370316953706427396258908792136789988663357752752725519392875114520974495133398650551103389840525773863720677865865732840987117967471082367813455362458633750109496766631342588367013420026382039867134963242980073129659681047096518382449511824778153750444971334647002608769043442646119332485491239352575687533200414586836404456623452564456012129848162285569372585118162352255217337390995109897963003513091850878507286528
98,490,1023.7643409013112,6478,6478,847339091404022325258833993215329743868648027979734074311018453858879738845336453244811862552838751430319566875167107980357862348917946598392912426785520182238904905268910943568433778149841230644806756883598526254862040055911328817541104491086235180202236992401515256759239377382509346989285909446400351366890773404051548195110654221329008023202849770706333561109423502279749304068901050841669475471994309896455593525774653281440958152159805987635462705507742699839635408265477949077553658716543813408919736195527609442298188896700489052325575665559052636460780935797375722296038812390447327738308837064005795848327056198405565843893603648926891881181013889537134392826698524433000860221000472145108539142099662005113968410754984874480934124033046499730793377248823639272644774223139155627955921091157519403485445579941080834323660906285503999711430220495590264878981533135127439767640907687326661431064299856336304230331947723282206975978319108362743082583572519018019409819182352706932307233245496495235979968939544038569288534323275741357021762485712617326558013168837791561972485036789402505444092957860104961973450730513424740835488694194150055212932934205304142895511283323036585430162227263854000318853171976480445608316508037854360793495519330204956095248595383689209228204368596756755311647584732731224830898915465079387543667271925418886851068865268672267371759966083021629908390059389217208852149981078497955322470084811103906891553970036044665940012975433704603478644432406714023540949922885057530838273449841821003493351445897321578146666001331088580325411634892130056480668411669651689438332490282029167140493916067530079794711514426794364657148862388749659227003426777534928820434822469080322487054685074141564839051210943665449941966379710152331283933246441552974860822558912206875291202408630615738552829360185771639699323682633778538154927930948021637877575156301305863012688166029226467585205603113445432132008940386700492800000000,776133454327470202340852578593523977031149798177611923828719492693557788521301271906714177511718887103874155020016578995717653540724366867384795588009321496861757210576343819157743249022787572639370935428906716716810411113956004885718626306041646558864610374931216882083537993366941548442504289305792418244913024633305622423634750108201618413422095966524162432617574973471632881000953572421811297093797746990881040885214830632728073105525826662063737704412291638040545013790522035941075164916089345093773424244449743323373444189929694035747483132914400162274005504749882875398731523148353967226446392057377014807434956909503540283737180677175559071776851868211146458450408416993849423747768049906407965579858114028569094214113106580141772038184996607554913821787599869571612448503584238364345193887959455174994026064445552543225982092804053712946205713754881960969202038304010301332363027902145496426799192231653856739393656890487492094043114154647871071178887418884130890437842861813565244464137270881609386426547735650951639836805069695832709609071765106659453075745644759696767431547172354023955454675373319078475189370199376073974507773455921999964543222197407346494752271182080864965606174645825126575758756824040041644012251205420270806258342061087294713743694948967342822761635638522495767295285997785151848834508840405320127027273531306189009787176450583511423709628329232269086531346106064280788789055728593021662250171012196702552257967499404145316778475209209034411613126170170997826905458999587388625548082485706449697841078559590250065584110829889246248746879567937828562458577817110458004087656619345878450108101228787219481261814171411035508659402897307847959924473336503543471480319202784728719657734529985784579717776975937690488332995018773628849038692225831694873313741203370618412091007099847912585188853206833303012997812852755911593608598419026297044028549171872556361044135509180442731449991133916387183268618145288818123603968
