n,k,digits_correct,X1_bitlen,Y1_bitlen,X1,Y1
85,680,204.60982549783043,4463,4463,232332424351921924884699656949478117416488638135233938648617248146557727253014902784686915215911306255321103604421877049483594236956436334453686582553405988990101130415360861968605721170327629976530772379077411669446552214054924472787203858618184093151977197259506980417465929250809816058001319325283935855499527182668145977461227634899835288092351806552554860588815333746480790036464222141555810459352241523719320393807497163800551135544668218469243326611046180856104700865622366434075281674606324970146091665252965764811854776389979983350353955386562920388995904549874303761588181996056550056850093235260729137696432194656143192907900633797360516687850421139817109876342762641928179549138423798504589801392053832925943107610111804671637423083395653501472296490525869084150170833888816816819224352891975434062443887606855919107948255168800970121228777746933867817020299540525747934298066430124348734982206804893159122847183225741521760519754623490081014810466374118475928003458883018479598773284515513279855891001198071265607509869634432632760635925226857091143308224862511039728499955197838525884327892414407131472492783457448620838044446825166412813801505777821617131498393096450810308164332207471729630211812921363186742032265882580882732329105000436054529359124228923933447443919170583013987066556214223798208281995854498128068608000000000,212808507118141954377533086676672584220537875320922919764328032440258953302569993745916869466667752184547213235253383185089408168692854073864667683862355537244164119866012615380822018055886522025387698048287675612107390491315854742010288885152010908346938767953138179081080081948658980744448079494053521975653744998793961674057187796307389115831993739025972243308882054652957472739968960250833835110992495032175308559567540089822408379848420776772823936452888296522067156954491378631472756371109173905931966774991525629358624938268425400045329421539839174169038041736951261159248023172633795128215585404503735600732258822266140172990041569793831656629051801314866606034131594344083774474501115216715416192810843470061212264179064594055504945196819690265677132151487444259520119312234349957613079952054595106795963554118059151553295650296693924863215338254173364187419760257790372827987147086682114133501407629431147468407426534778203050119864260353807481804539381613235792349812307124226506494870110105986414081400181938872397971058924715487942442444957829347376797218832904372551775736593112306926485065849131174739497507289411202047908389524250327120213331745245568699155998538844170288788733690734309757647667309752463114170037281735467761046391132332733693519685976309523242022204586340919103478990954366316125399320514371977747340973834240
86,688,207.01805804741787,4546,4545,1519134467658518624584266017166800670794549998453139209660491290714680352639641244116084738386733987252685138577731121273826771204116436140123510856125837640946117234798101209537808744263254671426996681624023430678770602257894670888784167793156572466621758128225280763694318678777256425702569308549192458408894540179089302962199469583179497934122745853827010831759579252793657548320227963629154673123081911036769525906834818465468146093893144427337209806287526177652046310974248359225695421326980709306804413075760373773625413429968297768720122811993818327483517275102291635054515245128705878835315587950544963566627348514581162844492566400933427712382574697782319736052304987776687422597095061034071318427406769215663772701998157030779317284830114698780605588541796693427414622955337898175313677656237702433161691401816894148469838297870184586273062256032196736411294438343353572746446803303659888231291904314210035953351462224791647211386535966578656219031793994129786340288570805484231369253367137355058961523382013298669295216318091426740105804568752946892086360147230619571653188287386606600587288194136698105524814904810758273443146375091242683822492042437768959463752650456453850984432831858431230200093665180797977434494140343278168344395770260461189114983367871163513957103110658329301690472868313337677404157354748209962988972806322980878238975918080000000000,1391474905303928315221332334065272490275098329812458073350157015563775329612272078862910481249461512692373428081700754782432962789907346045009495884562892546021136015242680447373098451907988370296684040105518185323351333949761865617147284927989607740644416831090079689099455767162028889195023745918074312110175142161843545180967473222607310249295831059888177660785888012219522271908693382702367895164513431170942988283061260487662142255028219086035574954700527411902640631614654969146148169398857397661851834954419729085246084593502056010799442439294754927390942538671062460946567329549431083545816574149425202475558637170594826975995657927052866807105966033557251426756748213324101933985478539169258614160832049096085516104916466410122947007717772723028510887101355173566687735896555746192623406917557967003704072845059053180017116796965298278991081669597162717760193270987022319608874753549290483026898036481494576235714968343586157742431228293019171051047053740607249694575270349999318568557154436330389946980578762209950447612711351800367756794212138761548958582404589619548866952763686783078315255362478947936337136320154464585586415711626314621838670226907246518529799013766879858736167179263892195591024055791166510444516529578911049916931693896181436496352757111292176494653401694398714776007595540279968379249691100815720991574267553047280922116813773760102400
87,696,209.42629076736372,4589,4589,18763631403746755364466906532622092404725489822937853061958058642049038229424774764719055649758198692734931526519382734147116963784906870531479906043737101234777035301053383571679844495340271466317632946039330478391255341783140402581988777400912148144677823042230179311275453226257849083753675997771620008450427563173045549090636856099945302194334766499552840115623123913003730568075296682884330530527111829610680940715123241098132478024613816421766626887877751332487114605983342368921661052317863984147800957476459248525367715992996425978990550587447198516873867027160649398220730677680289275396625264505122666646857240393313393222127408045412106577748002015053053125148878961803258536524239618324392652730002180286534655356846012304675241653292395076805028148878102174622024714552103466637007214599107420611605868773080751656054269922189870935444871783736347038812359830948325208864030889407800721097882027567041914630499057607625738455632697537572779997197885036377149588458326278503831126414428709051939075864694048825319002877669132303607012996678367323821090705105833982634408391527806300392777146629154266986892218046474404973669001534030068780970536585499283089803915559384203093416019035408958442265135423838125512609943816465690082419194029485209598588654341480017543938212791059440728880431114246554918132163295621094289088381124162234561063156116535182816182272000000000,17186840787655222879206244058172703813100190785552066232013894457233218736128814564280558989625049857358383367997678351637915297783389661479125591545283031662305068600211387303761596799440402697700004278665131049277993540883721655369768528189952596847011029656501296368139775630977688982761398895485803843880759986969616096628802253213664237357784150638486024108053708647620445630311126320772453969952443540712453913814487262877290011355174630983491039300209755348290191676622771901247025341141118308260150961006205720258962097832066726915692159135461544882544646473499731857928504318744330007467788957114182870366651704540686130783955993628320326670615902092915568132755785766234714057229979362608869693993593110813920210397278580094749641664483565679155299835733765453971240939621135568588088920325474366349858965534208590021300265311008642911297645819740994173195880861492360901400955779031984267908137198568975992814861443569065800947287072710537328054835218147690168316850670738010387456199412209028003030478897297445602421419064336290484701315990628488150703004143378918171707259673391292373283613378125375572683986205394451857320769164377287360134565601794790231860576253317480549517754632812270981751708700917304388066086424994597256426821342148586373208610179858351866359295167884840851250765655555597875584086067896843118499598567211916495530397509824475943986926882652160
88,704,211.83452365186423,4633,4632,239371557690979140268971301765047015952126492328410647856697511360703128522756882931645982937550791857420368619434916015258709180319244343126596205567492103276574555221735402982134295160175190756358317709599309531875116789425034425672866479484672028198800003683813629236421450823985762529268545625855280236461606173086693628618106228087833606268289747718207628052070407146522070176874288961359264395271401883865742159699031348297558358150841600680060289171733096207399826535499311871461332716156791400484793810528082533677391197011461373571471530222067074150476381393464508142453517166675764860537995049471947752051635919546978929764207780564330518056119318759224536268771251125077397768397009460057580481197951556376983761745791661136162346553591084255567856793577025589114568429194873250397689888013943309367824538661182586566718875082452425203537744150282185027015080026032778978217928541578399114567540499018489532411489634858093446761379710295997051408070183566892129978184366496894618928569529578025096296196844219645935953925705507828049370795334599801079738287793702336793122355968753328034324294565700227878685671302316990348198027314324053312540840450128244261955596071341012424455276672126318326028686325640703329152766479337132406983669704041962314060243731555345942046699301760977986024095268354390957711316234359625136084231727590118112458165147218972819452529900160660275200000000,219256111069544168344159144238955891688297732281530867947572309620809538797572387346808978828748727186918774385909084530141390977028275970231552499990560494749697617459787127052125989152039021194947389373500037027249106206918290069350926939249893635923132273934382066844435753127570067894341700809252113124858325806380262058226218670530152912016721849726312093031394492535564962253537714781097720649713258960151128440822465510158489651427710488487379583549512530722486095161289643546266064097091421601728927901936128856815973177951719619077133612928552060250781868950412246921417587028494700674375329278779809616840746781055211946386256265038795252699021615174953111747220334234823992564440969362310406209187114772834852528290085617904659630816339879852716567415719370926640563304007448730397755907862190810544963234102771144030495175179733733305249096517151349367538162181928519527619102676575924032222120326375852620947253687247811684210575538180967945572553982669103050377139846965544281468279247074196680390441049111411899705014597793413151564293780343922788057242907582654445115563857613789797627725396213861031693286525475937476176322726239184727979969570894615501632108165161809598690984123646918553716151789312502699990311715151667071079678549950837784611004694867947351098252323316115511563231397094970909464064367224111736927854569128548098398041925891608402276710019625156172270534656
89,712,214.2427566953763,4715,4715,1890625717583716295509408020458453723344155268688019851467827350422542685564008023887514994527228642496943876091941649544398094019411316197947489235525951739808334980332711574174723665664705404775902005474107282368416412087548820977627785629147760354326068170389717133557394118659655953815054371056202350101307611217761140391495378543036049550460622706066698622874831276486191771015589100891616557513594761226481148129829945606144567753385621012140591958963637206621813022854621630887841076799102899398664741818136058188283941469957768751883010674148733111797570672480764320906764975444118166970303066622387379411063996964023097920405721992659764213355682165990834457369343309411636205767450946426003554936595355578401400788388265287740614746203585139945308552084977355952978123686541951446582923031232788975668330913965251604500376304931760629185048508464064300799668975004474107922091378693102809179716992775616360645215255825319492896764633027116065760555127461571383682587936612890682908887431083646353480515236806342818532955126378657569214764513952778952882829142182764687030954058638734214013829054380728998797061339529388674351688686882119086391617363502121756306240955427177635122856001508623102892889304044192475706733136549780227698416919696661644062401039830737497597090031505298609301833647330404353431369873978513757208086444813618725208947595773040749862755857464309060162232368582960188354068480000000000,1731748108773299768850843641578849807053095347312308608473605468545019107042827121677578687052124891762986119946698625290416622454439902397824492444943823010101660765509085619480598581460254035179116324425117505235393384966537874478921669367282967179643022799857845756997720892459077674374558290589165098786092779535221612331935781596832626280122331288702778555663429599416927271649414703129673936102202220426798748791222469949552195907867854693588804320451240369771715800588248190230810764368223553704768960269021528010207202313903639735900632897621249473193317873925437684814913389868278660216329409722795340579660543251447279566249071299690956600404414265773998071141958395040638766955335290134411523136790344413795722061030096149669722260098565023857938502701132203506367265177926964723969431513850635753498568747201713148739329746324357654354139993247264519558252581942099187903914383815656669432480932956989805723322365583570732922824377880762063560967142740770790010537557487255347235043336589981610956397264241478260960657382351192432386196335683773642162174242997961915236371346892303938801180292405938746728574948775830156295399487684601980630307351744534874123826601870974631971793930720465790441421905210845623811230264488501073202090252509541021244964461909581365859839819739848641473410989007484233330728466025552779942149621343925866697906383467299041870412943852550711942763734606276934551386649421414400
90,720,216.6509898926031,4739,4739,31366997172834823731857443525629529486650777088576445322161092197710482841723274397558582376912302151443626119580529116307079063486312154078283356847209646600276690351087896501958742299881194473106426952676300150585167710446045401831138285902475112227975384652206796926032667144561550036214745005410956123153796758932436807909181985859724508902787577471984142496177922649011619819628303029219747888268211315323207118902937842106146823340519504021691602391678453875314918971466211990250207948021145475921582323221492737744038954993126096273203924965202670826379299350609954216233535072844983093173140199511808981370249913693278514432049474539799826542479979947840050126880708908745779627237471812730374944854715590712164253064471846257204632302844951287269314413839445677933810356006838724527711607367559430745686398684999013943201225854215644149508531054281552954091806853493526091199180974657805685401837472914787455281498164389919467622357198675725649166250447471469321741111075625986061636243853289680932889005330931128351003624329366886041886182197768172836631445865449589484157318242147909942065934109024364805454219360886453421233649409745978833885037012095963943386653446047596990350867164743284941411654687019098080153360369319487584303697747913030937639910857738353332359298792000648225647326692400108463346576391470516765539859161411062607450813003225523816463366203057064394645477749100005720005786301444915200000000,28731090202970798327626420500244042946189651277272980855822372288170219550893290619205045603782378281210126565874709666576903486087358481805703947341533285202800100395795937853181418414303576118578917611739669188081098705558090920055354559754305358460850700086768568318871069969411617441833104907533182152308093461379857547211894853060634807816539891420053150467358767933685636578007724604740183259068614014026360243017849741124426347728403858294370833067743815454563080243573395609610181740308690700343557230930445002397811187947641245301700793276889932322338621852948268942176992136804735873258328439934300916149405082219645910234884652803497755805962355960849317714809526968803776886816084289157357761284679886544311413960038330663537119669697672458956929779855901807351432636240646810046488203113666825160431050186508808883406884622598525380137860175709499930291634726510390825623674072797430093242430566720743299309512640875613502581213492325172733065547134668003387590376039429806288397746669644938555604787804235633060003624636479904478713301495364719256112709784516134109166062658874246345795067518609984888712060586055077150443258668137946229216252209369382716675068792303802940329709532360591265875181358128744975118192932197233214248280660312183211518923066470439160451286033895963290557432108902033513240252393013698014602628154047682090380568688832563991406639825518277578728368803957247787158938466499521314553856
91,728,219.05922323848037,4783,4783,428162396661380677782290548664558457915374259005492220798880379308720373032123261969160841718456990695451837236500993253517471929788199854585786622293171837306659876208586301123308082591947369716647925365831878178925345610887120191723089555080195190812664093095403924978603850027738562907450243546342643694243131969401192238565785387128644470241294325241473664402963332376005482073344726363815618357426365648945339443176181241660918625790695993698231161568337104978516852382434413726763012486357353462686731282722182161007116703380611103842968706927941323312884298455879273894893563031906854939474777933212516690790581031557482716777431520778749557588925003822812480550157542224758775080773341033542481703149584478766639412218950157081425110016288896831139278510436581578212606900953202584525048982174607460622113278833794803051804482555742159262612750277758295354949008390159720889174330901208620149063739615622865301702445462266613079381937493785289364604395452651867869195572936920475013671710827819462360939704218228986956512054835271038647123468610558403040871285159718525026752342581385979445732169154865147988548873439897000537212599587250143117884645364746804884595373386316415483310026657850048539225011028809749865425024603049678963967379839200358266214907169892170460655703724523816099982131986236762103011405118425983615526155136396524608126823175409049272498755846229776036683593431483128700048449054375416104010173644800000000,392182024062283687604726709164313178706987237221616714623476388656936171849929830297845236771658364047892755157287900442220119834913190778964146030224573714273005116755054495928489774076370045648974402541896890504088797201537233516946161296363032771644229961874437310407946762703686983474533343550098651578974483423538934938293496215788935942532490258813114120293924237478905543155219039590503349220741101275002250713455661010695763027905888077943559361994777832713042659268027030902443285007453876538193398621830369866152056015270045221277339874128043449068774154123396175971770112653206615213886639448226164277457560638968761371742006136389270444660982936107186820862852836227823012901384666211220063898784703800305701569185054598479175796065159748824794790614331297628819594591718301238746316400062349321527908980517390867894212307372251787180039431217353304138430715470305311300800763637611012566511524217983408687658062366517489060260407601884198923768522670425295438273615010990060277674837484645993363091163607070409678063314234422301133627940283760575591775530315689163420278147578158874610026921912026689251280179161609100695742941786165391903484364230281859212983675825721374778667558420977616832604338305346646311458575647732868270580774930479001451443947333435408605776683393264378584254602862606825163408284980927477042356516796709681420558784759644705555728035743602008734496133242907156599239829710081515224791533966478802944
92,736,221.46745672816397,4846,4846,4980234029492252213346056696802467838684680201899254742150481257388461743639793343002843047348434840481308806499134644570736557220749401141777686588730571083451828134690896445133222689401351149356407845946007623841894527511792465363684039522906490873341593641811904829493518234133222952604405985924119988933472144843141731332633989400412006234517726309591826616085722775792737664921099845605280714690221345175903497436144258292242230163420231356219196238008786516019321020997856907097413836236807122916726490529142222275072138018806880932642275503565043591686517825753423117441125712738854637289914475786768728301168532315406963062761441907925733015193346188052976907689338239652698482006454218544211732139231475263825566644469625899997640059307395922256017501972122998460955318350587888704781264297933070354494183633606244106502542021198037571644983696973143416237616126314097245208972494280503931852269197493759141129009993096908421342840279114814527216342373251427131622699561417026231181272142508679028180324901866822983825102195320155365406165847294806040039917617566841034957587273029526174004395140576065988599445193631704181485927892565565520772169357282922185087597357253656636451701262052228268643561890377877540676606531020271812061834774592416488970956358429695061033171423063089008113413063577259903886524276011352067745563822807898016995743167979289272914585558674407253460461029914215328992339675775546308759906111839752459046835847168000000000,4561723021965476486443371720421256060126461063006126959189335814246790862100780081742301633592358175564815757376968955348493617353640767352309802289490606548975359289861765105410968832156047098545312072165363903133353955084377934770964881246738265836812735352343682561883236669532002580263082478550233976813014379050796599563301348977766272338824811836515197248567776699523458227603816938045153768176965963846701246799081854898720774655279958713123351700531411842920591194970322532565109546845667012694698906692653902894550840074713525690249730415539145324005372831419444144252330488668768459157393952972911943453446599039232656582515164577788809602468174942611937712653452805279395563124677890888114182450535918313276017360390010775606290498445728100949533921877281942996979743189903133021258419075841932161353221362805155896380267086543312882186652769591085694007139780508836561143605650886437700882585228307063576923770252802381706607239259418427330628532582758799241571892904054661558626422629332312631716983615191441519398115303793106029269148089245345883461026509373745960535271052133208644440122835922090550913313581167709961614836913589818590427493550530347185242546240276223339975268800058965265490452960527452741453402699199746919107503501628493133521568596753301198064325499560489606981126059676718376938606247503996987601479332513127139488632225806320169104460309273937150543444173732629864772086042657398166064663357278301845543292836221330391040
93,744,223.87569035701802,4890,4890,71335538753114988266942131112077000215429936462809786812893013488631530184346208868207285351946522982321857055907621848310717276036763647219458664572575563341428887600329390248739538515295773521034396648900458055304375424671700362797304085064419630146869198828658037150418244829740824241612865471914586572426530246917026805222052720955711536145014344545467741807895616705695696231919793781572459288357862095378033594282108375484550384162356378808229631191009104311270523801798595586372278245290687158125439106005404666982820104251394323029808183327252147521764080364462026180384571140406171925819028828151050710259477446110719124048498346092957948913466709837147237796105521760401667257337285340367001482930462768454500599086756681511149197642967497902272954353509025134664753811664546818084561082406449779744142636021587772680261536836466984537955818932912460790732619365768376486552611126531578687625522377847204364698085093143330841055577393422391135481584977084287343963098690885226104614758978083112676131941568181475584571341319052167386056631998725745512715322218367936524847470226172235189673905636515154833973964417809480981471782830459698666637426645005777322636129379588194788255999789712138430517301671206212649964907862125190660022800289133498421250621859393906436296452149013713413582065524562702330384586408360005052850455543912692963205165463034186781279007933175723966876952987939772379254169732941664095777423890594410346905777310681838908656844800000000,65340899139949003494449217245618911286109351445944461983826086685990310230848311453436802007553177043168552666489308187825768870304724448899928042285612109287525550315272242331353221200011941062962906151480997138895540740916327819935431326410686747429557041299978512026143288681865427455320876746286484138136987242396685197833484786664307388225552370297557422048673606911204053241181429710281244160247434135775788421099011551615062729043805044377503443814187957040811361826800790863259131148561717269629077537614738397994203732785613273217030715381597955019694148585023115994813317878734769288502736913927284325533589385884472158947327942789401961679414756589148383302881089115461207122320295585767505842499111035412505010563442622681602215719911208548622860607675235909108138447015873372919224304008159638302427372294576377767159300226750225642762082653556603217496401838479166398262149580217748073444675119624317831261441070920637622771002435135017091379649757026424197227643360814808150569865535363735691194070781205352601594066736669736945016477203191232309829846379689666222475151666260108344621575428848229069622016007758320742068651346803390281903171709594740827857532483595492466654786810211731804110028433021481355500817666509926607356997195131376887265814589545983264114214066218524330271225106729921238633257347854100232310105646492222293499801825571412556625289666640657205449635794035687435948243395668029017765695840165208282218115989765908864282818399698944
94,752,226.28392412060364,4934,4933,1039585252178853382632040265791186735337586217294988849768765319222188803436046887910720797595967598435662577215726968136025344997699270827222758442711930824973369722906816690128263286723356242258205683912755909144777200673755301540183708897803236223228127789154925477343593730773347417223430845554616636879974807833750972361794585129584861738284404751959226002521937779077307322736856378420332155883892236010793295180696741279877911237441519225225003839844259777112407245550000257993706597571652402917199935223279570822162125513654551877623913188177522490628354861537103695060528985827420095876179132804082394805703412768324610114576085614620818819857179111207607818821935217841773605923187577398031981480587441351594465820822581092004416117741858952753318479265039727440602477440904196357124192719684739512612820865528080288567667557016814486735681752049170147636509763741564063538322051722321460947331910986849874360843971571899744385623657071702106252427151056770269416885795617818610016705081718952590699899278243066160861704744562560776159947074804042468639660705499690480634137057829443918258589607071579942070682585315985060446905042226842480993898307133296426319615742151433325108906761285803766171126452626560354762412485837900145105004347431282110505431585255159520831634634810584929668713511186215505585115443132674838810229224098698487333209172864552807777434403062921698536381141313884351180984566347515681049368237668415754876694952545981534455555993749548433408000000000,952224323209877507317894054627644843451461270942681042527486791430077081583048286926876938455226786057654730709068152964518775624125902385831831688940580638423322455433693982837733339070767532224431478349706177934808121200147179885752003053869009202053743591760475534688588879998644478668292262721599252974698573553820212473204640481977462011662657851777448236184285183818610790114763154555229937423961288127549920932655178419911571828773491630481095995242369926644314742171996096964365565450350810486650490616496071678135992229755910580825397068580661873833039791488530124057463622389913983000214769064399863655921748692936234592998728657305664254538071864867117981221607422850619268515818465960250122267819591345360825269446178748588313297325706372470048858332779053202114231078205867983121491748425370751400475598911634509961649986415271769887141645969218605390414966630326989186152780988257227405059163578203209435032323058648668008019234172981315303141950328023606671900865843042344293840967882662906112725393147905871937612367082375194511956203221944193349563519652522909011895031049739648089244838381114987350854316622867017786259475062362317152181572795511805421365294030174121201099184378260823203580472207783306089092415590818660674262825580441454794716095105551938722948601393367567204071072917545938034113617314023491527170071465869457146568465660365781857074210833935655238556624789956206424784340868988036792087919859952386776813423920051674447913985270860441381492490240
95,760,228.6921580146689,4997,4997,13704508067956273437749497786027160861377675707572842351825545731293470360172083162765663646673970716275724199782607656238281816897609905165458620722870328554195293535012167385160080609497265556148319492390156154170474838818889669704328944263924213441300817302052820805046739085115690846631197410105882393485096564217681799292808042042708793032342604131153869180769353856499156233727010497222055374516029121486744848860249115861910902348644001361318625272325291343560950582691989133841856044953965530251773190357582787180940633919411711089434209313322862571140920624073125145696239330830904507921507449274877388697161470286048357280825806021197779882190681174387485807242874697120169542128895272017253246278254072693935819357148866231837739331549408172053017390056525724299069698702311493819122589731964762442895288400732956277934566013028398141075352283376726025706419874874347084791421121470832816416469865929106140089140057029605506349355707364019403472541271005373863552903994515986518273016168961500507053813382989296787910200888314137547484990250325268251756488970838558302084758095941065791248326523090502054875788498449227323600710997052903461716166799479899024371865329130637706090968866440033571596692949796386950489813946469519071233511242758010758126249115644501486943462130883585631162219448186359248238464668983253943356912793911962532986361704542033853011016713540217912685771036191256321956263947732073499355747709639984002183839440314724972301593766462090052018041236262414712832000000000,12552857875372059787045718915418312009494317303597717631370410801044922867907142023147901934954420956163251071049249814290687972166854189999336088703938101139568876376763765404093294876386236158065087141396273615989177520883482471520740557972939259221969918190320092031861812802678956785196429067521411997465326919380771758321015850046955369886664846571290811235565555588396117353378476117737678516843015734123733852771540074073612119210853228141123890024290780251343473912418156268533124696824404687007907230127178537611150927710146865224193426050467959016431314483030891751470925117279668952605795617653455049415673518150159979030998171568181927010031428194347113127141082213954485881718917886759618675582464240548077824594330268080008719420337114534069497754779040187532865895092166021393945205896925803512431903810230053270233270751742529681839870311676593209681827410335560179178411913316426005572922600261673228257727575700217829206307332463397217589575538673325332369760744290220869870678327844120483603428966708602689494585958692931889337877740349883213513365590204278982507405731809446697919124781174563596276296760989711973090486935716983039735336701955348985648958728922075726964991283020054059184571852787257434519437260666614978883644377004392946947147837758890357307497627565958580948338773549553584158407045858161978682490710092979667215429773376116408644911874306140080826180481306741203051763687459388907822379961702791881664346896600308999945544811581237678947124821469190114356714536960
96,768,231.1003920351388,5041,5041,206643387452260062949935744291142289577128206283568768582679480971406868882944462451823837915392637370457009355480793354802839349135538428661938408323535116133255117373396393355378284842414912501638431906591582822286507471156778447266244767774767013183579675424604422467200849080424143177062128631861505748811339340507242227860552179502895008689587695871429845494532250479607692607133660150498709446840562740432713200781235598059117466712783557774207954677214428804672395416182659961831963534172313946794342019038868795148089573048243722916566185466955641581394281079104992084192350897212358739151443971082076391574866944436844182106949934920010435971178139566389824565039280935917973368768516920089251435333221620787391141444944441485622185619260922237203479314488249928807712765701009226827704056558749173632492989089881600663077952205346888595643099416755396600708474081430887022095508423134975908467556770510330970933704555254156491341053483741021566908206020851569291370831889999451652801669880935878167991456157615194957145214902660709414846481958724460951643827252449833204216957834252154873683933848272155500338198573039904231524526770488358494613154454916777024215413057400405450314106757904616712467480760373056092720857629018944822212746435726853530364846811851550708100605842353202357840764452120935614413446834188107366526355426951949987994672337270734875058012192376970629680805514160052357476247683974079872996922055710023723472781742712302713182329583667033562733688596112176200781438729861529600000000,189278233170502672794251629453721780863563569156620914977604814420497826699895291445384882081813367258782356443954585268391927663976581285766649335088294187835409207386584239217015029295082009862336213792429977153904307699682539698952772368598632761128032934947779826171964766880783344033660060133556498557443963701151128278915565862164942766288069703177037922250004370652708660150271296322111463025849659517849709173520774574370311198062385868921551193388118199793049208691253095452720441896064193279566750162798132923254818607922059437908824196473022793776480961867896716526869471053156500039044688504706586113453239332903453460285191214005476446608716475920281401186150848045384171512514867103460843137546297871423371116827838581142820818738235322926492085800263236929334242418992196147963032059050185054176591630129500907487146621859633260489070800705993673636397916363792674340121860354162549960123329911400705042808069952274106315481490227244676502854250170378090836948431210435560545789823725110301056681788134657905073401680135787785754610753243261520599244946664472427907954773125426487989193259603147171050332849386512492280647498395195237385616082346044924296872638880818930332039543597107857690501630200576165583938209439016967962773192130575655958693941738721206010105561466656802027467076666550334316492244069605437670365451733466968025749491011391312538631988689377276801538631204090041770673430254528796654293025332890510798145875119524911998911545001581097213912531999450354637085400759366535755071488
97,776,233.50862617810637,5095,5095,3083310312348661913032006053199753507714211569615782186267444290405810677424542593148201367481225677146738509129957534094766687921257233979317840339501528367397326440249614958323210883943070361257783822958901131408856004543985766736509833924570800044388143619334435351739848905767878650151242567390001763130825271877650230768491240505391239656696517839046433146360372144920919392868356495129745321821512221973499072202805985888714157166539136411712901906105044413572180052321238166451189990403774648216714199263603425476932255291906458851727467304385618680321868176103625365676098601611936136709557610262702041845589274508332314395434553711128870824281127288214734644308930036791447446195184612654216221141177884472399741334544489177788310947287410240160454602776320885277612883062835375770627322608692411596656513798082476499114791363983855965254543790331674873289048771249143296556026425906285437258173554563535984726217723638792647506401761369504491061704888345407304927904742140621253655517640626900517040558494007159214081698672341206075213262521038879204372140996971887995168370639836803974594195360223257643439238016741372389901642837325934462416719987697228949968344131196897436935423688662526159236823740112115783360151852134676500429982683039522607443775173291100482876336574654257062611487496207867619362145527829226391728273177322330269769244939411970890782490335910672366905597567854941624756969591504211220315883670738925625694329014551878906358464404520004894247931694283541789076967179630890502828242565601689600000000,2824206162283188860937669547007759676038611118952865294766798467366657140788620086483611470120573334125076667672708495917246952406327656375782252189290931540534084705692153649856861646757309906580282234104550334613985648629854186361461069105281447456025453002092323977987522506655698059738986027679967976729692746502781927866113832798928894535811252716668310331534762185627186343396590320132409194708997505949092174204299331424773218984828781388596881883819051414977920742085754897410244026398066661367437268320691793362861585140469894100218656273085665200617543104594242959565901504162967499374342958179647883664708393771222109108134068216255496599372387624042531052810151405951288517345058374427616247525735431598902530066569342432950896334667027403429577944676210219243984310173355253281728802375102491835702061415434257030053056122037179483933404655127925815012928344580645228892587499331350663907217854554871579361906932884250915055598862558510187274480075422145542145885986157214136516274650589087385469049761350106704538529583055302614657947523738169042704427081494851171217730590769738319594296993502000528280713420240885874134820596451779287843974547440707686873675414746903026474509116110171285990532993981469439143382241575084068043336750903799520145216122552890135067071398188952955527200837436386724821264001247560520518849693560883233294840347605732521673942860979685587221252262379929938298570366421572122821562554514140954511140787001383526266649587444818770976873670390259932430076632517781545050243950118186975756288
98,784,235.91686043982395,5158,5158,46079777123808380941066409768241381739342302681855916289322592237399555422420429668514740955078858488438459981519624384742539994424518557904832813165212651720034745812369689872842158266771934380635703999012293703447420334056781987250240120340685574182949412450021963638730076179236095908117959651993972497345523419364973462511476411041645745620657404923207163240667609331329399799267768179632961474845061937552220338546809298529076716226667494501397162221110844171618785656776707385799513220156792082402984080052597555048549741982199379855466261723228670378893281000904683753235689578302996136752553970575576188313137877956579400016635695412890907381047179251757434422769264896546657375739334368195121432376839946464096468179645556717110333245159336652247968585042051393013937622013391823900989004928661301234435178947473998141085323077546971577837834306602461820885684419909251341553931315535099196431110551843385815567569421417095835791949885598985495039630257320766426345947826262074336536920392142074205699788075413850209738557549159125424565327075222276598814651620830143101838162455113162843841359498345656077966248104008077374535689478449234692529174668617917044470538817901684887320570147002014101594048777273155025776978805319187150193365638003656586677838825230877391130875867345349640846936311203091366490704938169809532340717091528132552439210288411002478865945171562176603125913003138395063966918484487188404338629151002120775834370632906675151881027878484233621605559834876992271350589696913748556415436311480763153857088319972966400000000,42207490432762967906679145134195984429257461981821416751782331503905079195742941778008794393757650218179653452456654299946867214551621163763972428511605947329054710458568612868299247375830536134091777159944210021640482323477202557046840623836790809807683437422963140929647122603585372664654060457130745026419332265547115805690361848966893350028808176034723860823408352937060629759723154244526883244860867201045369235714968832783099407360284599538361718441951371504389083266466622387483342667084726989425523938322453271542800154366283824982752829931546509862761695746924935423105145003377049179183962469105883972618891332816147757239430632233708470832080588534850538376270120733611301603572481420307553218422342424721994667445093616385550386532084038991575395394479496585672146970963791811157527123432064084754688731316404056152286520131905283188737602355881872931061916504320303747597567924825061625148061113738955855465932077116223325516810112301944822654662342374190884461027585452709005557024834684718562722821835092844378961194795425682201826704926437147161329510818652689761403049049790911365571755956787794978019190890965788297890872134654086300458587219039138629747756046948131785033947226754377317379709843784569132277768438939693310027885203219240786638989505001667403368973460279911302950266547737826211362389191738079890422533618280656377046078766025975495672576116133128974071126640456887476103144585179156873680079399525894222169885748536910075320538547536617631657007138597434532389244724027890710287627604586644915851705502831673859899392
