n,k,digits_correct,X1_bitlen,Y1_bitlen,X1,Y1
48,384,115.5054381122794,2537,2537,38209871925818405993861798362136428061373445525236839993137625531946855418050294535324254908552802111699884331594971891341434009209906244028092749440773549672693574932031275857203294982302024205720841827267028962300774787012546584496516913841160429936743060485670950330829328709569637521989165937950219585122695888551510709292821864862632231087559429797694747725104542103504788307499213717653312128354658869223443015130650788737105966739578614830013256242705864755421670810694527912183298507160993787719356198485301341211017102235613342318008398641033281247310286465216545092277679946738978921633972549479311224894331631170643256053780684618277913454719976350294343991882721182856035904441008106646366463490083653082104186470476873720016158958080026115719168000000,34998928041967696050356866782050714141632473120897907159795898664514519504051758155691461423148149108224646386805594667220342382912868390820128611074753438729113338351022172095309667595800788440762634544782223193532207810559202029703943346334120692400260993385970785336480584764210148328145952109848098367405245109106143950534810597751115029478150739126683309125881544655031464816668300894933795845252349571452286932836404047632273496243372570270679655997998794964298806264198637182691614423005262648848636603540243016493933748991077876652963781519148335494685859551481194953491478481703658778347144482786253934532025841405289616058111849451840731529629866895043857535310279036700045972943435208374378386240420120834471690179964978411416916231683397998043609956352
49,392,117.91365505397387,2579,2579,148935592512081902947298705015368119885568852532940556524445191462492427013394331573491622393295625573580642865550766255025317021835244782946324620371016191826405153974667829255839115827994921388073432677338545410175991191381297342854484536432373697922568076200096201617006256576304054511354079738426966672085355525606655230772744181185973296140428519920037797478089258667665761688472453445064526606298009770437213573280803602857167265257896638367414837910147954468903127851447274947487531151599361272044335767053505703197552732080955741403494369348031410571603271368111136344753040083686391175166135924449173990620297769020814525564746497190953883726063489293575866433340859558104845743485606025133944892480374684827727607456811419715780390385099846668314247602560368640000000,136419878489465271421337746324175251816975395286366028327907507032152738262250846016680437641715797196789091760776448029426889447657412968510672072414734046954140223572848880024253996594467441200724766395547802181114586951526005607979460548331911220056611250023246028659678002669533032915662826752684807309014345923024549234161589561944786206744628886543857504413577996238961798135456568857419176694602903271228505772371708406250145770760587668268572907392792439885714069938817035975653170383703321475231815118848541915483371955374355533098999364276305059363130899747857545813067139101215812697090619403600858212174953960961228840498194952406746889704482922240140614945738285063142481870840325003785046508776118877171139003296741334705887393356500546479550937806439304617000960
50,400,120.32187291553501,2639,2639,146997005592648694634810774995378786559616186810493049677796387055645566135863527794126374156305441464699674902779253388716699236377693425010194050768357046487463990879959009298065190193018956517428544327473293840263460050684625220372110215371509137411093976420991361769111706005560090548764511294373812556591079727715214017510927406121513850355325199298941711654799079066679014024588796085191711972512017962854726011839203699491605377238044137292325994249993646366023840204388744134326399027817359921900475889712194767637720441969295253341530776375809107239434951323966732049240511879615406770811511876681542728566469875171838120363010981152915004580372754389191898652096354497207084145110800598640609660004270405688884803639528233471588524991007058339988182810807988705990017339617247232000000,134644199569942448161604310690353371382683745700257932304815002700824019620025724031772680569015045266395104460479189878937912530353459335133349046792427924622839834624381317972866604400235098650560767232026225727579597342515443162908975094055726373931160213006368506456299507476085690432460941196654222232307047661294034880978032647367457035881204242817444550302058907446185338633538145271875917500633409525427992151377069177887118470928516825662719858373914340339357297403548474617937763741990750975824228465583509753877399463093210589946873309766489646157790474076244490163344108685240585621649461849491156201655982403142680935135857748691399730604069780854030303025657133289295185243713656611381816816175132283064130989087739990366134205555318167100972311669187055735844793405021434253672448
51,408,122.7300916429138,2699,2698,158489207463110147683202470110640982158229304769844680228613774575394452184330493467962157669189815955640657318363639914673545727684506945136326797399790006685645821112572956643682288041802325789031942305922408148962214286271580314551557144170535505006312532955802915894325359721230929825048696271802714109852110627454837364918809240414060460744840087021171133988124231033326064025382461169078251141023049023617971408946838754917367257615237298750791400378445878724434799771712395706443463156209066423689513741093580850279264980065208306843802202813115696623544110512484758613705571501962100099680156420496229959459373763127890005265636393632650481300370399010255040777864320365146241234263163942429193589751924450046705699190807878728319481935202074672445018940051530127862159437684686428977472006521094144000000,145170661084624220753469371372415844942234090317488893057289945391626742671715561174398463755546946267164460684684157669223050897469930287365080285743336685184968151147285559037445651704610836941311296989325630099533104118685871274871620909214694571047292420144641528081763254978772676148658204063644942688590853816257385347940119017103844750172458312248891483680073407004399758982328844491216242549376068130838899501134089301994889725509249578219460873998119018694675389445961381549175961375224917833042899416669585692260503236358104171394159177313651373572996437544934759919360247828394753867050481326617538140171014412263653402334122291310861962278006052632038723866018025322932486935565715850712151601968228594335830398253773004114888670662730102170602909371371399579788228131730864922856838356724567209148416
52,416,125.13831118621437,2725,2724,10431490411038127077471525710431511253179679016252393687805330086480355816409831359859764400283970696894878232455655324326682399395363804550640967354650405168287179448556891585861080395498497197514917053782330449460250075917831926889738699901122807326952033038396743090716026246232316469777080247189093775207851144008603323445927093710640041337721779878606286569771327068481695809047431449040733791115350401926806357752608387822769700000071238330519575404704346621330968717780056956991755132659362967053092439108479641274582881220989084095539774212942469018246583013352887317741013781104769785213874393331799916851258900922035015136241309822337386505686925470411677555247383201265648273962074991783991925480745988337217190376083472651038569641353252212529527376938949301419807175323078463389722073670658456805441536000000,9554886312500500681359408115982145715639602332557403226880484533428652450084206931745049136687505848949180472774079979365920303558677017955923876105354943110609924538291078947567160120533788351711375452691247998834915988554273606041632951769097559472797254666802859073681755878850461088447498365343031080538456788735218680011957067916318949332641374874337389535678481220658464982067957285148961817460631775641534594194123347787013282461421943078483132927300513473196983112090666492422242999248521337853633081869375470021160636901667201438763543089529276730919284401330065011754881017744740333918753491440323691532141354726385555030694446976076810290083726008997448672577383703853843062625275944810125433848155225545094796784468056082057574247000768743641989872201066239260823168402541403924129546421086443125528124719104
53,424,127.54653149930253,2794,2794,6744164923643185428331303877815844072480800072856958186563464364343939461627942988413092353067510256910746331599433747013437076891578479627715885000647665380755554628497423422982791934362748188068454098777493457788146776532620910843756255063998926348541062543557882833307263436763675027188465754388500584003267694972875235839285158430056684195495077089371215675401506201991307049755492580426706719188041480257197656830606650086376161197406673803451584127484890295500298251677168502220098039873088561193706293080900539806308532122106889556957574106020393484142518209502005958893772229983708276371707485305956959296017033348325406622401985863518983281237299196877786361684756248438615759708299227121324484252155083426370334482275904942068045489931822082627748081710987764933949427961175733749300224076536384949111000513842704858949353472000000,6177423031513989250047477828423931627139204137029299386799232848171975014134285426795509717212332290181074393157289549608683156318734368610167251402003735019273210786385554392832143322490059309080626000230789007881291701687418194763609369332103669147408912767390856185902554326128237984203031856298814534714063230167884087175268935945789211561338474210622915689312560047865884442898177449007160041133717416038741811383584163911446521524834022078994030593071104388806962427809688627008492980884677220223813650468965757899100404285937910219623985900837309912413452447307782785515709416727676099112080196426333716005331645466644718177309810510857676668710815260075406464522860499743254612354880327444112541272504581979347549668411664009117505824471963188802139991848061526738900971310971676248707611358314006836934532468818963270442596652023808
54,432,129.95475253945793,2818,2818,111052961104311131457157621841837712433288319226144701977133879473320446634526638576664228536148822156975951499430654359926594269403839275917630822234030648284120247247685992436840723935796278080994571654360167647409516522067213979246110620925807772866923147332859362619335440307814922740673712704921223002369327511442492482554229369127804356647678282449400345952133958577258198844125011404066301622502590850736663630381002488449563357840415057404950085958884188203668028846677478051729915935930142024055717672809418719621007612127274978654508207116854533779009860622496800687213858235000230870763478832379401224423520900037945504679237583644866570442376180852453396730043930845692336673975048757383702074100581117307526608864014584525140713519123603470872592594540557554162795170357114718333172154186986914180961717566684291745076693355724800000000,101720691503049937871770679632303967478067164302769600797654782816016526776612432969182398110534893205365087222192244270108838705686749143565149748911506581260773674002886115486290495917605024892754944188098462728780654705503360477603607695388479152411335923029430632632933193863563996315422148774917598499442804996791296853690456023218584063611337346002791904253362632665602026546677615331894920936409837922196390543610994340662937269788051662757289370187014341755680660496638632243743544559499534100859381985449454552487613804961531750777445546641399019504769131267380782403882413717541033309432662384222447929620274402509954454656666731812809227040422173736946003385431049913049469861425362854431431062779578668383338857558180700283441416720180584215952268889037724391096058063969504596580453704645421686062153346836369225518300447365108282163200
55,440,132.3629742670639,2878,2878,160195476948211174010347078041721015952293952555178760317664171524696648690589329939288278799980165944542629574246010296018271930434196473578839619776091420693830290206795655336569929618196346028516830124392579486895360017111519802191769654902886581266500434408491007394957348250892915955770493712263272818812885204203299009698685992386348558472607958896540020861098254994309974531283189958274571263427269648284559109729614975854482335470532681109541046743059701349040440084382605066024863879864826700855260736313184453326709843109780675250183609402919558478682842155777786364063972600365484697512922582739293269128925330968513590639688635744875581258626483866559650696113697360942135731124133337658771635510542360126221883242986752714840182181308217816869052450653826078993450489057311228168453204452614909241495557781615718881111782093170926204893801805250560000000,146733545227371239880789349872398699577137375901291462134271805346468653414278409327535097083766673878596917656485732054376970562313572633526646655436793551603754065931265225805144093661482641259826528987805264867235178217415024855511591440756591252579774036128377109412728502671656957128465682570358134247264807387255352788855379803769115708978508955605290187608732966941078047532067655382079593361422206327088414783152732121267581198172172605237342675922406542471548762538165049749611839999371974903238244169185587484605676042445539515598649033132429287563705253635686337405053679839475066554975786374148235350520581142857078903529442559032685208212209785202267692268104656656854583343150937026842442260625619099797466991272383089131664401882876492085092257467447394039031857946035215263424305303869998925208682399983174916748670361829698974939029165102827873239040
56,448,134.77119664533072,2920,2920,818945797187862719863451954956443711556950504845624059922647232313450242263552405668970021225024326926411550006033358100831741008330090807232250859647064698173057260257463843184656067001720918039953105885047100406663839684711961342122791147102293279872430563962020671447310915769837060795962126742583359795870823267105869353169791856092630322746710590514968737034364514537651872955895237352171653251122242757768846436522273102146807887290553044592564629093630916334068416235147987713092390923191411774993682797621966578811857518714239744408003785429017379568213078478151692953645754877866233060533362429596096954849613405947316511605597521868199588881987864193724160897276190074481496876032521121824452169875047304860880246533892371434235754366931315379383133115449809093458591043263146428859289617351782112965334520668217314438509887682107004981279059830480764273160355840000000,750126173720116973350922489047122769878406494701033416886981859246307989710240365241536963851351523435965591932379656565624638851268642596819233368763606347149620829379569071432326653952248678698842074390572519081563296221325451840801852056672770797553622163437718511704754611478475528937185645654960028899430247055562238065640311124260835904284755566554336795920837776054009579745189090102063889956581356404010580001723684322717515045523390673747424604899711353919319817759085681342741229839612504347809016398354809956495500922071564745375588985972728624992203029679002214002308351641516396917391944710162145095034019917603352962963385228858224272956270608309739865832036887497080784109828464294579548068424753458471907803881711750024357303747617547325621403235929791245447156767518480918579808500436132524757909123335818687758720239723806486495342342219686094413044746089922560
57,456,137.17941964004788,2981,2981,1385254310454524754852671164978856080072706486877338465887442470738742051384759594552766767278481824896076348965479472938480905020080795929829525925846493310158988535479572263295176355363087865750809010632950923090797199663699193001272925494935718773319429667343524648527729557791508727836086850859503088207239915790343901413146911790881879721383829544476193340212169978459613982409722234433530080673062677716348952792614674493572206265494240396175797946073600122706907071264529482611924796765230814376467257713405758441234021369671107780852533602057043063252441596650492740992142937428836098757614528155456856421845080103305674959576263137087838005423460975903387877426043865881341616798642440215935643717822576626493478292319030412794233144087841091903704924395857884296332949730730760898961042246307327278604155166710322709381252415140806409856565116227956039487181637450372682535528300544000000,1268845287562032581565226159890689858064907445357455500552152384493483563403775310384399075581404653018690449599474972697603187339762788494938602359236086793466914288395673024211274869924343203635273117660379108247245258660566252999581066088811693698432423885479748514457059987387247710944340373532089370322617755345229613735926623475154200084604817571671588329770725775942785846478487713371596982082677412563261224812694841828219337881732742514326828150806316624360463685199485768814476941063648473404190104716051203816088207159344448183176846289497945965765353626778559997045291550136653057485296752360189785603161739724442918543861072078039110067541475732176858447681296679977315014135234500172001767019947985620729462836377350847476473298805240496240044880540868868577595930518639663350629098341765564765989692948499142315753732009909117553815049409843882166299666003388303142611101727028412416
58,464,139.58764321936184,3041,3041,2479248590550746195524422050669863084976700226416323728951451745981419278612444512763937744566118834941518544098250495819297629988155786297996852706356379261831301628633746198430012900059426228304972282567782496166487237762692091602614586088244744901288284257724657809749107865460591161013827338856223187380086114472624995277472792401936203555823077970657271935450155774166265398406572759747777601303867235347661294180900458769925042131965244552839520431042441775945077817397569228609266370046561487637333346537275406315066368273863736221223064330838507313007698025475982541749854626099298030337680574256052155855512793687014685406714980624342220163861667276028722996578934608566029809887700200438054326101564851231585374450189788508541480800477394172245838343087770318197996731759466840375759449137375109848870775018859454375753212577650734399957345026177199370758132781778069919980026765130523392836124016640000000,2270906408356847019419684620869584652879834088352957107453641939511189119266249671942595187597525926537497471537790654402060850592616865421427657328586797742860809452051356888820989994782421196893047774103183652843784114471265059718939863429246746686052610645150257679288922545950666004170156612834174822347928117172504935346501773480846624496039590808603122592856023106708894748878409067413522012001093734706174285945771094346278888139991271076755680786363344157462279330049183008864774870459206137192452451624664569733246616098214959094408316981448781082839565011011525565859791056010550339720494940546337238590294870373007680112718244295277264726089481858604000905376687062133092081573506676283442194542283090055117502215655205815361434779956940385858399834020195709360622255774533598766742893941819237416533961496832296801239345018575129075130480589109944014140744632727510109141845887333699732419373148625960960
59,472,141.99586735357653,3084,3084,14089387741708614527376452567094633633587227097094071511542206020245490971092200563454620464150892814170202948246455627369175593138938821819219124038489668825483067895125128615061208490947434836688301989314614239154580431111095087565953411458464082692326343904753065266314112694105723354112694654485543496595054236894607352136866542566087151330515224971972231512208810723842807341372562035608475812713770134090944541979642039323666145944999553915466601169819742630049616829475794978412983238682002069345707934173474500987707625118611465551617682967520353910482343689800943121816282779943875873293458345132637538374912227710786464625889088788965893614123457882220000993380675324965050766992395284850596427011130663229116492281891014692694630176464886239341057900818008763798538406252270709245529862386440551222170861360059971026366886998894253913180178954846928689185290830999825679263605528387459708783603041407013926993920000000,12905394414427357098793406814730542386707225853847103859831839817319050711231930048092668300541522893540998742618592456235941446455744558901463415363728474867584376353858757094515863215482590848477593952989344724412471788155496114583935372120953773703485957913542619440357148198556667985269641055397530577579152189523725102086767180161976041875568678088065706198035056569461755049939789157056014433087164793920468809451076308168322116578153501415984630377053229891721369418323784434221256853422583046156835038159543919830496422433114627024664014192764520571935918394443119049408104464511486882351948462926946051381967768716425652925163730164440865098858080237481376423991270156749619450098171675001915588107818415030848560518359056056911569683740767916596912231360580115191094336887651285117002250403220106850892971019632580962681162655164511475739941319214583256634720433863532177079367080594233146589895063229209713608365178880
60,480,144.40409201497383,3145,3144,29327549555740266828553356552818664761971672572137133508204556746376126566670503961477002531011388341565176978170470567449486616215900754648467834980521013973902818282426002318845020487871231194779238742871861311919417083602389006475566560438786444219332050159380358063227335736908505146817015426117150147228816381766885929499837234289124901576847714013834438997072575280369077600686264320512616904671282937003465916863495215632626166507426572232968269067356984016636751141496198512640444392893494034129703547533262056030452898127993974637121794856045900039526264334592513275768377876324245184899294492397977310512350969416760551781603613861140890283570651609903869643481744326846830918982775177246947211613784402284429276888780542586332254885805846761986762006385906132515627041233038354895393152957786257100685409217343693950511230734857395525689849229353997834111577120128067693137480664348544139871631441646802627975285457194781305208832000000,26863026354585469061567736368886839020070907941616055400330071583334303709856458047600389725626922558861323199073730545000854529393640631859130127330133995631923285846998243801500409210280470307718962926610915410473359076381638630196976743026186290936637482093743813772331173912786088070066561706680726753359563409378924288892256859767148408010723611988645095191624392655632140445793088968311427596086781684035755941328696599434996164196462361637220594226469059045660382387219326152672053654189437465069395329361961733009797417288276348358327187866478024842930057494423846773401940726374626095661895423006652681138096578219392693665551767982040512380804500056062967056432450386844855638052920878935399357961322852304232473508437658529406078053574907607620824011797400966617678661739135029039519991210439952854084311796844160894880045839650160399767284460494573577053171188858314685398104794311623760995377793364568964753179275290122411858091573248
61,488,146.81231717765138,3206,3205,64408529480097096352957861208444637320178053631082379300874125892712408757233995557981274779500702782278215015294648741554320341412490691177356671383975172073412415870772270245368991243325685060428419317026275052903062915709975014902188186600456516236414092654015159068368832261896714482047207264115242336703841380172460792678191601062823441023475442471106487776412680038999317197995023576328606857383879394322643382804448353295175114484927816833988257821716334511388971339888917279585508398026387242563167468122169070810018312663673765473013801792166159532916367124838622390570209538024234298788814335194317746964048329638546440247680820151298215219119258840160243609882403499022476964677583732846519942674077791003016509373830087794628457898838087939019730847375258403513236826744063821864368538100526141356646133845062088020783358670267483742369577950438376990679091872989581286899770802992290180188698445181370981598953590651281101460725336127676476293120000000,58995996975318064194190482620033218546597727595834448235338131525977283475890157348853577565596500378435678086424897715660353478950972412589809333630517155218966930515733152486758749340017108426036978692734986388833064983968769666021727142948120664284894592215713661404829807872938089578974536112494126950880333221884592889415352727825577474662802619284688711649559070955811456159585864612645465154740649076231532669905669794686706247145252899627970800365892218793540261561336744949151370764055127419344515817174154590624008592093323769397547291944269007355509793212909506751033828379397752327964797483183868111454729229228820816682390368849066829177292929502096658687506900936513068220774305514183285598843986617887028626195278224036974871488357232233805548995083784962772012564588351898918572232389757667048685257451886747923410044921049580350093063391267978840000733674749012754255651768162109733510011046422491813827402950327686238863692024904323862640648519680
62,496,149.22054281737653,3285,3285,58273884785661425318046555083586324457612028311809583712133149925161040214632438685605207017028890101398874956320877570858569988558989003436587909065389683406821948081424536709144365490585379271035502763931935039111722360760471744098452343198247360519432992107996679991487243613046751486517304998465533278320764367412536155685065871885715674947697000515115658268158285694145629401307227264556483891185991899003577915336056846527149275387943784685933151324971057174269000036378821048719234653381798889468008292430507265200682742029947478524321512197157667748738996526595480708641730024387675848603898834670184016923268869542955862663134941869565673845162661095448756084542983179546131096789726462267364838479109124351465285067238075662058433153349074298338189134460905910060310100336900382329999597363233530570074804750619060853667245036739464750784304813293612624348016757651658842618134500464822364653030731076409299899830134423755108409960940497923573479964490518825543314301779968000000,53376873502713170589451514603213034431997810195458622792743903013454290068907398114659028609824635245797874398469056035708599559580494364182294097000081755133529337709014363324286229811929451860348008814093096323662122466680170283251520694554459820908417894415646030003040817602410568160875666683963052558544667897053488066929406885089155705315398067076454496675521692419978975405413290725452256552408669190340609769821254345158570807205231221112991541819409089567082025500498148589101958700240866917448188207730931412877905798404460829731796422939209026181529503378482345761784321399198866596257710605077205464333598898328334385983226957514274052714452973630969495438814879581997495816222778379601392907806919899622511780205506318013469330912699380387674831386282327777466079885546787715510251682138646311698972928516409467901039636499914456911553703906939029061222607361958933518679531095446888013860069560682287090568888961965673538192847601004478999100215951060897482142536288490749952
63,504,151.62876891145368,3314,3314,24053871556211451125615419698277969037314978745187994239697282278180112262859350611856544732100898608562237141482436280494852767634394457604860501727467038446687418118538344898415816915647046017351421647710925941955099197711740988633461228241629648058079792316405860934959584749449652487772873359645902721824786409689410118052088243873919263561979539954648182135461229023384413782671897860489685967683346353078974825592075103221695986077620741573301969233946489139138107043170714086980136192576066159293880227428916853026064917376010796667278826843299923509107318998718587724046857565884318372631061836076115472828460760070663530343017257270814072160359456370244200545559074056074529374942838158662826761890996527622197281257512324089686750889320219100316772550564939764326670907233866501748574023237930206169258561300620750076782580978801486713699432322810392599793287522522487990033937518259194719491956042490103603079859137940925945321839518598326010243293353208247150283278212422592102400000000,22032518752247729645318032954395928034229917312395988758414083986202522599738439151470850816790221192228822872891975461632909247648731363887497030759619575557276945175040753077742668796785378787721857088063019563518033167851332312186749756149861188836696747665926361688554029733626338252519445271327150019604760836820845032783037919118276854033639983889630747572710059137731356409302500616879679942767705214915977148590321206333687748671996079478507819111714749133808206804997060205175509646492286249329255192118952242508364433926247072235272842418570176725613168448939347960721357100024639494436046856930449402016558377959986407943700541781146964661373427150302669291476235288812371440185297990341000840684056488098518337998947076593189780669623027002132705525682721439728266487173685944202925575885758965458566238172257479650909434549935759545386110524616545799776112069216987271068916075685856089010904639951559715660195523128619326107021152222353738204895871089069983237832920454050435458662400
64,512,154.03699543860455,3356,3356,158170013149428032619906115328521587910392604917615063490461378226262450529419442433138622395158623328294185959794595357130483668343243580397411125912933884471878743320086963998755842520260328678644826217077919215527863735999592737555355767578005314459285550772730350790856399713809648761987358399554975001680203464804742536108777737218104161332649177916292067258658884323201113618868798320647620632363608385725638266122039098582370058866769692643928782123270590935589126317072350546485535204456386755324716776284016105707478318734415037245901530315191652669279566771030607023094484637969964454220237161763364262789495441065743186175579001867336426733427646172409556736609832841203246499981998603586272691612162539074916531042618029993771771732768507898881636287242182488460809473300955187479481670161632358078437593313136725589419680005777654941779904167766581094805210601077047767446456764878381492547042408354307842316807140984968591651034905751092966197142651253331755942628819095224788853550376960000000000,144878290075434392600459003580269597295781448512428528240591744082442270539945524100790238835986027178298528417462009716018310966787398308882259547159658930030518320767767931802305910141718930014721744673662985914673403400561174627561408731371971521452182923328672205746179133842394889912224276717535690090574510148586469241812315569016064877148361041133283328198338710400138150362213901644948059577848409526529430762064438077522395730447922259197900448533892517729740516658698309903249063734595918055224195776643216515950265260261894238103153400150923616943125702009541187561834612089731225073253915367186800039964837393135924074447258288155330716310749177753268929614176595850596019052912839486498448536981555771680171137286580955383162187148020188440206936745707204870666019556085086056031343209340445286059020305845226853071746238528333515345190278502235143995932365474474465224145188757060769435390747099105624719967699703079175884800672265391285225046412924201050665805858674479274452454238413634600960000
65,520,156.44522237885909,3436,3436,185804917883459504496142272724608094589467341327619847891739481452551287874949168441781264472595492235521005743674228700344801103679446095541503866724201271012739886676248491100953776861958942543024296963397716199383736833272222611746007206678169956179882715979967963694815579946524389474604771842278892409274724984548769648249968817993313869030375503511827194775454010466503159610452127327745292804353558654713387570105980512370859619569771025772322118807173649476397473985167388340882781529331222219684734179143656392191465496892408367653657718633531732820917285993628163640744712388832378098735791081286204686441248250176330863346214915161253081584926939520767995315765207096588125044759728860256659493883771577734087279509565383139410102117354989028062273128829780483249920357680425189551947993097708266862371081896769899387029101922546995502783021461388467173800865144407793967075020644376317802810837373966833253325293868201200812431270686934982152818760602218939449242070242317346859711920612944452533158415167891441254400000000,170190912010172372350362807332059941210387454500250509947720870168205477663440308236408716264338860579624448831295221003309106669763770891542382039099753806224046236011403235984895855798117448696324459753745291681000351308356401191344220059179072707734910221214214020250720103899808897976606028488969263352930543754250649390572950488577440064055309793772242351855892489781209459521261380322620855163798141329638070814731903488260139002071310431469337733835196459250735530229722952956287808714726921629856412700794314911439102158622695072480151585948840086123600985204448712457573614991500448094374035670797582317287059464620254258558854660720734016937251483076512783724548112043305605996385438643493289145599102673049415979325073998445767731544184654985979141519068623751455017753733383590196508076313157813014690358012354889495293099514032296563592360120069312232358879649622024595573245343511660516608476967986223027165831287457066401564035142243626522274024580178880801647715784001423441047488378069612767179955293477020083840614400
66,528,158.85344971345648,3498,3498,568517305638791772062672085415050847091401644129632804060504777549613204820298119244305994753837175488303859402017211533531653060287304416587668845192658849946435681662994047502061403182942019951517112338818026678373149388803917216246504197714489898785126564331695537095263170630126468228548390232862794301729543183399198576034138274482026770956033553060700308084689583035918660249177519131828249889673630597812122920376783409681084709888162739102884797297636583601148207009809189592369973869639364442795868622106162918614631963540080253167913105687728434293124582997471276886855728591677499676732328806073222321120730750820499609074918118091639022940994520255587595995959123658237556865006399006442799851633778310579861817044014345426642920881077183603268110503714539024798848487455692529508347880887397706101080463190517203375533237010564371053168914030918276867080869123517379720698441637788108823883577155159080840706326722624975851558769324712399483463902018242099346548493221465301428513527734635822750896953963735068521359142569116200140800000000,520742291659467531886501708767233598888179144946149643342009090215317722880806009973594599762703421666221533283416654107562053030441196185873763168634926747034901594796780631403994565193348048730423387807630542751766799858028807652553326461604906370955219030003287243498494797811421816159254997637935551325552192798656227504945681040717830690530084147049207155335411872907512531298088193149022195500717082150661878789224548941133235647334645689525444195575989860327628758610077093473522668793786267550710452292550546950918938061602662878877112319139293193438030153587840042154760842400728355559479356018198122970019361354203272525717549843668886372033469783937816039573325408591140563854179416895076424922474099234514676553753043160095726246197324409284777893246582796079484044861829989121128358618119225057420446792127116848711013210478575093692886926402100696832561926278493563955317581094253417843507478168937292516429329981649834262717391457797012845869373223803607844220610580647506955408545959334661660824549126984548195669812529754381887261900800
67,536,161.26167742475505,3540,3540,4105212225671396835334671934560929270162044571819274829680260960537298920331861225269007268232794309949873490108918856999564674277442539038089063086397533270400215474422415928012394084307525508698456888691106824385786315200185513502287979574682821373992750691590280080439171788899326909935388259278633195516197418036436120509787749847597257487770768726858436565713415711690550251191072991294782276916392255190050168744425005732004542024602977468249025643653205523867646256121484866585581134569871599833945571435429708159702454208621828195370774436362333176082062271457982928557368808949297804923889072714650976152315129236647422328163684782139225314208797385585231524921487665820256431157605013676915641213212164555583014851740334774910375021110069799968024932864725360099090172626459540205446342115559052580923614266738843029929802597180689958664340608771711809855812876347521800792020732203142079264740535686235113725355389321714812728911631296378560793179025684362000912173635537323638752557465473380282965599948024631223538014704897284512791649729806336000000000,3760233155510684718310644645232412390796540395455226067526811592297707365922044676163345268388202667563116531000323718883083332951750115323573331149550706476567955198673579956444997319948211582712240000032766629938385176169848109710269304864420354456205075785664003197894944619733990410683469681221318471222456974281517207854232897276237974784998032286308138976539498118305823286560626519881134239410233881455856447768689994479293292245688573056513911035950178412073817437471606861306200106773229486929154818271782427674489645420829261835108591156329802446765583772538395047456777924493622860736698199988196665551032895366721079264962660321048979990182915194272387300539808984106540030744098072503161113235652791329617665177293901245677935091805797814040923397944403378590191451538648488790641203377127518242046867284224531151988626442082061974578168037670571862692271932951398807266379611325474238152087022792374207378958571144557942671708801258950351724586663826058146876116272516447750223800022566459390924843767960408408890889176265603599179554511913705537536000
68,544,163.66990549614988,3602,3602,14087335024348807656808606782157317630799199979657890859034385175130526609235649425119381421914872042156581556969356357076917395920690480461627813275306350535555134799757731924711633674879600654316159597371351210017185853425047440603902942916815517218753330578047102833669603872260370528400970814509130398078717965483510306084161480660445065144409365874790914495016802146985280980400031075234342380063397002744011936348629686212403830709175950429744357982645526973364404126051361187749879219459471129950829902976771024353042156323278041428528874620057092345329291381288596416402121515373866579418165962450492365445846973291053828257172803089751405680200943531174132880114427509510033675479336393255983030623789333722339790149437304844736651382803007010846530265658935507332475496680980254814774018213079284967670480004884844802049473955979075609988676156054318251522189406429948434047625039675341976780799779007360139239001127426057489300508031935943180317148955113594040695420860247687883143396477777393501061011810660765921501422660257943950608638016448541886442668387364044800000000,12903514195951203706319758373254763182224750216465110046643406450575696566576362659088363013439323177408974774529345771665853391802279668515477111826840892642836715549634828983963616426735059631919265097863426558500843011926115465036964708299021704364484659189576176378598918195537428470030108464689346688999035977276556780212802577798029287553924525223588948973523927558900935236132248306194108288494261226722856508145292515669581970282020376641966775505080441802577652090113161594127751343678711917825867568771487403950207721168153303723552786355667754703788194294281784310493717574499866964215358214929089252490974563123744541897947353646334029612919141249876497528234830495059161571384332659221740375385007687372286995294276898390649620134108786537005966318842313145258203026965514556928010107061530657471202838601293303446761044628128907454501401952649473704766577746541702825104249432696360099844434465819568541297978232322675630545281827983839295309992634147808648782017799757092784406397178089301432255026326525208664444703163835210306515886129154408363662909913100230118604800
